2598	32.8011312	-117.258623	(tourism) (hotel)
2599	32.7961574	-117.2573751	(tourism) (hotel)	Crystal Pier
2697	32.79297	-117.255362	(tourism) (hotel)	The Beach Cottages
2705	32.8004225	-117.2583404	(tourism) (hotel)	Capri by the Sea by All Seasons Resort Lodging
2710	32.725654	-117.16751	(tourism) (hotel)	Found Hotel San Diego
2721	32.806763	-117.149407	(tourism) (hotel)	Synergy at Mira Bella
2735	32.675484	-117.106411	(tourism) (hotel)	Bayview Inn
2775	32.681976	-117.1772535	(tourism) (hotel)	Coronado Beach Resort
2780	32.759758	-117.168259	(tourism) (hotel)	Courtyard San Diego Mission Valley/Hotel Circle
2792	32.834198	-117.143155	(tourism) (hotel)	Hampton Inn San Diego - Kearny Mesa
2800	32.803159	-117.217331	(tourism) (hotel)	Holiday Inn Express San Diego Sea World - Beach Area
2803	32.803812	-117.216901	(tourism) (hotel)	Red Roof Inn - Pacific Beach, San Diego
2826	32.77864	-117.161789	(tourism) (hotel)	Extended Stay America - San Diego - Fashion Valley
2835	32.7247328	-117.161441	(tourism) (hotel)	Quality Inn San Diego Downtown North
2844	32.6392805	-117.0970673	(tourism) (hotel)	Howard Johnson Inn And Suites San Diego Area/Chula Vista
2864	32.67857	-117.1089288	(tourism) (hotel)	Cassia Hotels
2870	32.725349	-117.228983	(tourism) (hotel)	The Pearl Hotel
2900	32.68256	-117.177526	(tourism) (hotel)	El Cordova Hotel
2905	32.771593	-117.137647	(tourism) (hotel)	SpringHill Suites San Diego Mission Valley
2933	32.808967	-117.257135	(tourism) (hotel)	Beachcomber Shores
2935	32.7631	-117.159224	(tourism) (hotel)	Quality Suites Mission Valley SeaWorld Area
2942	32.833595	-117.174806	(tourism) (hotel)	California Suites Hotel
2966	32.7196966	-117.1568546	(tourism) (hotel)	Days Inn
2976	32.8702118	-117.2373038	(tourism) (hotel)	Residence Inn San Diego La Jolla
2977	32.8259607	-117.1425369	(tourism) (hotel)	Courtyard San Diego Central
3014	32.726113	-117.22235	(tourism) (hotel)	Holiday Inn San Diego Bayside
3019	32.756197	-117.220278	(tourism) (hotel)	Holiday Inn Express
3020	32.684516	-117.180313	(tourism) (hotel)	Hotel Marisol Coronado
3034	32.681623	-117.176935	(tourism) (hotel)	Villa Capri by the Sea
3042	32.750075	-117.195363	(tourism) (hotel)	Courtyard San Diego Old Town
3046	32.724522	-117.161439	(tourism) (hotel)	West Park Inn
3048	32.754612	-117.140676	(tourism) (hotel)	The Lafayette Hotel, Swim Club & Bungalows
3073	32.763574	-117.156388	(tourism) (hotel)	Hilton San Diego Mission Valley
3077	32.726532	-117.227943	(tourism) (hotel)	Hotel Aqua Mar
3081	32.7518995	-117.2007534	(tourism) (hotel)	Old Town Inn
3120	32.725346	-117.209023	(tourism) (hotel)	Hilton San Diego Airport/Harbor Island
3125	32.7084965	-117.1586139	(tourism) (hotel)	Marriott Gaslamp Quarter
3145	32.834604	-117.142013	(tourism) (hotel)	Ramada San Diego North Hotel and Conference Center
3170	32.720925	-117.228664	(tourism) (hotel)
3187	32.676158	-117.107641	(tourism) (hotel)	Clarion Hotel National City San Diego South
3195	32.8346932	-117.143817	(tourism) (hotel)	Residence Inn San Diego Central
3462	32.7297	-117.162915	(tourism) (hotel)	Keating House
3507	32.7231631	-117.1684973	(tourism) (hotel)	La Pensione
4181	32.8346039	-117.1732567	(tourism) (hotel)	Best Western
4243	32.8548717	-117.2579053	(tourism) (hotel)	La Jolla Shores Hotel
4358	32.7603292	-117.1844832	(tourism) (hotel)	Crowne Plaza
4533	32.70838	-117.1651626	(tourism) (hotel)	San Diego Marriott and Marina
4754	32.7176183	-117.1667002	(tourism) (hotel)	Hotel Republic San Diego, Autograph Collection
5923	32.7607349	-117.1658367	(tourism) (hotel)	Best Western Seven Seas
6603	32.725346	-117.209023	(tourism) (hotel)	Hilton San Diego Airport/Harbor Island
6661	32.77232	-117.2466057	(tourism) (hotel)	Reception Bahia Resort Hotel
6678	32.7526376	-117.1933827	(tourism) (hotel)	Hacienda Hotel
6950	32.6408101	-117.0974874	(tourism) (hotel)	Days Inn
7224	32.7898978	-117.2529424	(tourism) (hotel)	Catamaran Resort Hotel and Spa
7233	32.7127926	-117.1586096	(tourism) (hotel)	Confort Hotel
7267	32.7603933	-117.1673009	(tourism) (hotel)	Days Inn San Diego Hotel Circle Near SeaWorld
7314	32.7137373	-117.160492	(tourism) (hotel)	The Keating Hotel by Pininfarina
7323	32.714112	-117.1593723	(tourism) (hotel)	Ramada Gaslamp/Convention Center
7420	32.7226952	-117.1675765	(tourism) (hotel)	Urban Boutique Hotel
7476	32.7095052	-117.1626949	(tourism) (hotel)	J Street Inn Hotel
7542	32.7171425	-117.1716128	(tourism) (hotel)	SpringHill Suites San Diego Downtown/Bayfront
7561	32.9038884	-117.2442281	(tourism) (hotel)	The Lodge at Torrey Pines
7562	32.8705237	-117.2024008	(tourism) (hotel)	Pidgeon at The Villas of Renaissance
7563	32.8695335	-117.2024252	(tourism) (hotel)	Corporate Suites At Valentina
7564	32.8691201	-117.2021788	(tourism) (hotel)	Sunshine Suites at La Jolla
7565	32.8521481	-117.2570555	(tourism) (hotel)	La Jolla Riviera Inn
7572	32.7192241	-117.1541383	(tourism) (hotel)	WorldMark San Diego - Balboa Park
7573	32.7618414	-117.1594769	(tourism) (hotel)	WorldMark San Diego - Mission Valley
7574	32.7385529	-117.1599651	(tourism) (hotel)	WorldMark San Diego - Inn at the Park
7575	32.7186697	-117.1579954	(tourism) (hotel)	Marriott Vacation Club, San Diego
7599	32.7171043	-117.1718212	(tourism) (hotel)	Residence Inn San Diego Downtown/Bayfront
7608	32.7196493	-117.1676253	(tourism) (hotel)	Best Western Plus Bayside Inn
7614	32.7585962	-117.1821639	(tourism) (hotel)	Hampton Inn San Diego Mission Valley
7615	32.7609176	-117.1727728	(tourism) (hotel)	Handlery Hotel San Diego
7619	32.7745431	-117.1420246	(tourism) (hotel)	Admiral at Promenade
7620	32.8037692	-116.9516824	(tourism) (hotel)	Best Western Continental Inn
7631	32.7502616	-117.159506	(tourism) (hotel)	Sommerset Suites Hotel
7633	32.7545615	-117.1964377	(tourism) (hotel)	Cosmopolitan Hotel & Restaurant
7635	32.7158944	-117.2247458	(tourism) (hotel)	Bay Club Hotel & Marina
7637	32.7227033	-117.1674734	(tourism) (hotel)	Urban Boutique Hotel
7638	32.7074824	-117.1595831	(tourism) (hotel)	Hard Rock Hotel San Diego
7639	32.7242982	-117.1608564	(tourism) (hotel)	Hotel Occidental
7640	32.7851819	-117.2532745	(tourism) (hotel)	Salem Court Beach House
7641	32.7848133	-117.1278717	(tourism) (hotel)	Pidgeon at Monte Viston
7677	32.7211491	-117.1707874	(tourism) (hotel)	Hampton Inn San Diego
7763	32.8923688	-117.1186223	(tourism) (hotel)
8302	32.7233902	-117.1667662	(tourism) (hotel)	Vantaggio Suites State Street
8303	32.7245762	-117.1671273	(tourism) (hotel)	Porto Vista Hotel
8416	32.7247412	-117.161366	(tourism) (hotel)	west park inn
8479	32.8288569	-117.2660188	(tourism) (hotel)	Airbnb Brita
9539	32.7541895	-117.2494519	(tourism) (hotel)
11738	32.7470007	-117.2099102	(tourism) (hotel)	Americas Best Value Inn
12198	32.7585428	-117.1703963	(tourism) (hotel)
12491	32.6920699	-117.1321977	(tourism) (hotel)	Navy Lodge San Diego
12900	32.7304361	-117.2110296	(tourism) (hotel)	TownePlace Suites
12901	32.7297408	-117.2109604	(tourism) (hotel)	Hampton Inn Liberty Station
12915	32.6839033	-117.1199661	(tourism) (hotel)	Navy Gateway Inns and Suites
15257	32.7099165	-117.1590036	(tourism) (hotel)	Hotel Solamar
31119	32.712038449999994	-117.1704957	(tourism) (hotel)	Embassy Suites San Diego Bay Downtown
31375	32.72128765	-117.17050455	(tourism) (hotel)	Hampton Inn San Diego - Downtown
31376	32.722666849999996	-117.17059895	(tourism) (hotel)	Pacific Inn Hotel & Suites
31377	32.72339625	-117.17067245000001	(tourism) (hotel)	Residence Inn San Diego Downtown
31382	32.709919799999994	-117.1678917	(tourism) (hotel)	Manchester Grand Hyatt San Diego
31389	32.726859149999996	-117.19781560000001	(tourism) (hotel)	The Sheraton San Diego Hotel & Marina
31431	32.77498865	-117.2391299	(tourism) (hotel)	Paradise Point Resort and Spa
31463	32.716075849999996	-117.16150725	(tourism) (hotel)	The US Grant, A Luxury Collection Hotel, San Diego
31464	32.71641095	-117.16243415	(tourism) (hotel)	Westgate Hotel
31488	32.708100599999995	-117.1656629	(tourism) (hotel)	San Diego Marriott Marquis & Marina
31497	32.7257623	-117.2026303	(tourism) (hotel)	Sheraton San Diego
31587	32.762267	-117.15967375	(tourism) (hotel)	Homewood Suites by Hilton San Diego Mission Valley / Zoo
31827	32.834598	-117.17333085000001	(tourism) 
