-->[1]  [OSMlabel=(tourism) (hotel) The Drayton Court Hotel, lat=51.5142404, lgt=-0.3192305, score=0.6352074966532798]
-->[2]  [OSMlabel=(tourism) (hotel) Park Grand London Hyde Park, lat=51.5157289, lgt=-0.1801907, score=0.628810226155359]
-->[3]  [OSMlabel=(tourism) (hotel) The Cleveland Square Hotel, lat=51.5138565, lgt=-0.1830766, score=0.628810226155359]
-->[4]  [OSMlabel=(tourism) (hotel) The Hyde Park Premier, lat=51.5132285, lgt=-0.1806004, score=0.628810226155359]
-->[5]  [OSMlabel=(tourism) (hotel) Glendale Hyde Park Hotel, lat=51.5138888, lgt=-0.1799695, score=0.628810226155359]
-->[6]  [OSMlabel=(tourism) (hotel) Novotel, lat=51.4568873, lgt=-0.9726533, score=0.6203703703703703]
-->[7]  [OSMlabel=(tourism) (hotel) Malmaison, lat=51.4576568, lgt=-0.9719051, score=0.6203703703703703]
-->[8]  [OSMlabel=(tourism) (hotel) Ibis, lat=51.4568888, lgt=-0.9725163, score=0.6203703703703703]
-->[9]  [OSMlabel=(tourism) (hotel) Holiday Inn Express- Harlow, lat=51.7692955, lgt=0.0967175, score=0.6200716845878137]
-->[10]  [OSMlabel=(tourism) (hotel) THe Knightsbridge Green Hotel, lat=51.5015554, lgt=-0.1623833, score=0.6200716845878137]
-->[11]  [OSMlabel=(tourism) (hotel) Sanderson Hotel, lat=51.517479, lgt=-0.137138, score=0.6200716845878137]
-->[12]  [OSMlabel=(tourism) (hotel) The George Hotel, lat=51.1494806, lgt=0.8721089, score=0.6200716845878137]
-->[13]  [OSMlabel=(tourism) (hotel) Premier Inn, lat=51.2870871, lgt=0.49083, score=0.6200716845878137]
-->[14]  [OSMlabel=(tourism) (hotel) Millenium Hotel, lat=51.5000884, lgt=-0.1601195, score=0.6200716845878137]
-->[15]  [OSMlabel=(tourism) (hotel) Capital Hotel, lat=51.5001038, lgt=-0.1614634, score=0.6200716845878137]
-->[16]  [OSMlabel=(tourism) (hotel) Mandolay Hotel, lat=51.2391672, lgt=-0.5645113, score=0.6200716845878137]
-->[17]  [OSMlabel=(tourism) (hotel) Sanctum Soho Hotel, lat=51.511565, lgt=-0.138332, score=0.6180555555555555]
-->[18]  [OSMlabel=(tourism) (hotel) The Red Lion Hotel, lat=51.5378103, lgt=-0.901195, score=0.6180555555555555]
-->[19]  [OSMlabel=(tourism) (hotel) Hotel du Vin & Bistro, lat=51.539023, lgt=-0.9018503, score=0.6180555555555555]
-->[20]  [OSMlabel=(tourism) (hotel) Milsoms Hotel, lat=51.5376776, lgt=-0.9057434, score=0.6180555555555555]
