2043	Sun Oct 03 02:06:44 +0000 2010	4161e400f964a5206f1d1fe3	{The Hollywood Bowl}	{34.11223093293252,-118.33858966827391,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
2043	Wed Sep 15 01:24:06 +0000 2010	4b4d3a23f964a520cbce26e3	{Corner Bakery Cafe}	{33.689817128783616,-117.88862228393555,Costa Mesa,CA,United States}	{Food,}
2043	Tue Sep 14 20:20:08 +0000 2010	4b5cbfc2f964a520074229e3	{The Rinks Anaheim Ice}	{33.834133840455735,-117.91784763336182,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,College & University,College Stadium,Athletics & Sports,}
2043	Fri Sep 10 06:18:01 +0000 2010	4bc14af5abf495211df4c093	{Palapa Grill}	{33.87067685748305,-117.92415358034238,Fullerton,CA,United States}	{Nightlife Spot,Food,}
2043	Fri Sep 10 06:17:30 +0000 2010	4b2a4269f964a5209ca624e3	{Bourbon Street Bar & Grill}	{33.870005892273355,-117.92375310729501,Fullerton,CA,United States}	{Nightlife Spot,}
2043	Fri Sep 10 06:05:14 +0000 2010	4a75322cf964a520ace01fe3	{Commonwealth Lounge & Grill}	{33.87011267315698,-117.92347490787506,Fullerton,CA,United States}	{Nightlife Spot,Music Venue,Food,Arts & Entertainment,}
2043	Mon Sep 06 04:25:05 +0000 2010	4b74c78bf964a5209df12de3	{California Beach Sushi Restaurant}	{33.61706493888404,-117.92767770474771,Newport Beach,CA,United States}	{Food,}
2043	Sat Sep 04 06:41:43 +0000 2010	4c64707b7b241b8da856c4ac	{Orange International Street Fair}	{33.78781486572278,-117.85308837890625,Orange,CA,United States}	{Food,}
2043	Thu Aug 19 20:17:49 +0000 2010	4b5cbfc2f964a520074229e3	{The Rinks Anaheim Ice}	{33.834133840455735,-117.91784763336182,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,College & University,College Stadium,Athletics & Sports,}
2043	Wed Aug 18 07:24:16 +0000 2010	4abc1249f964a520448620e3	{In-N-Out Burger}	{33.86022401407431,-117.92402744293213,Fullerton,CA,United States}	{Food,}
2043	Sat Aug 07 21:56:48 +0000 2010	3fd66200f964a520e2ef1ee3	{Gladstone's}	{33.76184640555942,-118.19322736963748,Long Beach,CA,United States}	{Outdoors & Recreation,Food,}
2043	Sat Aug 07 18:08:14 +0000 2010	456b1673f964a520f93d1fe3	{Pepperdine University}	{34.04583232505719,-118.71508598327637,Malibu,CA,United States}	{College & University,}
2043	Tue Aug 03 18:13:32 +0000 2010	4be8cdc2d837c9b6cdd3a506	{Apartment of Awesomeness}	{33.835025336816656,-117.9190417610906,Anaheim,CA,United States}	{Residence,}
2043	Tue Aug 03 18:13:16 +0000 2010	4bc42e804cdfc9b620519821	{Broadway Arms}	{33.835025336816656,-117.9190417610906,Anaheim,CA,United States}	{Residence,}
2043	Tue Aug 03 18:12:57 +0000 2010	4b5cbfc2f964a520074229e3	{The Rinks Anaheim Ice}	{33.834133840455735,-117.91784763336182,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,College & University,College Stadium,Athletics & Sports,}
2043	Mon Aug 02 02:31:23 +0000 2010	4b74c78bf964a5209df12de3	{California Beach Sushi Restaurant}	{33.61706493888404,-117.92767770474771,Newport Beach,CA,United States}	{Food,}
2043	Sun Aug 01 19:39:32 +0000 2010	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
2043	Tue Jul 27 20:48:57 +0000 2010	4b8632b9f964a5206e8231e3	{Fat Tuesday}	{36.10896425439874,-115.17019271850586,Las Vegas,NV,United States}	{Nightlife Spot,}
2043	Thu Jul 15 18:33:12 +0000 2010	4b5cbfc2f964a520074229e3	{The Rinks Anaheim Ice}	{33.834133840455735,-117.91784763336182,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,College & University,College Stadium,Athletics & Sports,}
2043	Thu Jul 15 06:49:54 +0000 2010	4b46a539f964a5202c2626e3	{Buffalo Wild Wings}	{33.845598280874455,-117.98928022384644,Buena Park,CA,United States}	{Food,}
===
2043	Thu Jun 17 05:12:14 +0000 2010	4b46a539f964a5202c2626e3	{Buffalo Wild Wings}	{33.845598280874455,-117.98928022384644,Buena Park,CA,United States}	{Food,}
2043	Wed Jun 16 03:43:11 +0000 2010	4bc42e804cdfc9b620519821	{Broadway Arms}	{33.835025336816656,-117.9190417610906,Anaheim,CA,United States}	{Residence,}
2043	Tue Jun 15 18:25:29 +0000 2010	4b5cbfc2f964a520074229e3	{The Rinks Anaheim Ice}	{33.834133840455735,-117.91784763336182,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,College & University,College Stadium,Athletics & Sports,}
2043	Mon Jun 14 18:35:04 +0000 2010	4a146953f964a52039781fe3	{Savoy Kitchen}	{34.07856551291457,-118.12091153905425,Alhambra,CA,United States}	{Food,}
2043	Mon Jun 14 03:49:03 +0000 2010	4c15a69aa9c220a1888c599d	{Go Go Chicken}	{34.129125,-118.054869,Arcadia,CA,United States}	{Food,}
2043	Sun Jun 13 19:11:41 +0000 2010	4a3d3c45f964a520fca11fe3	{Pasadena Ice Skating Center}	{34.14359966996766,-118.1434831131575,Pasadena,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
