4124	Wed Aug 10 01:39:44 +0000 2011	4c4a6edd46240f47c3a2d3f1	{Body Shop Tattoo}	{34.14569484851134,-118.24705123901367,Glendale,CA,United States}	{Shop & Service,Professional & Other Places,}
4124	Mon Aug 08 15:25:00 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Mon Aug 08 01:47:59 +0000 2011	4a89afb3f964a520b10820e3	{Zono Sushi - Glendale}	{34.147774483333336,-118.254401,Glendale,CA,United States}	{Food,}
4124	Sun Aug 07 16:25:37 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sun Aug 07 01:28:30 +0000 2011	4a3ae617f964a52067a01fe3	{Citadel Outlets}	{34.00654806750311,-118.15277695655823,Commerce,CA,United States}	{Outdoors & Recreation,Shop & Service,Food & Drink Shop,}
4124	Thu Aug 04 22:30:43 +0000 2011	4b340775f964a520152425e3	{Se?or Fish}	{34.1326606,-118.2161732,Los Angeles,CA,United States}	{Food,}
4124	Mon Aug 01 00:32:41 +0000 2011	4abfb83bf964a520d09120e3	{Don The Beachcomber}	{33.725450614094484,-118.07917714118958,Huntington Beach,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
4124	Sun Jul 31 16:19:38 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Fri Jul 29 22:35:18 +0000 2011	4b47f50bf964a520184526e3	{Yummy Yoga}	{34.102362,-118.287498,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
4124	Thu Jul 28 02:24:23 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sun Jul 24 16:34:43 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sat Jul 23 02:58:27 +0000 2011	4583e528f964a520893f1fe3	{La Caba?ita}	{34.20153620098055,-118.22784662246704,Glendale,CA,United States}	{Food,}
4124	Sat Jul 23 00:07:26 +0000 2011	4b884fbcf964a52051ee31e3	{Chuck E. Cheese's}	{34.14185889361855,-118.22503566741943,Los Angeles,CA,United States}	{Food,Arts & Entertainment,}
4124	Fri Jul 22 17:51:28 +0000 2011	4a916734f964a520181a20e3	{The Black Cow}	{34.20529003,-118.22596,Montrose,CA,United States}	{Food,}
4124	Fri Jul 22 01:03:28 +0000 2011	4a5e8d63f964a520c7be1fe3	{South Pasadena Farmers' Market}	{34.11501121595494,-118.15725088119507,South Pasadena,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
4124	Sun Jul 17 15:53:18 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sun Jul 10 16:05:19 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sun Jul 03 16:30:00 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Thu Jun 30 22:08:01 +0000 2011	4b29ba5bf964a520f0a224e3	{Glendale Salon Spa}	{34.146543344022774,-118.24938739031886,Glendale,CA,United States}	{Shop & Service,}
4124	Mon Jun 27 02:25:59 +0000 2011	4a29cb5bf964a520df951fe3	{Ernie Jr's Taco House}	{34.144072,-118.225785,Eagle Rock,CA,United States}	{Food,}
4124	Sun Jun 26 18:41:44 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Sun Jun 19 16:35:22 +0000 2011	4b00631ef964a520983d22e3	{Agape International Spiritual Center}	{33.9906186714477,-118.3795871879882,Culver City,CA,United States}	{Spiritual Center,Professional & Other Places,}
4124	Thu Jun 16 21:50:19 +0000 2011	4bbfef012a89ef3b51ecef88	{Casa Romantica}	{33.421923026838186,-117.62032091617584,San Clemente,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
4124	Thu Jun 16 20:05:47 +0000 2011	4ae3573ef964a520b49321e3	{Beach Break Cafe}	{33.175136839517556,-117.3618684891282,Oceanside,CA,United States}	{Food,}
4124	Wed Jun 15 21:49:09 +0000 2011	4c34bfdbed37a593f4686f03	{Prepkitchen}	{32.8413763,-117.2742505,La Jolla,CA,United States}	{Food,}
4124	Tue Jun 14 21:08:03 +0000 2011	4801000ef964a520ef4e1fe3	{Hyatt Regency La Jolla}	{32.8708992004395,-117.225646972656,San Diego,CA,United States}	{Travel & Transport,Hotel,}
4124	Mon Jun 13 18:48:48 +0000 2011	4ca638a4f47ea143577d5e21	{Whole Foods Market}	{33.7309783920932,-117.99054622650146,Huntington Beach,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
