707	Sat Dec 03 17:38:28 +0000 2011	440da2cbf964a52091301fe3	{Austin Bergstrom International Airport (AUS)}	{30.202558756341976,-97.66759872436523,Austin,TX,United States}	{Travel & Transport,}
707	Sun Nov 27 04:28:29 +0000 2011	413cfa00f964a520471c1fe3	{Coach House}	{33.49456760963759,-111.92993001271888,Scottsdale,AZ,United States}	{Nightlife Spot,}
===
707	Thu Aug 11 00:22:16 +0000 2011	4abb1605f964a520948320e3	{Alderbrook Resort & Spa}	{47.34737213364802,-123.06837558746338,Union,WA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
707	Wed Aug 10 22:39:52 +0000 2011	4bd45ec541b9ef3bd3ce01e6	{El Puerto de Angeles IV}	{47.402873039245605,-123.14132,Hoodsport,WA,United States}	{Food,}
707	Wed Aug 10 01:36:35 +0000 2011	4bd4963029eb9c74fce991e1	{Twanoh State Park}	{47.378470471277744,-122.97202486285944,Union,WA,United States}	{Outdoors & Recreation,}
707	Tue Aug 09 17:28:00 +0000 2011	4be5be892457a59312efab15	{Hood Canal}	{47.358245949464056,-123.05768966674805,,WA,United States}	{Outdoors & Recreation,}
707	Tue Aug 09 06:47:04 +0000 2011	4bd4963029eb9c74fce991e1	{Twanoh State Park}	{47.378470471277744,-122.97202486285944,Union,WA,United States}	{Outdoors & Recreation,}
707	Tue Aug 09 06:46:59 +0000 2011	4bd4963029eb9c74fce991e1	{Twanoh State Park}	{47.378470471277744,-122.97202486285944,Union,WA,United States}	{Outdoors & Recreation,}
707	Tue Aug 09 00:44:15 +0000 2011	4abb1605f964a520948320e3	{Alderbrook Resort & Spa}	{47.34737213364802,-123.06837558746338,Union,WA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
707	Sat Aug 06 08:09:47 +0000 2011	4bd4963029eb9c74fce991e1	{Twanoh State Park}	{47.378470471277744,-122.97202486285944,Union,WA,United States}	{Outdoors & Recreation,}
707	Fri Aug 05 23:40:27 +0000 2011	4abb1605f964a520948320e3	{Alderbrook Resort & Spa}	{47.34737213364802,-123.06837558746338,Union,WA,United States}	{Travel & Transport,Shop & Service,Food,Hotel,}
707	Fri Aug 05 09:00:24 +0000 2011	4486d029f964a5202f341fe3	{Muckleshoot Casino}	{47.29014595886245,-122.19607830047607,Auburn,WA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
707	Fri Aug 05 05:55:36 +0000 2011	4a766140f964a520f5e21fe3	{Star Lake Inn}	{47.35347454,-122.28906512260437,Auburn,WA,United States}	{Nightlife Spot,}
707	Fri Aug 05 03:08:28 +0000 2011	4ca80575f47ea143e9417121	{Dairy Queen}	{46.93491380373716,-122.59242862926139,Yelm,WA,United States}	{Food,}
707	Fri Aug 05 02:23:09 +0000 2011	4b66284ff964a520c8162be3	{Red Wind Casino}	{47.00097162569912,-122.66944624430553,Olympia,WA,United States}	{Nightlife Spot,Arts & Entertainment,}
707	Thu Aug 04 09:10:48 +0000 2011	4438053af964a52015321fe3	{Redondo Board Walk}	{47.3443882589676,-122.33044474648727,Redondo,WA,United States}	{Outdoors & Recreation,}
707	Wed Aug 03 00:45:23 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
707	Tue Aug 02 02:17:59 +0000 2011	40a2ba80f964a52010f31ee3	{Bossa Nova Brazilian Cuisine}	{34.0980527333467,-118.3467435836792,Los Angeles,CA,United States}	{Food,}
707	Mon Aug 01 06:06:20 +0000 2011	4ae54220f964a52095a021e3	{The Den of Hollywood}	{34.09750634541096,-118.3683568239212,West Hollywood,CA,United States}	{Nightlife Spot,}
707	Mon Aug 01 04:28:17 +0000 2011	4bc0c747f8219c74db2db210	{Pool at The Standard, Hollywood}	{34.09574277654372,-118.3709867298603,Los Angeles,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
707	Sun Jul 31 19:13:49 +0000 2011	4b294744f964a5202b9c24e3	{Panera Bread}	{34.39302449318207,-118.46546351909637,Santa Clarita,CA,United States}	{Food,}
707	Sun Jul 31 05:57:34 +0000 2011	44eefe11f964a520e6371fe3	{Crown & Anchor}	{34.17135018791546,-118.83778959886392,Thousand Oaks,CA,United States}	{Nightlife Spot,}
707	Sun Jul 31 00:15:32 +0000 2011	4bdcc259c79cc9280f0688e9	{Simi Hills Golf Course}	{34.28842790021914,-118.6952307835089,Simi Valley,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
707	Sat Jul 30 05:01:14 +0000 2011	4a9071c8f964a520e81720e3	{Aroma Bakery Cafe}	{34.09819710355355,-118.35079908370972,Los Angeles,CA,United States}	{Food,}
707	Fri Jul 29 20:17:13 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Wed Jul 27 19:11:07 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Mon Jul 25 02:31:39 +0000 2011	49d78b93f964a520315d1fe3	{Pinocchio's Pizza & Subs}	{42.372005,-71.120288,Cambridge,MA,United States}	{Food,}
707	Mon Jul 25 01:37:46 +0000 2011	40b28c80f964a5203cf81ee3	{Rialto}	{42.372297489721156,-71.12274169921875,Cambridge,MA,United States}	{Food,}
707	Sun Jul 24 00:06:51 +0000 2011	4a5a4a1ef964a52015ba1fe3	{Woodman's of Essex}	{42.630520578815435,-70.77473446437537,Essex,MA,United States}	{Shop & Service,Food,}
707	Fri Jul 22 04:35:40 +0000 2011	4b3d563ff964a520a49225e3	{Faneuil Hall Marketplace}	{42.36010719528179,-71.05593723600332,Boston,MA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
707	Fri Jul 22 04:33:55 +0000 2011	456f0e96f964a520233e1fe3	{Red Sky Restaurant and Lounge}	{42.36031696465796,-71.0562274108356,Boston,MA,United States}	{Nightlife Spot,Food,}
707	Wed Jul 20 19:19:15 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Sat Jul 16 22:36:42 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Sat Jul 16 06:37:45 +0000 2011	47d83de0f964a520294e1fe3	{The Happy Ending Bar & Restaurant}	{34.097795766666664,-118.342876,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
707	Tue Jul 12 06:10:18 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Fri Jul 08 19:54:04 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Mon Jul 04 19:04:17 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Mon Jun 27 19:27:21 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Sun Jun 26 19:38:20 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
707	Sat Jun 25 19:36:47 +0000 2011	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
