3511	Thu Apr 14 20:05:16 +0000 2011	4a888cbff964a520dc0620e3	{Rhea's Market & Deli}	{37.759892441370866,-122.42151260375977,San Francisco,CA,United States}	{Food,}
3511	Mon Apr 04 18:20:09 +0000 2011	4b9bae23f964a5208d1936e3	{La Jolla Cove}	{32.84995662097439,-117.27306604385376,La Jolla,CA,United States}	{Outdoors & Recreation,}
3511	Thu Mar 31 19:36:23 +0000 2011	42814b00f964a52002221fe3	{Tartine Bakery}	{37.76142131411304,-122.42400974035263,San Francisco,CA,United States}	{Food,}
3511	Thu Mar 17 16:11:42 +0000 2011	4d7b0283954fa35dace9554b	{Austin Fire Station #1}	{30.26604,-97.739533,Austin,TX,United States}	{Government Building,Professional & Other Places,}
3511	Wed Mar 16 22:39:09 +0000 2011	4b994e13f964a520a57135e3	{Down Town Burgers}	{30.26466436851631,-97.74034023284912,Austin,TX,United States}	{Food,}
3511	Mon Mar 14 01:51:02 +0000 2011	4c16916f127f9521983f2525	{Hangar Lounge}	{30.26644353304456,-97.74506092071533,Austin,TX,United States}	{Nightlife Spot,}
3511	Mon Mar 14 00:12:39 +0000 2011	40b13b00f964a5207af31ee3	{Cedar Street Courtyard}	{30.266888319139184,-97.74531841278076,Austin,TX,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
3511	Sun Mar 13 22:31:59 +0000 2011	43f5b4ddf964a520a42f1fe3	{Molotov West Sixth}	{30.270100564278383,-97.75048995405383,Austin,TX,United States}	{Nightlife Spot,}
3511	Sun Mar 13 21:41:17 +0000 2011	40b13b00f964a520e8f31ee3	{Speakeasy}	{30.26672953400244,-97.74363569553832,Austin,TX,United States}	{Nightlife Spot,Arts & Entertainment,}
3511	Sun Mar 13 12:39:34 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3511	Tue Mar 01 00:18:22 +0000 2011	4d67faa6a800721e6c0916b8	{TED 2011 Conference}	{33.766233575140824,-118.1893515586853,Long Beach,CA,United States}	{Arts & Entertainment,}
3511	Wed Feb 23 02:58:36 +0000 2011	4c9cf6587c096dcbe689c6d1	{Founders Den}	{37.7795394544307,-122.39342865699648,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3511	Fri Feb 18 19:41:44 +0000 2011	44abe9e1f964a52009351fe3	{Starbucks}	{37.78885308674971,-122.40079143054325,San Francisco,CA,United States}	{Food,}
