1357	Sat Aug 06 05:38:13 +0000 2011	4c431ea9d7fad13ac40b0ada	{City of Grants Pass}	{42.442841200072706,-123.31106185913086,Grants Pass,OR,United States}	{Outdoors & Recreation,}
1357	Tue Jul 19 20:28:30 +0000 2011	4d90929d3bfef04d580ac686	{Payvment, Inc.}	{37.428817532922686,-122.144464355959,Palo Alto,CA,United States}	{Office,Professional & Other Places,}
===
1357	Sun Jun 19 21:40:29 +0000 2011	4bd0d73ccaff952113b0cff0	{AMF Starlite Lanes}	{39.52966396647851,-119.82957580047416,Reno,NV,United States}	{Arts & Entertainment,}
1357	Thu Jun 09 15:36:29 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Thu May 26 17:07:58 +0000 2011	4dad0a9043a17e90f8edecc4	{Karens Place}	{39.39173756842126,-119.7715563174074,Reno,NV,United States}	{Residence,}
1357	Sun May 22 17:55:49 +0000 2011	4b68e900f964a520bc922be3	{the lodge at galena}	{39.372011,-119.845115,Reno,NV,United States}	{Food,}
===
1357	Tue Apr 26 20:54:16 +0000 2011	4b9e8be2f964a520c9ed36e3	{Starbucks}	{39.39395024540511,-119.76643637096822,Reno,NV,United States}	{Food,}
1357	Tue Apr 19 04:07:49 +0000 2011	4dad0a9043a17e90f8edecc4	{Karens Place}	{39.39173756842126,-119.7715563174074,Reno,NV,United States}	{Residence,}
1357	Wed Apr 13 04:03:29 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Tue Apr 12 19:42:47 +0000 2011	486a5a91f964a520f3501fe3	{Oracle 600 Building}	{37.52984211230973,-122.26220118983785,Redwood City,CA,United States}	{Food,Professional & Other Places,}
1357	Fri Apr 01 00:45:16 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Sun Mar 27 02:03:33 +0000 2011	4b91a1def964a5206bcb33e3	{RC Willey}	{39.424536154862345,-119.73605208529115,Reno,NV,United States}	{Shop & Service,}
1357	Tue Mar 22 22:11:35 +0000 2011	4b9969fcf964a520c07935e3	{Dickey's}	{39.506152,-119.798993,Reno,NV,United States}	{Food,}
1357	Tue Mar 22 21:47:08 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Tue Mar 22 17:52:10 +0000 2011	4d10d86dcf09a14352d02e0f	{Jamba Juice}	{37.711422,-122.211972,Oakland,CA,United States}	{Food,}
1357	Mon Mar 21 03:28:10 +0000 2011	4e008ff2d4c0836163d8bb0c	{Starbucks}	{37.710085282431095,-122.21214628624874,Oakland,CA,United States}	{Food,}
