2820	Wed Nov 23 03:31:39 +0000 2011	437fbc80f964a520e02a1fe3	{Viceroy Santa Monica}	{34.00822175076426,-118.49041929850759,Santa Monica,CA,United States}	{Nightlife Spot,Travel & Transport,}
===
2820	Fri Aug 12 03:20:56 +0000 2011	423b6b80f964a5203f201fe3	{Beechwood}	{33.98813361147678,-118.45189596543209,Marina Del Rey,CA,United States}	{Nightlife Spot,}
2820	Sun Aug 07 21:26:36 +0000 2011	4a749849f964a520c8de1fe3	{Rosie's Dog Beach}	{33.75565044082035,-118.14163749673014,Long Beach,CA,United States}	{Outdoors & Recreation,}
2820	Wed Aug 03 19:17:06 +0000 2011	4b844880f964a520552c31e3	{Tummy Stuffer}	{33.87078,-118.248994,Carson,CA,United States}	{Food,}
2820	Sun Jul 31 06:35:31 +0000 2011	42b36400f964a5207b251fe3	{Imperial House}	{32.73051460651993,-117.15989315350706,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Food,Arts & Entertainment,}
2820	Sat Jul 30 23:06:32 +0000 2011	42eeb780f964a520af261fe3	{The W Beach Bar}	{32.71770668158207,-117.16713608499197,San Diego,CA,United States}	{Nightlife Spot,}
2820	Sat Jul 30 22:27:31 +0000 2011	42951180f964a5203b241fe3	{W San Diego}	{32.717741914159596,-117.16683741247434,San Diego,CA,United States}	{Travel & Transport,Food,Hotel,}
2820	Sat Jul 30 02:26:53 +0000 2011	4d35b589e9f8a0905c1dd15c	{Lukshon}	{34.030002547952705,-118.38423550128937,Culver City,CA,United States}	{Food,}
2820	Fri Jul 29 19:53:11 +0000 2011	4b6de246f964a52097982ce3	{Hawkins House Of Burgers}	{33.929254903279435,-118.25260234265855,Watts,CA,United States}	{Food,}
2820	Thu Jul 28 19:48:35 +0000 2011	4bfeea56369476b06f0e8d1f	{Eatalian Cafe}	{33.89083059860024,-118.27824532985687,Gardena,CA,United States}	{Food,}
2820	Sun Jul 24 17:43:11 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
