1621	Fri Aug 12 05:46:29 +0000 2011	4541114bf964a520433c1fe3	{San Diego International Airport (SAN)}	{32.73299611609881,-117.19931602478027,San Diego,CA,United States}	{Travel & Transport,}
1621	Mon Aug 08 14:57:36 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
===
1621	Sat May 28 16:54:01 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Thu May 05 17:48:45 +0000 2011	4bd0a7b0046076b0e56b7071	{Terminal 2}	{33.94572745588091,-118.40399265289307,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
1621	Thu May 05 17:48:14 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
1621	Thu May 05 15:15:03 +0000 2011	4c0910a0a1b32d7ff8f696f0	{Starbucks}	{33.50558121,-117.14710968,Temecula,CA,United States}	{Food,}
1621	Thu May 05 14:52:28 +0000 2011	4d99e38061a3a1cd2d3eee42	{Enterprise}	{33.507498,-117.148558,Temecula,CA,United States}	{Travel & Transport,}
1621	Wed May 04 01:59:49 +0000 2011	4b92fa21f964a520ec2b34e3	{El Torito}	{33.5268590669624,-117.15097842457425,Temecula,CA,United States}	{Food,}
1621	Sun May 01 21:38:54 +0000 2011	4bc280cdf8219c741e06b510	{Subway}	{33.57168271617837,-117.18422287207679,Murrieta,CA,United States}	{Food,}
1621	Sun May 01 17:08:05 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Sat Apr 30 17:37:19 +0000 2011	4afe4574f964a5200c2f22e3	{Starbucks}	{33.56638,-117.2045,Murrieta,CA,United States}	{Food,}
1621	Sat Apr 30 01:54:50 +0000 2011	4c1993b96e02b71387c5627b	{Five Guys}	{33.53009080745856,-117.15172290802002,Temecula,CA,United States}	{Food,}
1621	Fri Apr 29 15:26:42 +0000 2011	4b8ae7f1f964a520478832e3	{Stater Brothers}	{33.57093512184688,-117.1827507019043,Murrieta,CA,United States}	{Shop & Service,Food & Drink Shop,}
1621	Fri Apr 29 15:26:18 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Thu Apr 28 15:53:12 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Wed Apr 20 15:19:39 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Mon Apr 18 01:16:21 +0000 2011	4bc72cc52f94d13a5b5d117f	{Coachella Valley Music and Arts Festival}	{33.68178249178,-116.24299049377441,Indio,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1621	Thu Apr 14 19:54:24 +0000 2011	4a821d43f964a520a7f81fe3	{The Fish Market}	{32.71232577039643,-117.17560663819313,San Diego,CA,United States}	{Nightlife Spot,Food,}
1621	Thu Apr 14 19:53:31 +0000 2011	4c0910a0a1b32d7ff8f696f0	{Starbucks}	{33.50558121,-117.14710968,Temecula,CA,United States}	{Food,}
1621	Wed Apr 13 16:47:33 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Mon Apr 11 15:24:57 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Sun Apr 10 23:38:18 +0000 2011	4b594f8cf964a520bc8428e3	{Ice Town}	{33.908569551805265,-117.46476888656616,Riverside,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1621	Sun Apr 10 20:48:12 +0000 2011	4bc280cdf8219c741e06b510	{Subway}	{33.57168271617837,-117.18422287207679,Murrieta,CA,United States}	{Food,}
1621	Sun Apr 10 20:48:12 +0000 2011	4bc280cdf8219c741e06b510	{Subway}	{33.57168271617837,-117.18422287207679,Murrieta,CA,United States}	{Food,}
1621	Sun Apr 10 15:41:18 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Wed Apr 06 16:15:03 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Tue Apr 05 21:57:54 +0000 2011	4c61c301ec94a5933bb227ca	{Stauffer New Media Development}	{33.97898168645671,-118.42368357791935,Los Angeles,CA,United States}	{Professional & Other Places,}
1621	Tue Apr 05 19:35:41 +0000 2011	4a9589dff964a5208e2320e3	{Yummy.com}	{33.973087850895354,-118.42253695654553,Los Angeles,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1621	Mon Apr 04 15:38:37 +0000 2011	4b44b0d7f964a52090f925e3	{Starbucks}	{33.592100755947065,-117.12417125701904,Winchester,CA,United States}	{Food,}
1621	Sun Apr 03 15:27:40 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Sat Apr 02 15:22:56 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Fri Apr 01 16:31:12 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Thu Mar 31 15:40:14 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Wed Mar 30 18:05:30 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Mon Mar 28 17:04:31 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Sun Mar 27 22:34:31 +0000 2011	4b5c9c84f964a520d23929e3	{Palm Springs Convention Center}	{33.82600576578595,-116.53790473937988,Palm Springs,CA,United States}	{Professional & Other Places,}
1621	Sun Mar 27 16:01:46 +0000 2011	4bc21cebf8219c74f44db410	{Starbucks}	{33.57161845322385,-117.18259179181368,Murrieta,CA,United States}	{Food,}
1621	Sat Mar 26 19:27:56 +0000 2011	4b4a2679f964a520757c26e3	{Starbucks}	{33.49577668626545,-117.15196430683136,Temecula,CA,United States}	{Food,}
