2132	Mon Aug 01 06:26:08 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2132	Thu Jul 21 10:04:52 +0000 2011	4a95d048f964a520d12420e3	{PHO 21 - Western}	{34.05950374469544,-118.30912828445435,Los Angeles,CA,United States}	{Food,}
2132	Thu Jul 21 05:48:39 +0000 2011	4aa3421ef964a520ca4320e3	{Moodaepo II}	{34.05959826213294,-118.28973836688854,Los Angeles,CA,United States}	{Food,}
2132	Sun Jul 17 23:48:09 +0000 2011	4b77586cf964a520cf932ee3	{East Beach}	{34.41547773724695,-119.67454433441162,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
2132	Thu Jul 07 07:38:53 +0000 2011	4aab38e9f964a520465920e3	{Bobos}	{34.063291,-118.298602,Los Angeles,CA,United States}	{Nightlife Spot,}
2132	Sun Jul 03 00:18:42 +0000 2011	4e096ab0a809495e61a54f8f	{Vision21 Art & Design: Irvine-Northwood}	{33.69185242500001,-117.77051485000001,Irvine,CA,United States}	{Professional & Other Places,}
===
2132	Fri Jun 03 06:34:46 +0000 2011	4c00d9439cf52d7f636714e7	{Hae Jang Chon}	{34.06374588449767,-118.30610556707924,Los Angeles,CA,United States}	{Food,}
2132	Sat May 28 06:28:06 +0000 2011	40f5c900f964a520a20a1fe3	{Velvet Room}	{34.061086773662936,-118.30084791138627,Los Angeles,CA,United States}	{Nightlife Spot,Professional & Other Places,}
2132	Fri May 27 06:01:23 +0000 2011	4ac7f549f964a520daba20e3	{Byul Dae Po : ???}	{34.06333565711975,-118.3018799,Los Angeles,CA,United States}	{Food,}
2132	Wed May 25 03:45:24 +0000 2011	4c042a640b8eef3b28deb882	{CGV Cinemas}	{34.06241908080542,-118.30968618392944,Los Angeles,CA,United States}	{Arts & Entertainment,}
2132	Sat May 21 19:47:28 +0000 2011	4a91a47af964a520181b20e3	{Elite Restaurant ????}	{34.053772,-118.135888,Monterey Park,CA,United States}	{Food,}
2132	Sat May 21 18:58:16 +0000 2011	4c6b0e5196eaa59341a621df	{Rosemead City Hall}	{34.080407847211205,-118.0764341535095,Rosemead,CA,United States}	{Government Building,Professional & Other Places,}
2132	Sat May 21 07:39:09 +0000 2011	4c2edfc6a0ced13adcaf0f6e	{Karnak}	{34.06177193449134,-118.29494498578921,Los Angeles,CA,United States}	{Nightlife Spot,}
2132	Sat May 21 04:58:44 +0000 2011	49fdfcfbf964a520546f1fe3	{Landmark Theatres}	{34.039511437280616,-118.42915177345276,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
2132	Thu May 19 03:49:47 +0000 2011	4ac7f549f964a520daba20e3	{Byul Dae Po : ???}	{34.06333565711975,-118.3018799,Los Angeles,CA,United States}	{Food,}
2132	Sat May 14 09:19:21 +0000 2011	4c604b7e13791b8d9f2c4faf	{Vault XXI Boutique Lounge}	{34.045383,-118.238293,Los Angeles,CA,United States}	{Food,}
2132	Tue May 10 07:17:46 +0000 2011	4aab38e9f964a520465920e3	{Bobos}	{34.063291,-118.298602,Los Angeles,CA,United States}	{Nightlife Spot,}
2132	Tue May 10 06:26:40 +0000 2011	4ac963eaf964a520d0bf20e3	{Gaam}	{34.06376171571766,-118.29684033819926,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2132	Sat May 07 09:48:27 +0000 2011	4aab38e9f964a520465920e3	{Bobos}	{34.063291,-118.298602,Los Angeles,CA,United States}	{Nightlife Spot,}
