2962	Mon Aug 08 03:07:56 +0000 2011	4b5cca40f964a5202c4429e3	{Mi Ranchito}	{34.02780188173055,-117.6898866891861,Chino,CA,United States}	{Food,}
===
2962	Sun Jun 26 20:35:04 +0000 2011	4b0d96ecf964a520b74b23e3	{Buffalo Wild Wings}	{34.01138212075776,-117.73682474704287,Chino Hills,CA,United States}	{Food,}
2962	Sat Jun 25 23:05:45 +0000 2011	4dc204821f6ebdce47205c9f	{My Pool}	{34.036912,-117.693399,Chino,CA,United States}	{Outdoors & Recreation,}
===
2962	Sat May 21 07:44:20 +0000 2011	44a8f9fbf964a520f8341fe3	{Pike Bar & Fish Grill}	{33.771573837917664,-118.16915971887389,Long Beach,CA,United States}	{Nightlife Spot,Food,}
2962	Wed May 11 04:21:18 +0000 2011	4aff907ff964a5207c3922e3	{Fullerton Marriott at California State University}	{33.87855721095273,-117.88221922713312,Fullerton,CA,United States}	{Travel & Transport,}
2962	Thu May 05 02:01:28 +0000 2011	4dc204821f6ebdce47205c9f	{My Pool}	{34.036912,-117.693399,Chino,CA,United States}	{Outdoors & Recreation,}
2962	Thu May 05 02:00:02 +0000 2011	4dc204821f6ebdce47205c9f	{My Pool}	{34.036912,-117.693399,Chino,CA,United States}	{Outdoors & Recreation,}
2962	Sat Apr 23 01:59:34 +0000 2011	4a7d1fe2f964a52087ee1fe3	{Lucky Strike Lanes}	{33.832672269981984,-118.34717273712158,Torrance,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2962	Sat Apr 23 01:58:21 +0000 2011	4d9137de7379b60c8862c907	{Lucky Strike Del Amo}	{33.833093922049954,-118.34759022911597,,,United States}	{Arts & Entertainment,}
2962	Sat Apr 23 01:41:06 +0000 2011	4d9137de7379b60c8862c907	{Lucky Strike Del Amo}	{33.833093922049954,-118.34759022911597,,,United States}	{Arts & Entertainment,}
2962	Tue Apr 12 00:53:02 +0000 2011	4c3b2391d94dc9b6fa45ffe7	{McCarthy Hall}	{33.879786414859595,-117.88545727729797,Fullerton,CA,United States}	{College Academic Building,College & University,}
2962	Mon Apr 11 15:57:27 +0000 2011	4c6c32f899b9236ae3e6e1c9	{Chino Valley Unified School Dist.}	{34.0192903236282,-117.69200632355748,Chino,CA,United States}	{Professional & Other Places,}
2962	Fri Apr 01 17:41:18 +0000 2011	4b51fe1df964a520de5f27e3	{The Mill Cafe}	{37.65102827345187,-119.02691864168652,Mammoth Lakes,CA,United States}	{Outdoors & Recreation,Ski Area,Food,}
2962	Thu Mar 31 15:48:46 +0000 2011	4c6c32f899b9236ae3e6e1c9	{Chino Valley Unified School Dist.}	{34.0192903236282,-117.69200632355748,Chino,CA,United States}	{Professional & Other Places,}
2962	Wed Mar 30 15:03:55 +0000 2011	4c6c32f899b9236ae3e6e1c9	{Chino Valley Unified School Dist.}	{34.0192903236282,-117.69200632355748,Chino,CA,United States}	{Professional & Other Places,}
2962	Wed Mar 23 20:47:57 +0000 2011	4c75537f66be6dcbfd12c00f	{Los Cunados}	{34.0188958,-117.69408996666667,Chino,CA,United States}	{}
2962	Wed Mar 16 03:21:04 +0000 2011	4c3b2391d94dc9b6fa45ffe7	{McCarthy Hall}	{33.879786414859595,-117.88545727729797,Fullerton,CA,United States}	{College Academic Building,College & University,}
2962	Tue Mar 15 01:01:16 +0000 2011	4c3b2391d94dc9b6fa45ffe7	{McCarthy Hall}	{33.879786414859595,-117.88545727729797,Fullerton,CA,United States}	{College Academic Building,College & University,}
