1671	Wed Aug 10 02:07:01 +0000 2011	40db6b00f964a5207d011fe3	{Dodger Stadium}	{34.073408462960174,-118.24019819498062,Los Angeles,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
1671	Mon Aug 08 02:18:01 +0000 2011	4bcb9d8c937ca59397ffa992	{Wandering Dog Wine Bar}	{34.59625325,-120.143839,Solvang,CA,United States}	{Nightlife Spot,}
1671	Mon Aug 08 01:25:27 +0000 2011	4bef6425d1b7d13a8dc3cdec	{Kabuki}	{34.594719633333334,-120.14136135578156,Solvang,CA,United States}	{Food,}
1671	Sun Aug 07 21:01:26 +0000 2011	4b8d6b2ef964a5208afa32e3	{Lincourt Vineyards}	{34.63317260032149,-120.12039184570312,Solvang,CA,United States}	{Outdoors & Recreation,Food,}
1671	Sun Jul 24 18:51:36 +0000 2011	4b5ca43df964a520943b29e3	{Ellen's Danish Pancake House}	{34.61296319961548,-120.19358986666667,Buellton,CA,United States}	{Food,}
1671	Sun Jul 17 06:11:23 +0000 2011	4aa31d6ff964a520634320e3	{Root 246}	{34.593687,-120.138855,Solvang,CA,United States}	{Food,}
1671	Sat Jul 16 22:05:40 +0000 2011	4a90418cf964a520dc1620e3	{Panino's}	{34.59530167080889,-120.13986468315125,Solvang,CA,United States}	{Food,}
1671	Sat Jul 16 18:30:45 +0000 2011	4a9edfa0f964a520933b20e3	{Natural Cafe}	{34.43617906531394,-119.82893149265237,Goleta,CA,United States}	{Food,}
1671	Thu Jul 14 03:45:51 +0000 2011	43a9ae96f964a5207e2c1fe3	{Mastro's Steakhouse}	{34.068711598580784,-118.3987945318222,Beverly Hills,CA,United States}	{Nightlife Spot,Food,}
1671	Sat Jul 02 07:50:43 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Thu Jun 16 06:23:44 +0000 2011	41269080f964a520520c1fe3	{Fiesta Cantina}	{34.085247006196575,-118.38386200294292,West Hollywood,CA,United States}	{Nightlife Spot,Food,}
1671	Thu Jun 16 06:23:17 +0000 2011	467e0740f964a5200e481fe3	{Marix Tex Mex Cafe}	{34.09107540274377,-118.37133601281795,West Hollywood,CA,United States}	{Food,}
1671	Thu Jun 16 04:32:13 +0000 2011	467e0740f964a5200e481fe3	{Marix Tex Mex Cafe}	{34.09107540274377,-118.37133601281795,West Hollywood,CA,United States}	{Food,}
1671	Wed Jun 08 04:11:04 +0000 2011	49ea7897f964a5206c661fe3	{Cecconi's}	{34.080531836789426,-118.38512768747853,Los Angeles,CA,United States}	{Food,}
1671	Sat Jun 04 05:09:23 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Sun May 29 19:51:36 +0000 2011	4b94292ff964a520f76b34e3	{river grill at the alisal}	{34.586461,-120.13671576976776,Solvang,CA,United States}	{Food,}
1671	Sun May 29 19:51:36 +0000 2011	4b94292ff964a520f76b34e3	{river grill at the alisal}	{34.586461,-120.13671576976776,Solvang,CA,United States}	{Food,}
1671	Sat May 21 18:51:01 +0000 2011	4b94292ff964a520f76b34e3	{river grill at the alisal}	{34.586461,-120.13671576976776,Solvang,CA,United States}	{Food,}
1671	Sun May 15 08:04:37 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Sat May 07 06:04:03 +0000 2011	4a6be700f964a52037d01fe3	{Maverick Saloon}	{34.61317,-120.077131,Santa Ynez,CA,United States}	{Nightlife Spot,}
1671	Sat May 07 03:02:56 +0000 2011	4a88c474f964a5208e0720e3	{Firestone Walker Brewing Company}	{34.62009878945998,-120.18803947392098,Buelton,CA,United States}	{Nightlife Spot,}
1671	Mon May 02 00:40:59 +0000 2011	4b8ac7d5f964a5208c8032e3	{Full of Life Flatbread}	{34.744462289701524,-120.28255015611649,Los Alamos,CA,United States}	{Food,}
1671	Sun May 01 19:11:49 +0000 2011	4b5ca43df964a520943b29e3	{Ellen's Danish Pancake House}	{34.61296319961548,-120.19358986666667,Buellton,CA,United States}	{Food,}
1671	Sun May 01 08:22:12 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Sun May 01 08:22:12 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Sun May 01 05:22:59 +0000 2011	4aa31d6ff964a520634320e3	{Root 246}	{34.593687,-120.138855,Solvang,CA,United States}	{Food,}
1671	Wed Apr 27 18:24:55 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Tue Apr 12 20:13:04 +0000 2011	43fed1fff964a520fe2f1fe3	{Hog Island Oyster Co.}	{37.7960679927155,-122.39360690116882,San Francisco,CA,United States}	{Food,}
1671	Tue Apr 12 07:13:04 +0000 2011	40ca4780f964a52008011fe3	{Badlands}	{37.760848,-122.43549627,San Francisco,CA,United States}	{Nightlife Spot,}
1671	Tue Apr 12 05:32:09 +0000 2011	4a692f3df964a520bdcb1fe3	{Blackbird Bar}	{37.767305376885574,-122.42940902709961,San Francisco,CA,United States}	{Nightlife Spot,}
1671	Tue Apr 12 01:54:11 +0000 2011	49be8fe0f964a520b9541fe3	{Nopalito}	{37.7734230228068,-122.43906290414552,San Francisco,CA,United States}	{Food,}
1671	Sat Apr 09 05:32:42 +0000 2011	4aa31d6ff964a520634320e3	{Root 246}	{34.593687,-120.138855,Solvang,CA,United States}	{Food,}
1671	Sat Apr 09 05:32:36 +0000 2011	4aa31d6ff964a520634320e3	{Root 246}	{34.593687,-120.138855,Solvang,CA,United States}	{Food,}
1671	Wed Apr 06 18:19:54 +0000 2011	4b785fc8f964a52061c92ee3	{Solvang Park}	{34.595805081581396,-120.13985395431519,Solvang,CA,United States}	{Travel & Transport,Outdoors & Recreation,Food,}
1671	Wed Apr 06 03:08:14 +0000 2011	4aa31d6ff964a520634320e3	{Root 246}	{34.593687,-120.138855,Solvang,CA,United States}	{Food,}
1671	Wed Apr 06 00:30:03 +0000 2011	4aa32d1ef964a5209a4320e3	{Lucas & Lewellen}	{34.59529537909673,-120.14031480505503,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Wed Apr 06 00:28:19 +0000 2011	4b92e9a5f964a520712634e3	{Mandolina}	{34.595057,-120.13954,Solvang,CA,United States}	{Food,}
1671	Tue Apr 05 23:22:22 +0000 2011	4b528f23f964a5203b8227e3	{Tastes Of The Valleys}	{34.59582891666667,-120.13921,Solvang,CA,United States}	{Food,}
1671	Sat Apr 02 07:38:52 +0000 2011	4a6be700f964a52037d01fe3	{Maverick Saloon}	{34.61317,-120.077131,Santa Ynez,CA,United States}	{Nightlife Spot,}
1671	Sat Apr 02 05:40:37 +0000 2011	4cb3be7eaef16dcb48c1ca54	{Solvang Brewing Company}	{34.596293982657215,-120.14375448527646,Solvang,CA,United States}	{Nightlife Spot,Food,}
1671	Sat Apr 02 04:35:41 +0000 2011	4b73203df964a520d89c2de3	{Sort This Out Cellars}	{34.59511,-120.14076838,Solvang,CA,United States}	{Food,}
