3486	Thu Aug 11 23:17:04 +0000 2011	4b15503df964a52030b023e3	{Qualcomm Stadium}	{32.78305325779114,-117.11960077285767,San Diego,CA,United States}	{Stadium,Arts & Entertainment,Professional & Other Places,}
3486	Thu Aug 11 01:05:06 +0000 2011	4cbef1b697bc721ef4748267	{MCAS Miramar Main Side Gym}	{32.89156669364109,-117.1335901422004,San Diego,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3486	Wed Aug 10 03:55:37 +0000 2011	4e39e96a1495c19cfbbe36a7	{Mi Casa}	{32.906379765760846,-117.16765014532275,San Diego,CA,United States}	{Residence,}
3486	Tue Aug 09 23:22:37 +0000 2011	4c16a16c6470a593ab1f57d2	{La Mirage Pool}	{32.79415907936559,-117.10971404472153,San Diego,CA,United States}	{Outdoors & Recreation,Residence,}
3486	Tue Aug 09 21:59:23 +0000 2011	4b6629baf964a52002172be3	{Bed Bath & Beyond}	{32.91413237659868,-117.14767545461655,San Diego,CA,United States}	{Shop & Service,}
3486	Tue Aug 09 21:18:20 +0000 2011	4aa29214f964a520e74120e3	{Chase Bank}	{32.91297275558212,-117.14610636234283,San Diego,CA,United States}	{Shop & Service,Professional & Other Places,}
3486	Sat Aug 06 21:20:36 +0000 2011	4e0e75b7d164fff335ac1693	{Nikki and Beau's Love Shack}	{33.65474003862596,-117.16765014532275,Menifee,CA,United States}	{Residence,}
3486	Sat Aug 06 16:57:37 +0000 2011	4b4773cbf964a520873226e3	{John Hine Mazda}	{32.766436829741856,-117.14715242385864,San Diego,CA,United States}	{Travel & Transport,Shop & Service,}
3486	Sat Aug 06 00:44:08 +0000 2011	4a78f769f964a520b8e61fe3	{El Torito}	{32.91209008241266,-117.147216796875,San Diego,CA,United States}	{Food,}
3486	Fri Aug 05 14:56:04 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
3486	Thu Aug 04 15:04:28 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
3486	Thu Aug 04 00:35:56 +0000 2011	4e39e96a1495c19cfbbe36a7	{Mi Casa}	{32.906379765760846,-117.16765014532275,San Diego,CA,United States}	{Residence,}
3486	Wed Aug 03 20:17:56 +0000 2011	4aaac112f964a520375720e3	{Islands Restaurant}	{32.78151194853689,-117.13041141629219,San Diego,CA,United States}	{Nightlife Spot,Food,}
3486	Wed Aug 03 14:58:10 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
3486	Tue Aug 02 14:58:25 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
3486	Tue Aug 02 00:24:32 +0000 2011	4c05301630229521d6e6de81	{Public Storage}	{32.89376713480261,-117.13235791374208,San Diego,CA,United States}	{Shop & Service,Professional & Other Places,Residence,}
3486	Sun Jul 31 20:08:15 +0000 2011	4e35b62e45dd1c42bf21f899	{Moms Casa}	{34.05913759495375,-118.42215189536238,Beverly Hills,CA,United States}	{Residence,}
3486	Sun Jul 31 18:22:53 +0000 2011	4bd5fa5e6f649521391170ec	{Prudential California Realty}	{34.067645,-118.404904,Beverly Hills,CA,United States}	{Professional & Other Places,}
3486	Sun Jul 31 05:34:14 +0000 2011	4b737dd4f964a52014b12de3	{Niko Niko Sushi}	{34.090411866387356,-118.37489604949951,West Hollywood,CA,United States}	{Food,}
3486	Sun Jul 31 02:41:33 +0000 2011	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
3486	Sun Jul 31 01:34:54 +0000 2011	4bd51f816f649521cbb76eec	{The Park Wellington}	{34.09133434939123,-118.37541314826537,West Hollywood,CA,United States}	{Residence,}
3486	Sat Jul 30 21:10:47 +0000 2011	4cd7b54d51fc8cfac475e55d	{Sweet Butter Kitchen}	{34.14833,-118.433951,Sherman Oaks,CA,United States}	{Food,}
3486	Sat Jul 30 17:14:37 +0000 2011	4bd5fa5e6f649521391170ec	{Prudential California Realty}	{34.067645,-118.404904,Beverly Hills,CA,United States}	{Professional & Other Places,}
3486	Sat Jul 30 00:26:06 +0000 2011	4c3acc3c5810a59371a7b93c	{La Mirage Apartments}	{32.79195295931739,-117.1093589577615,San Diego,CA,United States}	{Residence,}
3486	Thu Jul 28 15:01:37 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
3486	Wed Jul 27 00:07:29 +0000 2011	4b284cc8f964a520349224e3	{Playa Grill & Margarita Bar}	{32.78106883127832,-117.13095188140869,San Diego,CA,United States}	{Nightlife Spot,Food,}
3486	Tue Jul 26 20:22:13 +0000 2011	465a0609f964a52023471fe3	{Westfield Mission Valley}	{32.76858737390106,-117.14890477547412,San Diego,CA,United States}	{Shop & Service,}
3486	Tue Jul 26 14:55:55 +0000 2011	4d6be05e9d7e2d43e1e624b3	{California Title}	{32.783839,-117.125807,San Diego,CA,United States}	{Shop & Service,}
