3675	Thu Jun 16 17:43:05 +0000 2011	4a9d7bebf964a520513820e3	{La Jolla Beach & Tennis Club}	{32.85279385862507,-117.25961730987991,La Jolla,CA,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,Athletics & Sports,}
3675	Sat Jun 04 21:41:10 +0000 2011	4de943f9d4c0faa5644514c9	{KROQ Weenie Roast 2011}	{33.637729,-117.74882,Irvine,CA,United States}	{Arts & Entertainment,}
3675	Sun May 22 01:21:21 +0000 2011	4d04feeda2685481b5bebabd	{SIC J's Man Cave}	{33.235301,-117.3102219,Oceanside,CA,United States}	{}
3675	Sun May 22 00:39:29 +0000 2011	4c94664682b56dcb5b10cfaa	{Wyndham Vacation Resorts}	{33.19549578691054,-117.38336237380949,Oceanside,CA,United States}	{Travel & Transport,}
3675	Sat May 21 20:56:23 +0000 2011	4dd5b1ba1838b8561cbba5f5	{River Ranch Park}	{33.23527275056105,-117.31090155506367,Oceanside,CA,United States}	{Outdoors & Recreation,}
3675	Sat May 21 18:52:45 +0000 2011	4c5b1ba1f346c92847b550ca	{DJCG's House!}	{33.195576075,-117.31107883999998,Oceanside,CA,United States}	{Nightlife Spot,}
3675	Sat May 21 05:41:54 +0000 2011	4dd55c5f8877e2b7c5ef2151	{Will Smith's House}	{33.24310569886175,-117.28524672342223,Oceanside,CA,United States}	{Residence,}
3675	Sat May 21 01:55:36 +0000 2011	4c5b1ba1f346c92847b550ca	{DJCG's House!}	{33.195576075,-117.31107883999998,Oceanside,CA,United States}	{Nightlife Spot,}
3675	Sat May 21 01:54:52 +0000 2011	4d1828d76d10370426033dbd	{THE WHITE HOUSE}	{33.19597505570075,-117.30875779949993,Oceanside,CA,United States}	{Residence,}
3675	Sat May 21 01:26:12 +0000 2011	4d17c3b06d103704fab939bd	{Mohsen Gas}	{33.18885984150982,-117.37330999964325,Oceanside-Escondido,CA,United States}	{Shop & Service,}
3675	Sat May 21 01:04:46 +0000 2011	4c94664682b56dcb5b10cfaa	{Wyndham Vacation Resorts}	{33.19549578691054,-117.38336237380949,Oceanside,CA,United States}	{Travel & Transport,}
3675	Fri May 20 21:13:31 +0000 2011	4dd5b1ba1838b8561cbba5f5	{River Ranch Park}	{33.23527275056105,-117.31090155506367,Oceanside,CA,United States}	{Outdoors & Recreation,}
3675	Fri May 20 18:34:18 +0000 2011	4d04feeda2685481b5bebabd	{SIC J's Man Cave}	{33.235301,-117.3102219,Oceanside,CA,United States}	{}
3675	Fri May 20 00:12:19 +0000 2011	4dd5b1ba1838b8561cbba5f5	{River Ranch Park}	{33.23527275056105,-117.31090155506367,Oceanside,CA,United States}	{Outdoors & Recreation,}
3675	Thu May 19 20:23:59 +0000 2011	4b1695b1f964a52093ba23e3	{Empresa Elementary School}	{33.22358255166345,-117.28768922585778,Oceanside,CA,United States}	{Professional & Other Places,}
3675	Thu May 19 19:32:30 +0000 2011	4a70c54df964a52061d81fe3	{In-N-Out Burger}	{33.23781545929265,-117.29925554803508,Oceanside,CA,United States}	{Food,}
3675	Thu May 19 18:07:37 +0000 2011	4dd55c5f8877e2b7c5ef2151	{Will Smith's House}	{33.24310569886175,-117.28524672342223,Oceanside,CA,United States}	{Residence,}
3675	Thu May 19 17:37:12 +0000 2011	4b10751ff964a520dc7023e3	{Walmart Supercenter}	{33.24128981496266,-117.29154646396637,Oceanside,CA,United States}	{Shop & Service,}
3675	Thu May 19 16:47:41 +0000 2011	4b771cccf964a520ac7e2ee3	{Tyson Street Park}	{33.191334132452376,-117.38128538420546,Oceanside,CA,United States}	{Outdoors & Recreation,Beach,}
3675	Thu May 19 16:46:27 +0000 2011	4d04feeda2685481b5bebabd	{SIC J's Man Cave}	{33.235301,-117.3102219,Oceanside,CA,United States}	{}
3675	Thu May 19 15:13:58 +0000 2011	4b1695b1f964a52093ba23e3	{Empresa Elementary School}	{33.22358255166345,-117.28768922585778,Oceanside,CA,United States}	{Professional & Other Places,}
3675	Thu May 19 01:17:35 +0000 2011	4bae83cff964a5208fbb3be3	{Rancho Buena Vista High School}	{33.163503939921625,-117.24561433027266,Vista,CA,United States}	{College & University,School,Professional & Other Places,}
3675	Thu May 19 00:59:29 +0000 2011	4d1828d76d10370426033dbd	{THE WHITE HOUSE}	{33.19597505570075,-117.30875779949993,Oceanside,CA,United States}	{Residence,}
3675	Wed May 18 23:19:41 +0000 2011	4e24ad97d4c04ce225321fea	{Coast Law Group}	{33.037383,-117.292582,Encinitas,CA,United States}	{Professional & Other Places,}
3675	Wed May 18 22:46:19 +0000 2011	4dc344efd22dafda2f6eef9a	{My Media Group}	{33.17436226,-117.36113738333333,Oceanside,CA,United States}	{Shop & Service,}
3675	Wed May 18 22:44:44 +0000 2011	4ba4ff11f964a520fccd38e3	{Bob's Gas}	{33.17548619,-117.36213428,Oceanside,CA,United States}	{Shop & Service,}
3675	Wed May 18 02:42:20 +0000 2011	4c3f5f6615e8ef3b8171300e	{The Strand}	{33.1980297010666,-117.38430332321337,Oceanside,CA,United States}	{}
3675	Tue May 17 18:21:46 +0000 2011	4dbf5f266e8124d25db57fcf	{My Media Group}	{33.194016,-117.378975,Oceanside,CA,United States}	{}
3675	Tue May 17 18:00:56 +0000 2011	4c94692594a0236af7938c12	{Wyndham Oceanside Pier}	{33.19527702408427,-117.38371809911293,Oceanside,CA,United States}	{Travel & Transport,}
3675	Tue May 17 15:18:58 +0000 2011	4b1695b1f964a52093ba23e3	{Empresa Elementary School}	{33.22358255166345,-117.28768922585778,Oceanside,CA,United States}	{Professional & Other Places,}
3675	Tue May 17 03:30:33 +0000 2011	4d04feeda2685481b5bebabd	{SIC J's Man Cave}	{33.235301,-117.3102219,Oceanside,CA,United States}	{}
3675	Tue May 17 01:12:45 +0000 2011	4b771cccf964a520ac7e2ee3	{Tyson Street Park}	{33.191334132452376,-117.38128538420546,Oceanside,CA,United States}	{Outdoors & Recreation,Beach,}
3675	Tue May 17 00:52:06 +0000 2011	4c94692594a0236af7938c12	{Wyndham Oceanside Pier}	{33.19527702408427,-117.38371809911293,Oceanside,CA,United States}	{Travel & Transport,}
3675	Mon May 16 23:59:50 +0000 2011	4d224aa3b69c6dcb8fdf8095	{Holy Moly Hydro}	{33.17435793,-117.36117355,Oceanside,CA,United States}	{Shop & Service,}
3675	Mon May 16 22:12:05 +0000 2011	4c9ecd4554c8a1cd0fb4914b	{Point Loma Credit Union}	{33.104171027295465,-117.26766614205272,Carlsbad,CA,United States}	{Shop & Service,}
3675	Mon May 16 21:54:26 +0000 2011	4c98f5bb4804a1431c24f00e	{The UPS Store}	{33.177035550719765,-117.32587337493896,Carlsbad,CA,United States}	{Shop & Service,Professional & Other Places,}
3675	Mon May 16 20:33:16 +0000 2011	4dc344efd22dafda2f6eef9a	{My Media Group}	{33.17436226,-117.36113738333333,Oceanside,CA,United States}	{Shop & Service,}
3675	Mon May 16 00:04:02 +0000 2011	4b10751ff964a520dc7023e3	{Walmart Supercenter}	{33.24128981496266,-117.29154646396637,Oceanside,CA,United States}	{Shop & Service,}
3675	Sat May 14 01:13:23 +0000 2011	4bbf622aba9776b0c604ffc8	{McDonald's}	{33.23204921968652,-117.30839333006358,Oceanside,CA,United States}	{Food,}
3675	Sat May 14 00:43:15 +0000 2011	4c3f5f6615e8ef3b8171300e	{The Strand}	{33.1980297010666,-117.38430332321337,Oceanside,CA,United States}	{}
3675	Sat May 14 00:30:28 +0000 2011	4c94692594a0236af7938c12	{Wyndham Oceanside Pier}	{33.19527702408427,-117.38371809911293,Oceanside,CA,United States}	{Travel & Transport,}
3675	Fri May 13 16:12:50 +0000 2011	4d17c3b06d103704fab939bd	{Mohsen Gas}	{33.18885984150982,-117.37330999964325,Oceanside-Escondido,CA,United States}	{Shop & Service,}
3675	Thu May 12 22:45:59 +0000 2011	4ce32cd5b7a3b1f75fdd2e8d	{Esco Hydro}	{33.13002369661688,-117.11990674,Escondido,CA,United States}	{Shop & Service,}
3675	Thu May 12 21:16:29 +0000 2011	4d015581a82e8cfab87cf392	{Escondido DMV Office}	{33.127707721905516,-117.08995500408429,Escondido,CA,United States}	{Travel & Transport,Professional & Other Places,}
3675	Thu May 12 03:24:20 +0000 2011	4b9166aaf964a52076b933e3	{Red & White}	{33.172703,-117.359107,Oceanside,CA,United States}	{Shop & Service,Food & Drink Shop,}
3675	Wed May 11 20:45:19 +0000 2011	4ae71a94f964a52073a821e3	{Oceanside DMV Office}	{33.18303367851901,-117.28855026543978,Oceanside,CA,United States}	{Shop & Service,Professional & Other Places,}
3675	Tue May 10 17:45:25 +0000 2011	4ae3573ef964a520b49321e3	{Beach Break Cafe}	{33.175136839517556,-117.3618684891282,Oceanside,CA,United States}	{Food,}
3675	Mon May 09 21:38:03 +0000 2011	4dc344efd22dafda2f6eef9a	{My Media Group}	{33.17436226,-117.36113738333333,Oceanside,CA,United States}	{Shop & Service,}
3675	Sun May 08 03:16:59 +0000 2011	4d9e9a02fca1b60c9718ad50	{HOME :)}	{33.173314,-117.359875,Oceanside,CA,United States}	{}
3675	Sun May 08 01:15:46 +0000 2011	4a70c54df964a52061d81fe3	{In-N-Out Burger}	{33.23781545929265,-117.29925554803508,Oceanside,CA,United States}	{Food,}
3675	Sat May 07 21:07:13 +0000 2011	4a340f66f964a520a69b1fe3	{Legoland California}	{33.12721909367433,-117.31184005737303,Carlsbad,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
3675	Sat May 07 20:12:59 +0000 2011	4d17c3b06d103704fab939bd	{Mohsen Gas}	{33.18885984150982,-117.37330999964325,Oceanside-Escondido,CA,United States}	{Shop & Service,}
3675	Fri May 06 03:06:20 +0000 2011	4d04feeda2685481b5bebabd	{SIC J's Man Cave}	{33.235301,-117.3102219,Oceanside,CA,United States}	{}
3675	Fri May 06 02:18:33 +0000 2011	4d17c3b06d103704fab939bd	{Mohsen Gas}	{33.18885984150982,-117.37330999964325,Oceanside-Escondido,CA,United States}	{Shop & Service,}
3675	Fri May 06 00:49:25 +0000 2011	4dc344efd22dafda2f6eef9a	{My Media Group}	{33.17436226,-117.36113738333333,Oceanside,CA,United States}	{Shop & Service,}
3675	Thu May 05 22:32:33 +0000 2011	4d224aa3b69c6dcb8fdf8095	{Holy Moly Hydro}	{33.17435793,-117.36117355,Oceanside,CA,United States}	{Shop & Service,}
3675	Wed May 04 22:39:42 +0000 2011	4d015581a82e8cfab87cf392	{Escondido DMV Office}	{33.127707721905516,-117.08995500408429,Escondido,CA,United States}	{Travel & Transport,Professional & Other Places,}
3675	Wed May 04 22:06:35 +0000 2011	4bf705bc4a67c92883e022cf	{Mobil}	{33.20790804076293,-117.28450334720159,OCEANSIDE,CA,United States}	{Shop & Service,}
3675	Wed May 04 20:44:28 +0000 2011	4ba92ab5f964a520dc103ae3	{Breeze Hill Elementary}	{33.18496704797781,-117.25442730718648,Vista,CA,United States}	{School,Professional & Other Places,}
