3307	Mon Aug 01 00:06:04 +0000 2011	4e35b5e17d8b0c62b2d7a2d1	{Taste of Camarillo}	{34.217935707254746,-119.01865522516965,,,United States}	{}
3307	Mon Jul 18 03:45:33 +0000 2011	4b32d93af964a520fe1425e3	{Camarillo Ranch House}	{34.218072324203725,-119.01820623725055,Camarillo,CA,United States}	{Museum,Arts & Entertainment,}
3307	Mon Jul 18 00:44:25 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sat Jul 09 21:51:06 +0000 2011	4e17a5b652b123a586cf5eb1	{Camarillo Fiesta Street Fair}	{34.21664602216674,-119.04072789668872,Camarillo,CA,United States}	{}
3307	Sat Jul 09 21:48:25 +0000 2011	4b6f250af964a52016e02ce3	{Old Town}	{34.21632716368294,-119.0372842236767,Camarillo,CA,United States}	{Outdoors & Recreation,}
3307	Fri Jul 01 03:57:25 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Fri Jun 10 15:04:54 +0000 2011	4a9023cbf964a5202b1620e3	{Spanish Hills Country Club}	{34.22939422964722,-119.0937066078186,Camarillo,CA,United States}	{Travel & Transport,Hotel,}
3307	Sun Jun 05 01:14:01 +0000 2011	4b0ec12cf964a520955a23e3	{Target}	{34.21691248755925,-119.07297849655151,Camarillo,CA,United States}	{Shop & Service,}
===
3307	Tue May 10 05:19:01 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Wed May 04 17:34:12 +0000 2011	4bbe36c5061fb7135bebedce	{Staples}	{34.217048,-119.076565,Camarillo,CA,United States}	{Shop & Service,}
3307	Sat Apr 30 17:37:13 +0000 2011	4ae5e24ff964a520dda221e3	{Starbucks}	{34.2227103,-119.068626,Camarillo,CA,United States}	{Food,}
3307	Wed Apr 27 00:34:26 +0000 2011	4c27a5da136d20a15455e761	{Padre Serra Parish}	{34.2388486072897,-119.00163823394152,Camarillo,CA,United States}	{Spiritual Center,Professional & Other Places,}
3307	Sat Apr 16 01:52:44 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Wed Apr 13 16:47:42 +0000 2011	44e73e5ff964a52091371fe3	{The Coffee Bean & Tea Leaf}	{34.225209907551765,-119.03863067420068,Camarillo,CA,United States}	{Food,}
3307	Mon Apr 11 06:17:40 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Mon Mar 28 05:04:47 +0000 2011	49e3cae4f964a520d1621fe3	{Edwards Camarillo Palace Stadium 12 & IMAX}	{34.21718751388464,-119.06319916248322,Camarillo,CA,United States}	{Arts & Entertainment,Movie Theater,}
3307	Wed Mar 23 01:05:02 +0000 2011	4a6df3e6f964a52065d31fe3	{Element Coffee}	{34.216259,-119.038235,Camarillo,CA,United States}	{Food,}
3307	Thu Mar 17 06:27:53 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Thu Mar 17 02:43:40 +0000 2011	4a457e9af964a52044a81fe3	{24 Hour Fitness}	{34.220327,-119.050699,Camarillo,CA,United States}	{Shop & Service,}
3307	Tue Mar 15 02:46:42 +0000 2011	4b8c5825f964a520e1cb32e3	{Las Posas Country Club}	{34.25067191079844,-119.07162666320801,Camarillo,CA,United States}	{Outdoors & Recreation,Food,Athletics & Sports,Professional & Other Places,}
3307	Sun Mar 13 07:14:07 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sun Mar 13 03:17:50 +0000 2011	44e73e5ff964a52091371fe3	{The Coffee Bean & Tea Leaf}	{34.225209907551765,-119.03863067420068,Camarillo,CA,United States}	{Food,}
3307	Thu Mar 10 19:47:49 +0000 2011	4ae5e24ff964a520dda221e3	{Starbucks}	{34.2227103,-119.068626,Camarillo,CA,United States}	{Food,}
3307	Sun Mar 06 20:46:03 +0000 2011	4b6f250af964a52016e02ce3	{Old Town}	{34.21632716368294,-119.0372842236767,Camarillo,CA,United States}	{Outdoors & Recreation,}
3307	Wed Mar 02 00:28:42 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sat Feb 26 20:52:44 +0000 2011	4b6f17f6f964a5207adc2ce3	{Zzyzx Cafe}	{34.21652716672334,-119.03468721112574,Camarillo,CA,United States}	{Food,}
3307	Wed Feb 23 05:22:50 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sat Feb 19 21:16:50 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sat Feb 19 19:56:43 +0000 2011	4b6f250af964a52016e02ce3	{Old Town}	{34.21632716368294,-119.0372842236767,Camarillo,CA,United States}	{Outdoors & Recreation,}
3307	Sun Feb 13 21:54:18 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Sun Feb 13 20:46:27 +0000 2011	4b6f17f6f964a5207adc2ce3	{Zzyzx Cafe}	{34.21652716672334,-119.03468721112574,Camarillo,CA,United States}	{Food,}
3307	Sun Feb 13 02:01:46 +0000 2011	4a457e9af964a52044a81fe3	{24 Hour Fitness}	{34.220327,-119.050699,Camarillo,CA,United States}	{Shop & Service,}
3307	Thu Feb 10 01:38:23 +0000 2011	4a6df3e6f964a52065d31fe3	{Element Coffee}	{34.216259,-119.038235,Camarillo,CA,United States}	{Food,}
3307	Mon Feb 07 03:03:57 +0000 2011	4d4ad2e8f2cc6a31686ec188	{Super Bowl Sunday}	{32.747868226330375,-97.09356307983398,Arlington,TX,United States}	{Stadium,Arts & Entertainment,}
3307	Sun Feb 06 00:58:56 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Thu Feb 03 20:46:11 +0000 2011	4c64af81d02b20a19cb79b90	{FedEx Office Print & Ship Center}	{34.220814,-119.0383,Camarillo,CA,United States}	{Shop & Service,}
3307	Sun Jan 30 17:51:37 +0000 2011	4b6f17f6f964a5207adc2ce3	{Zzyzx Cafe}	{34.21652716672334,-119.03468721112574,Camarillo,CA,United States}	{Food,}
3307	Sun Jan 30 03:22:28 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Thu Jan 27 23:08:17 +0000 2011	4ba408e7f964a520207a38e3	{Irwindale Event Center}	{34.108731021824674,-117.98608303070067,Irwindale,CA,United States}	{Arts & Entertainment,}
3307	Wed Jan 26 06:19:43 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Mon Jan 24 00:35:25 +0000 2011	4a6df3e6f964a52065d31fe3	{Element Coffee}	{34.216259,-119.038235,Camarillo,CA,United States}	{Food,}
3307	Sun Jan 23 00:14:11 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
3307	Tue Jan 18 22:30:31 +0000 2011	4c84037c1b63b713b9fb9604	{Brendan's Irish Pub and Restaurant}	{34.218021459189444,-119.04663383960724,Camarillo,CA,United States}	{Nightlife Spot,}
