876	Thu Aug 11 20:57:53 +0000 2011	4bc38e68abf49521beedc393	{Super Duper Burger}	{37.763979033333335,-122.433565,San Francisco,CA,United States}	{Food,}
876	Mon Aug 01 05:46:16 +0000 2011	4a8f72a1f964a5204f1520e3	{Cafe Mystique}	{37.761508296167186,-122.43510920034745,San Francisco,CA,United States}	{Food,}
876	Sat Jul 30 22:01:21 +0000 2011	432a0b00f964a520e3271fe3	{Osaka Sushi}	{37.76156318608264,-122.43505390273357,San Francisco,CA,United States}	{Food,}
876	Mon Jul 25 18:56:17 +0000 2011	464f17daf964a520c5461fe3	{Fitness SF Castro}	{37.763726226183614,-122.43344306945801,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
876	Sun Jul 24 20:24:11 +0000 2011	454cf014f964a520c53c1fe3	{Century San Francisco Centre 9 & XD}	{37.78436333183897,-122.40622401237488,San Francisco,CA,United States}	{Arts & Entertainment,Movie Theater,}
876	Sun Jul 24 04:56:15 +0000 2011	4366b000f964a5206e291fe3	{440 Castro}	{37.76182,-122.435192,San Francisco,CA,United States}	{Nightlife Spot,}
876	Sun Jul 24 03:25:02 +0000 2011	4d5f74d05c39b1f7f744f849	{1772 Market Street}	{37.77241936035508,-122.4230307340622,San Francisco,CA,United States}	{Professional & Other Places,}
876	Sun Jul 24 02:06:08 +0000 2011	4537f9daf964a520c73b1fe3	{Little Star Pizza}	{37.76646989403105,-122.42209686816254,San Francisco,CA,United States}	{Nightlife Spot,Food,}
876	Sat Jul 23 23:03:22 +0000 2011	4a4dce3ef964a52010ae1fe3	{Fitness SF SoMa}	{37.76953780861312,-122.40683725970675,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
876	Sat Jul 23 19:23:23 +0000 2011	44c769c9f964a520e3351fe3	{Firewood Caf?}	{37.7608761,-122.436933,San Francisco,CA,United States}	{Food,}
876	Fri Jul 22 21:21:03 +0000 2011	4ac697f8f964a52052b520e3	{SF Moto}	{37.77534346666667,-122.41042,San Francisco,CA,United States}	{Shop & Service,Professional & Other Places,}
876	Fri Jul 22 19:39:55 +0000 2011	4a4dce3ef964a52010ae1fe3	{Fitness SF SoMa}	{37.76953780861312,-122.40683725970675,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
876	Fri Jul 22 18:45:19 +0000 2011	4acbdf55f964a52021c820e3	{Potrero Chiropractors}	{37.76942,-122.408359,San Francisco,CA,United States}	{Medical Center,Professional & Other Places,}
876	Wed Jul 20 18:57:24 +0000 2011	464f17daf964a520c5461fe3	{Fitness SF Castro}	{37.763726226183614,-122.43344306945801,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
876	Tue Jul 19 19:43:32 +0000 2011	44c769c9f964a520e3351fe3	{Firewood Caf?}	{37.7608761,-122.436933,San Francisco,CA,United States}	{Food,}
876	Mon Jul 18 00:38:02 +0000 2011	45a21b8af964a520e6401fe3	{Sit & Spin}	{37.760909,-122.433232,San Francisco,CA,United States}	{Shop & Service,}
876	Sun Jul 17 19:05:20 +0000 2011	4a5824e5f964a5206db71fe3	{AMC Loews Metreon 16}	{37.7844481241691,-122.40364372730255,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,Movie Theater,}
876	Sat Jul 16 20:57:18 +0000 2011	4ac419d5f964a520329e20e3	{Sunnyvale Art Gallery and Cafe}	{37.368853,-122.03452704,Sunnyvale,CA,United States}	{Food,Arts & Entertainment,}
876	Wed Jul 13 05:03:54 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
876	Wed Jul 13 00:24:32 +0000 2011	44d1efc9f964a52032361fe3	{George Bush International Airport (IAH)}	{29.986460430837823,-95.34201622009277,Houston,TX,United States}	{Travel & Transport,}
876	Mon Jul 11 01:29:33 +0000 2011	4d670566709bb60c7953a514	{Fbar}	{29.74735297211395,-95.3822969468133,Houston,TX,United States}	{Nightlife Spot,}
876	Mon Jul 11 00:06:11 +0000 2011	4ae3593bf964a520d49321e3	{Barnaby's Cafe}	{29.75350344,-95.38717925548553,Houston,TX,United States}	{Food,}
876	Sun Jul 10 16:56:43 +0000 2011	4a9dcb07f964a5206f3920e3	{Baba Yega}	{29.74624472400371,-95.3903329466171,Houston,TX,United States}	{Food,}
