2698	Thu Aug 04 20:11:11 +0000 2011	4c814ad7e602b1f71f6a917a	{San Diego Blood Bank - Blood Mobile}	{32.754391567847925,-117.17000217023742,San Diego,CA,United States}	{Professional & Other Places,}
2698	Mon Jul 18 01:32:49 +0000 2011	4d8ade536daeb60c22d06de0	{The DeathStar}	{33.00139378249103,-117.0735240913668,Rancho Bernardo,CA,United States}	{Residence,}
2698	Fri Jul 15 14:48:11 +0000 2011	4d484518f046a1cde20010f6	{Ashford University - Sunroad}	{32.82745578052193,-117.14161524433328,San Diego,CA,United States}	{College & University,}
2698	Thu Jul 14 15:49:25 +0000 2011	4d484518f046a1cde20010f6	{Ashford University - Sunroad}	{32.82745578052193,-117.14161524433328,San Diego,CA,United States}	{College & University,}
2698	Mon Jul 11 14:33:01 +0000 2011	4c695f63c946e21e15f2e98e	{Jury Lounge @ Hall of Justice}	{32.71590613700085,-117.1657633365463,San Diego,CA,United States}	{Government Building,Professional & Other Places,}
2698	Thu Jul 07 05:36:21 +0000 2011	4d43ab5abbb1a143c58f3d72	{Murrieta}	{33.543544685885365,-117.15588674309724,Murrieta,CA,United States}	{Residence,}
2698	Thu Jul 07 01:42:49 +0000 2011	4a81299bf964a520a8f61fe3	{Min Sok Chon}	{32.82438832089695,-117.1559413112206,San Diego,CA,United States}	{Nightlife Spot,Food,}
2698	Fri Jul 01 19:08:56 +0000 2011	4b91fca9f964a52063e233e3	{Golden City Restaurant}	{32.830624381264634,-117.13910579681396,San Diego,CA,United States}	{Food,}
2698	Thu Jun 30 02:08:14 +0000 2011	4c5b7672857ca59338b3c7cb	{Mama Colleti's Chicago}	{33.549882,-117.13946521282196,Murrieta,CA,United States}	{Nightlife Spot,Food,}
2698	Sun Jun 26 16:39:41 +0000 2011	4d5743e2e7f1a1cdc2bd11a5	{Jaffes}	{33.543544685885365,-117.15588674309724,,,United States}	{Residence,}
2698	Sun Jun 26 06:50:11 +0000 2011	4d5743e2e7f1a1cdc2bd11a5	{Jaffes}	{33.543544685885365,-117.15588674309724,,,United States}	{Residence,}
2698	Tue Jun 21 02:19:02 +0000 2011	4a6147e9f964a5203fc21fe3	{Phileas Fogg's}	{32.94528,-117.085141,San Diego,CA,United States}	{Nightlife Spot,}
2698	Sat Jun 18 21:39:47 +0000 2011	4b243576f964a520c66324e3	{Bob's Big Boy Restaurant}	{33.5221141576767,-117.16653406620026,Temecula,CA,United States}	{Food,}
2698	Sun Jun 12 22:34:45 +0000 2011	4b1817e0f964a520d2cc23e3	{Pho Ca Dao}	{33.023186616449486,-117.07645755997085,San Diego,CA,United States}	{Food,}
2698	Sat Jun 11 20:26:43 +0000 2011	4a6147e9f964a5203fc21fe3	{Phileas Fogg's}	{32.94528,-117.085141,San Diego,CA,United States}	{Nightlife Spot,}
2698	Sat Jun 11 07:06:15 +0000 2011	40e0b100f964a520f6011fe3	{Conway's Irish Pub}	{32.977504,-117.0828061,San Diego,CA,United States}	{Nightlife Spot,}
2698	Sat Jun 11 00:24:30 +0000 2011	4a6147e9f964a5203fc21fe3	{Phileas Fogg's}	{32.94528,-117.085141,San Diego,CA,United States}	{Nightlife Spot,}
2698	Thu Jun 02 01:46:36 +0000 2011	4d6330661a83f04d8413712b	{Green Flash Brewing Company}	{32.90734,-117.1777,San Diego,CA,United States}	{Nightlife Spot,}
2698	Sat May 21 05:48:55 +0000 2011	40e0b100f964a520f6011fe3	{Conway's Irish Pub}	{32.977504,-117.0828061,San Diego,CA,United States}	{Nightlife Spot,}
2698	Sat May 21 00:45:50 +0000 2011	4a6147e9f964a5203fc21fe3	{Phileas Fogg's}	{32.94528,-117.085141,San Diego,CA,United States}	{Nightlife Spot,}
2698	Fri May 20 02:16:41 +0000 2011	4a6147e9f964a5203fc21fe3	{Phileas Fogg's}	{32.94528,-117.085141,San Diego,CA,United States}	{Nightlife Spot,}
2698	Tue Apr 26 15:19:32 +0000 2011	4aa0b5f0f964a520494020e3	{Sombrero Mexican Food}	{32.97713210908144,-117.08359222412109,San Diego,CA,United States}	{Food,}
2698	Tue Apr 26 01:43:04 +0000 2011	4d27b1876e27a14310081224	{Fleet Reserve Association, Branch 70}	{32.955132722854614,-117.02214539051056,Poway,CA,United States}	{Professional & Other Places,}
2698	Sat Apr 16 00:50:16 +0000 2011	4d8ade536daeb60c22d06de0	{The DeathStar}	{33.00139378249103,-117.0735240913668,Rancho Bernardo,CA,United States}	{Residence,}
2698	Tue Apr 05 02:15:52 +0000 2011	4d27b1876e27a14310081224	{Fleet Reserve Association, Branch 70}	{32.955132722854614,-117.02214539051056,Poway,CA,United States}	{Professional & Other Places,}
2698	Mon Apr 04 01:02:19 +0000 2011	4ba5186bf964a52082dc38e3	{Bread Bites & Moore}	{32.961686260056254,-117.15423345565796,San Diego,CA,United States}	{Food,}
2698	Sun Apr 03 21:42:14 +0000 2011	4b2ada87f964a520dcb024e3	{Westview High School}	{32.96611506637178,-117.14893341064453,San Diego,CA,United States}	{College & University,School,Professional & Other Places,}
2698	Sun Apr 03 18:17:19 +0000 2011	4d8ade536daeb60c22d06de0	{The DeathStar}	{33.00139378249103,-117.0735240913668,Rancho Bernardo,CA,United States}	{Residence,}
2698	Fri Apr 01 04:35:12 +0000 2011	4d8ade536daeb60c22d06de0	{The DeathStar}	{33.00139378249103,-117.0735240913668,Rancho Bernardo,CA,United States}	{Residence,}
