244	Wed Aug 10 14:13:25 +0000 2011	4c5b1e4ab05c1b8d9df0d9b1	{Porto di Levante}	{38.41448264914376,14.960581185183631,Vulcano,ME,Italy}	{Outdoors & Recreation,}
244	Wed Aug 10 13:23:35 +0000 2011	4c59ebd36407d13ac06cb328	{Porto di Lipari}	{38.4710135642681,14.955538430234968,,,Italy}	{Outdoors & Recreation,}
244	Wed Aug 10 08:12:05 +0000 2011	4c174bb35e88c928325d2566	{Porto di Panarea "Scalo Ditella"}	{38.63760768984036,15.077253197214803,Panarea,ME,Italy}	{Outdoors & Recreation,}
244	Mon Aug 08 18:38:20 +0000 2011	4bd0967a1f89ce72adb467ea	{Quisisana Grand Hotel}	{40.54970650169804,14.244383193138928,Capri,NA,Italy}	{Travel & Transport,}
244	Sun Aug 07 02:49:32 +0000 2011	4c4ac5a0c9e4ef3b4a39e310	{Amalfi}	{40.633952085720985,14.602718353271484,Amalfi,SA,Italy}	{Outdoors & Recreation,}
244	Fri Aug 05 13:15:58 +0000 2011	4c686680f984a59303ee49f4	{Porto Di Anzio}	{41.4454777135312,12.63007858171629,Anzio,Lazio,Italy}	{Outdoors & Recreation,}
244	Fri Aug 05 11:11:05 +0000 2011	4abdac59f964a520538b20e3	{Aeroporto di Roma Fiumicino "Leonardo da Vinci" (FCO)}	{41.79659197138809,12.252416610717773,Fiumicino,RM,Italy}	{Travel & Transport,}
244	Thu Aug 04 21:16:18 +0000 2011	4b5381aff964a52033a027e3	{Air France VIP Lounge}	{33.94623477073579,-118.40426087379456,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
244	Thu Aug 04 03:00:04 +0000 2011	4c82ac252f1c236a31fd3b43	{2 Ten Ten}	{34.03739992465589,-118.63229960203171,Malibu,CA,United States}	{}
244	Thu Aug 04 02:51:03 +0000 2011	3fd66200f964a520e1ef1ee3	{Duke's Malibu}	{34.03639569311383,-118.63577427994049,Malibu,CA,United States}	{Food,}
244	Wed Aug 03 20:25:43 +0000 2011	4c2bcd4577cfe21ee217b5f1	{Lea Journo Salon}	{34.065845,-118.400583,Beverly Hills,CA,United States}	{Shop & Service,}
244	Wed Aug 03 02:37:31 +0000 2011	501186f8e4b0f164322a22ae	{Nobu}	{34.03895822534244,-118.66972037567945,Malibu,CA,United States}	{Food,}
244	Mon Aug 01 01:52:38 +0000 2011	501186f8e4b0f164322a22ae	{Nobu}	{34.03895822534244,-118.66972037567945,Malibu,CA,United States}	{Food,}
