1336	Sun Jul 31 00:21:00 +0000 2011	4c86aa73d92ea0931e647072	{Fish Story}	{38.297666,-122.284139,Napa,CA,United States}	{Food,}
1336	Thu Jul 28 21:53:59 +0000 2011	4e31da52fa76634e16c5c519	{L Salon}	{38.30371,-122.295019,Napa,CA,United States}	{Shop & Service,}
1336	Tue Jul 26 04:16:10 +0000 2011	4d1adda49aa554819bc2c9e0	{Rotisserie & Wine}	{38.297428,-122.28349375,Napa,CA,United States}	{Food,}
1336	Sun Jul 17 18:02:55 +0000 2011	4a65f627f964a520c4c71fe3	{Napa Golf Course at Kennedy Park}	{38.26742011666666,-122.2765269,Napa,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1336	Wed Jul 13 01:25:03 +0000 2011	4b53c085f964a52048aa27e3	{BJ's Restaurant & Brewhouse}	{38.36187701132555,-121.96605463432593,Vacaville,CA,United States}	{Nightlife Spot,Food,}
1336	Sun Jul 10 20:18:28 +0000 2011	4beb1eb261aca59385a28400	{Napa Wine Company}	{38.43668214224559,-122.40185737609865,Oakville,CA,United States}	{Food,}
1336	Thu Jul 07 18:04:25 +0000 2011	4aba9914f964a5200d8220e3	{Apple Store, Santa Rosa Plaza}	{38.4384398079659,-122.716418643098,Santa Rosa,CA,United States}	{Shop & Service,}
1336	Sat Jun 25 17:23:40 +0000 2011	4de6efc12271df8061aa3f02	{Dixon High School}	{38.432765466666666,-121.81951303333334,Dixon,CA,United States}	{School,Professional & Other Places,}
1336	Sun Jun 19 01:51:41 +0000 2011	4b04f3a7f964a520f35622e3	{The Dead Fish}	{38.05568214272601,-122.23156161905038,Crockett,CA,United States}	{Food,}
1336	Wed Jun 15 23:53:49 +0000 2011	411ff900f964a520280c1fe3	{Soluna Cafe}	{37.78058042942798,-122.41679856739916,San Francisco,CA,United States}	{Food,}
1336	Mon May 30 22:38:41 +0000 2011	4b00a203f964a520224022e3	{Century Napa Cinedome 8}	{38.30100366398509,-122.28499096431982,Napa,CA,United States}	{Shop & Service,Arts & Entertainment,Movie Theater,}
1336	Wed May 18 03:22:34 +0000 2011	4b399c89f964a520235e25e3	{Billco's Billiard and Darts}	{38.296979783155685,-122.28654702608542,Napa,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
1336	Sun May 15 06:15:46 +0000 2011	4b0586b6f964a520c96a22e3	{The Boardwalk}	{38.677775859832764,-121.20153665542603,Orangevale,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
1336	Tue May 10 03:57:51 +0000 2011	4b00a203f964a520224022e3	{Century Napa Cinedome 8}	{38.30100366398509,-122.28499096431982,Napa,CA,United States}	{Shop & Service,Arts & Entertainment,Movie Theater,}
1336	Sun May 08 19:59:07 +0000 2011	4bd2177d046076b055357371	{AT&T Park}	{37.77833858778822,-122.38940119743347,San Francisco,CA,United States}	{Stadium,Arts & Entertainment,}
1336	Mon May 02 23:24:04 +0000 2011	4a2c4660f964a52046971fe3	{Apple Store, Walnut Creek}	{37.897047569732095,-122.05994367298358,Walnut Creek,CA,United States}	{Shop & Service,}
1336	Tue Apr 26 21:34:32 +0000 2011	4aba9914f964a5200d8220e3	{Apple Store, Santa Rosa Plaza}	{38.4384398079659,-122.716418643098,Santa Rosa,CA,United States}	{Shop & Service,}
1336	Sat Apr 09 20:02:48 +0000 2011	4b7493a4f964a5203be52de3	{Harvest Middle School}	{38.28688067118196,-122.30256040219376,Napa,CA,United States}	{School,Professional & Other Places,}
1336	Sat Apr 09 16:00:23 +0000 2011	4b905b27f964a520ea8533e3	{Garfield Park}	{38.332088209348015,-122.30015190544971,Napa,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
