1032	Fri Aug 12 05:51:28 +0000 2011	4b36c6fdf964a520343c25e3	{Joe's Crab Shack}	{33.619183844692664,-117.92355287043738,Newport Beach,CA,United States}	{Food,}
1032	Thu Aug 11 03:41:18 +0000 2011	4c126ba6a1010f47dfcb4818	{Pacific Amphitheatre}	{33.66621101327118,-117.9047155380249,Costa Mesa,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
1032	Tue Aug 09 23:04:29 +0000 2011	4a4faa7cf964a52091af1fe3	{Sushi on Fire}	{33.659227,-117.99996,Huntington Beach,CA,United States}	{Food,}
1032	Sun Aug 07 22:52:11 +0000 2011	4c0e8a3796fc952158bdc0cb	{Ocean Bar and Lounge}	{33.863157545282924,-118.39952300134162,Hermosa Beach,CA,United States}	{Nightlife Spot,}
1032	Sun Aug 07 18:14:40 +0000 2011	4a332cc5f964a5200c9b1fe3	{Aloha Grill}	{33.65881384,-118.00066,Huntington Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Sun Jul 31 23:13:20 +0000 2011	455d90cbf964a520783d1fe3	{P.F. Chang's}	{34.018989753500065,-118.4984815120697,Santa Monica,CA,United States}	{Food,}
1032	Sun Jul 31 23:06:59 +0000 2011	45508ff3f964a520e13c1fe3	{Monsoon Cafe}	{34.017911225656846,-118.498979,Santa Monica,CA,United States}	{Food,}
1032	Sun Jul 31 21:42:30 +0000 2011	4a32edf1f964a520c69a1fe3	{J. Paul Getty Villa}	{34.04515669709321,-118.56507539749146,Pacific Palisades,CA,United States}	{Museum,Arts & Entertainment,}
1032	Sun Jul 31 07:07:56 +0000 2011	4a3319a0f964a520009b1fe3	{Huntington Beach Beer Co. & Restaurant}	{33.65829699098465,-118.00116003894465,Huntington Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Thu Jul 28 22:35:47 +0000 2011	4a4faa7cf964a52091af1fe3	{Sushi on Fire}	{33.659227,-117.99996,Huntington Beach,CA,United States}	{Food,}
1032	Thu Jul 28 00:32:21 +0000 2011	49f6594df964a520346c1fe3	{Venice Beach Boardwalk}	{33.986899120345164,-118.47362279891968,Venice,CA,United States}	{Shop & Service,Outdoors & Recreation,}
1032	Wed Jul 27 02:50:26 +0000 2011	4b53cedef964a52000ac27e3	{Tuna Town}	{33.658727,-118.000575,Huntington Beach,CA,United States}	{Food,}
1032	Sun Jul 24 07:57:15 +0000 2011	4a4f7618f964a52059af1fe3	{Baja Sharkeez}	{33.658531379293166,-118.00080299377441,Huntington Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Sun Jul 24 04:43:29 +0000 2011	4a334140f964a5201e9b1fe3	{Beachfront 301 Bar & Grill}	{33.65913863112402,-118.00028800964355,Huntington Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Sat Jul 23 19:45:32 +0000 2011	4e18aea514957dc705da1d81	{Slater's 50/50}	{33.67183001072449,-117.98721121504268,Huntington Beach,CA,United States}	{Food,}
1032	Sat Jul 23 06:14:33 +0000 2011	4c02e02158dad13afdfd4797	{2nd Floor - Food, Art, Drinks}	{33.65787776427019,-118.00106787155606,Huntington Beach,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
1032	Fri Jul 22 06:15:55 +0000 2011	4b8047dff964a520c56330e3	{Watermans - A Safe House For Surfers}	{33.86190570647373,-118.40114902923281,Hermosa Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Wed Jul 20 22:11:21 +0000 2011	4a63ef08f964a5200ac61fe3	{Regency Charter Theater}	{33.715385199934985,-117.99131170815417,Huntington Beach,CA,United States}	{Arts & Entertainment,Movie Theater,}
1032	Wed Jul 20 00:13:41 +0000 2011	4a4f7618f964a52059af1fe3	{Baja Sharkeez}	{33.658531379293166,-118.00080299377441,Huntington Beach,CA,United States}	{Nightlife Spot,Food,}
1032	Tue Jul 19 03:57:20 +0000 2011	4b42a0cef964a520c9d725e3	{Surf Side Laundry}	{33.65679,-117.9870717,Huntington Beach,CA,United States}	{Shop & Service,}
