180	Fri Aug 12 02:12:15 +0000 2011	4df6c698b3adec5a0b9a5c9e	{Vanilla Bean Bistro}	{38.57180697037086,-121.46278381347656,Sacramento,CA,United States}	{Food,}
180	Thu Aug 11 23:26:17 +0000 2011	4a6357c3f964a520d1c41fe3	{Starbucks}	{38.568096,-121.467024,Sacramento,CA,United States}	{Food,}
180	Thu Aug 11 16:19:02 +0000 2011	4b0edb46f964a520f55b23e3	{Starbucks}	{38.567705,-121.4342918,Sacramento,CA,United States}	{Food,}
180	Thu Aug 11 02:47:59 +0000 2011	4b1d26edf964a520510c24e3	{Compton's Markets}	{38.578527,-121.447483,Sacramento,CA,United States}	{Food,}
180	Thu Aug 11 01:38:09 +0000 2011	4b0586b4f964a5208d6a22e3	{Pine Cove Tavern}	{38.57882074981493,-121.46581762352046,Sacramento,CA,United States}	{Nightlife Spot,}
180	Wed Aug 10 20:15:57 +0000 2011	4aff632bf964a520103822e3	{Mezcal Taqueria}	{38.61222765,-121.499546,Sacramento,CA,United States}	{Food,}
180	Wed Aug 10 16:22:29 +0000 2011	4b0edb46f964a520f55b23e3	{Starbucks}	{38.567705,-121.4342918,Sacramento,CA,United States}	{Food,}
180	Wed Aug 10 01:59:46 +0000 2011	4b632fa4f964a5200e692ae3	{Sacramento City Hall}	{38.582133180669366,-121.49345157020964,Sacramento,CA,United States}	{Government Building,Professional & Other Places,}
180	Wed Aug 10 01:00:45 +0000 2011	4b491e99f964a520b86626e3	{Safeway}	{38.57179858227275,-121.46499931812286,Sacramento,CA,United States}	{Shop & Service,Food & Drink Shop,}
180	Tue Aug 09 22:46:08 +0000 2011	4b0586b4f964a520a46a22e3	{Ettore's Restaurant and European Bakery}	{38.57399318496103,-121.40725351659448,Sacramento,CA,United States}	{Food,}
180	Tue Aug 09 15:31:34 +0000 2011	4b0edb46f964a520f55b23e3	{Starbucks}	{38.567705,-121.4342918,Sacramento,CA,United States}	{Food,}
180	Mon Aug 08 00:11:11 +0000 2011	4ba28c48f964a520120338e3	{Safeway}	{38.57295613055475,-121.41340970993042,Sacramento,CA,United States}	{Shop & Service,Food & Drink Shop,}
180	Sun Aug 07 19:45:33 +0000 2011	4b0edb46f964a520f55b23e3	{Starbucks}	{38.567705,-121.4342918,Sacramento,CA,United States}	{Food,}
