1354	Wed Dec 14 18:33:20 +0000 2011	4d964790b188721e1f22f336	{Microwave And Appliance Repair}	{38.670908983333334,-121.33180185,Sacramento,CA,United States}	{Shop & Service,}
1354	Tue Dec 13 21:51:11 +0000 2011	4b47b593f964a520653b26e3	{Orchard Supply Hardware}	{38.59477997660687,-121.38525991730732,Sacramento,CA,United States}	{Shop & Service,}
===
1354	Tue Aug 09 22:11:45 +0000 2011	4b806a27f964a5202f7030e3	{The State Capitol Building}	{38.57652092657631,-121.49363994598389,Sacramento,CA,United States}	{Government Building,Professional & Other Places,}
1354	Tue Aug 09 20:19:10 +0000 2011	4add0561f964a520886321e3	{Whole Foods Market}	{38.59634215889754,-121.36374592781067,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1354	Mon Aug 08 01:14:26 +0000 2011	4add0561f964a520886321e3	{Whole Foods Market}	{38.59634215889754,-121.36374592781067,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1354	Fri Aug 05 15:18:18 +0000 2011	4add0561f964a520886321e3	{Whole Foods Market}	{38.59634215889754,-121.36374592781067,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1354	Wed Aug 03 20:56:59 +0000 2011	51a2445e5019c80b56934c75	{Tour Eiffel}	{48.85826347212501,2.2945117950439453,Paris,?le-de-France,France}	{Government Building,Professional & Other Places,}
1354	Wed Aug 03 19:22:33 +0000 2011	4d7fdbde1013236ab2a67d35	{Hellenis}	{48.852725,2.345471,Paris,IdF,France}	{Food,}
1354	Tue Jul 26 15:02:25 +0000 2011	4c754d6adb52b1f7be5378dc	{Piazza Santa Trinit?}	{43.77016199266716,11.251219643856105,Firenze,FI,Italy}	{Outdoors & Recreation,}
1354	Mon Jul 25 07:00:19 +0000 2011	4bd75691304fce72d26633ab	{Nerva Hotel Rome}	{41.894632,12.487048,Rome,Latium,Italy}	{Travel & Transport,}
1354	Fri Jul 22 18:07:26 +0000 2011	4adcdadef964a520db5721e3	{????? ??????? ??? ????? (Palia Taverna tou Psarra)}	{37.97313114093261,23.72860997915268,?????,??????,Greece}	{Food,}
1354	Fri Jul 22 14:48:29 +0000 2011	4adcdadef964a520b75721e3	{Hotel Grande Bretagne}	{37.97622759056078,23.735312819480896,?????,??????,Greece}	{Travel & Transport,}
1354	Thu Jul 21 11:44:40 +0000 2011	4d373c2855692d438e9bbac7	{Caf? Teatro Arenal}	{40.41648532312611,-3.705196934246868,Madrid,Madrid,Spain}	{Nightlife Spot,Performing Arts Venue,Arts & Entertainment,}
1354	Wed Jul 20 19:37:44 +0000 2011	4b48fe55f964a520276126e3	{Reata Grill}	{32.89886694532183,-97.04433917999268,DFW Airport,TX,United States}	{Food,}
1354	Wed Jul 20 14:07:02 +0000 2011	49f40719f964a520f76a1fe3	{Sacramento International Airport (SMF)}	{38.692276283389305,-121.59045696258545,Sacramento,CA,United States}	{Travel & Transport,}
1354	Wed Jul 20 02:21:06 +0000 2011	4bda3891c79cc92811207ee9	{Arden Park}	{38.58223294908611,-121.37279875208613,Sacramento,CA,United States}	{Outdoors & Recreation,}
