2049	Sun Aug 07 22:07:05 +0000 2011	4e1cb53f52b1c2b69f37aaae	{OC Fair 2011}	{33.66667534125443,-117.90162563323975,Costa Mesa,CA,United States}	{Professional & Other Places,}
2049	Sat Jul 23 20:58:15 +0000 2011	4bcceb47937ca593a80dac92	{Cafe Rio Mexican Grill}	{33.6337062934601,-117.91727364063263,Costa Mesa,CA,United States}	{Food,}
2049	Sun Jul 10 03:55:49 +0000 2011	4b74aa58f964a5203aeb2de3	{San Manuel Amphitheater}	{34.204455515547195,-117.40243434906006,San Bernadino,CA,United States}	{Arts & Entertainment,}
2049	Sat Jul 09 07:03:59 +0000 2011	4133bf80f964a520b21a1fe3	{Goat Hill Tavern}	{33.641419404520384,-117.91810512542725,Costa Mesa,CA,United States}	{Nightlife Spot,}
2049	Thu Jul 07 14:29:12 +0000 2011	4c2ee9c0a0ced13a3cbb0f6e	{Catalfamo28 Man Cave, Tool Barn & Storage Facility, LLC.}	{33.644648,-117.910651,Costa Mesa,CA,United States}	{Professional & Other Places,}
2049	Wed Jul 06 23:21:30 +0000 2011	4a6f7d32f964a5204cd61fe3	{One Cafe}	{34.06164582,-118.29322521666667,Los Angeles,CA,United States}	{Food,}
2049	Sun Jun 26 17:33:02 +0000 2011	4a43db3df964a520e2a61fe3	{Mutt Lynch's}	{33.60977560120762,-117.92990313087883,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
2049	Sun Jun 26 17:01:15 +0000 2011	4c2ee9c0a0ced13a3cbb0f6e	{Catalfamo28 Man Cave, Tool Barn & Storage Facility, LLC.}	{33.644648,-117.910651,Costa Mesa,CA,United States}	{Professional & Other Places,}
2049	Sun Jun 26 02:48:29 +0000 2011	4ad4cf23f964a520e6fb20e3	{El Torito Grill}	{33.615358,-117.87795587,Newport Beach,CA,United States}	{Food,}
2049	Sun Jun 19 01:53:19 +0000 2011	4b610fcef964a52050082ae3	{El Matador}	{33.639644346897235,-117.91983414548218,Costa Mesa,CA,United States}	{Food,}
2049	Sat Jun 18 03:58:10 +0000 2011	4baa5cf1f964a5201b633ae3	{Canyon Inn Sports Bar & Grill}	{33.863411245838535,-117.7868424934773,Yorba Linda,CA,United States}	{Nightlife Spot,}
2049	Mon Jun 13 03:59:14 +0000 2011	4aa2a088f964a520fd4120e3	{K??an Coffee}	{33.62781821666667,-117.90848,Newport Beach,CA,United States}	{Food,}
2049	Sun Jun 12 19:25:35 +0000 2011	4a43db3df964a520e2a61fe3	{Mutt Lynch's}	{33.60977560120762,-117.92990313087883,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
2049	Sat Jun 11 07:02:37 +0000 2011	4133bf80f964a520b21a1fe3	{Goat Hill Tavern}	{33.641419404520384,-117.91810512542725,Costa Mesa,CA,United States}	{Nightlife Spot,}
2049	Sun Jun 05 19:30:19 +0000 2011	4c095dc4009a0f4781a5e7bf	{Tustin Chili Cookoff}	{33.74272584915161,-117.82356736666667,Tustin,CA,United States}	{Food,}
2049	Mon May 30 18:33:29 +0000 2011	4a43db3df964a520e2a61fe3	{Mutt Lynch's}	{33.60977560120762,-117.92990313087883,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
2049	Sun May 29 01:48:39 +0000 2011	4b610fcef964a52050082ae3	{El Matador}	{33.639644346897235,-117.91983414548218,Costa Mesa,CA,United States}	{Food,}
2049	Sat May 21 20:50:15 +0000 2011	4bcceb47937ca593a80dac92	{Cafe Rio Mexican Grill}	{33.6337062934601,-117.91727364063263,Costa Mesa,CA,United States}	{Food,}
2049	Sat May 21 16:44:13 +0000 2011	4c2ee9c0a0ced13a3cbb0f6e	{Catalfamo28 Man Cave, Tool Barn & Storage Facility, LLC.}	{33.644648,-117.910651,Costa Mesa,CA,United States}	{Professional & Other Places,}
2049	Sun May 15 13:44:47 +0000 2011	4af61607f964a520fb0022e3	{Aliso Creek Inn & Golf Course}	{33.5130581356439,-117.74800332680724,Laguna Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2049	Sat May 14 20:00:26 +0000 2011	4a9f1af5f964a520873c20e3	{Eat Chow}	{33.64034625,-117.91882932186127,Costa Mesa,CA,United States}	{Food,}
2049	Sun May 01 17:27:50 +0000 2011	4a43db3df964a520e2a61fe3	{Mutt Lynch's}	{33.60977560120762,-117.92990313087883,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
2049	Sun May 01 06:38:59 +0000 2011	4133bf80f964a520b21a1fe3	{Goat Hill Tavern}	{33.641419404520384,-117.91810512542725,Costa Mesa,CA,United States}	{Nightlife Spot,}
2049	Sun Apr 17 19:26:38 +0000 2011	4dab0a764b22f071eac4e0e4	{Fallbrook Avocado Festival}	{33.38191698995837,-117.2513499857621,Fallbrook,CA,United States}	{Arts & Entertainment,}
2049	Wed Apr 13 05:05:53 +0000 2011	4133bf80f964a520b21a1fe3	{Goat Hill Tavern}	{33.641419404520384,-117.91810512542725,Costa Mesa,CA,United States}	{Nightlife Spot,}
2049	Sun Apr 10 14:15:26 +0000 2011	4af61607f964a520fb0022e3	{Aliso Creek Inn & Golf Course}	{33.5130581356439,-117.74800332680724,Laguna Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2049	Sun Apr 10 14:15:20 +0000 2011	4af61607f964a520fb0022e3	{Aliso Creek Inn & Golf Course}	{33.5130581356439,-117.74800332680724,Laguna Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2049	Sun Apr 03 19:18:18 +0000 2011	4a79094af964a520dee61fe3	{Jane's Corndogs}	{33.608157,-117.928431,Newport Beach,CA,United States}	{Food,}
2049	Sun Apr 03 18:14:17 +0000 2011	4a43db3df964a520e2a61fe3	{Mutt Lynch's}	{33.60977560120762,-117.92990313087883,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
2049	Sun Mar 27 22:25:23 +0000 2011	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
2049	Sat Mar 26 04:12:02 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2049	Fri Mar 25 21:41:38 +0000 2011	4b088ce8f964a520300e23e3	{Kahului Airport (OGG)}	{20.892815034763537,-156.43797397613525,Kahului,HI,United States}	{Travel & Transport,}
2049	Fri Mar 25 17:52:50 +0000 2011	4b5e28daf964a520ff8029e3	{Marriott's Maui Ocean Club}	{20.915710513711996,-156.69546670617663,Lahaina,HI,United States}	{Travel & Transport,Hotel,}
2049	Fri Mar 25 03:41:00 +0000 2011	4b11e23ff964a5207a8623e3	{The Plantation House Restaurant}	{21.00707173347473,-156.640328,Lahaina,HI,United States}	{Food,}
2049	Fri Mar 25 01:03:25 +0000 2011	4c0a8cf7009a0f47d893e9bf	{Marriott Ocean Club Pool}	{20.915679102995867,-156.69568186325418,Lahaina,HI,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,}
2049	Thu Mar 24 21:00:10 +0000 2011	4b5a3707f964a520cbb428e3	{Kapalua Bay}	{20.999115634692032,-156.66640162467957,Lahaina,HI,United States}	{Outdoors & Recreation,Beach,}
2049	Thu Mar 24 05:23:27 +0000 2011	4b3106d9f964a52080fe24e3	{Leilani's On The Beach}	{20.9212819998176,-156.69570512348292,Lahaina,HI,United States}	{Nightlife Spot,Food,}
2049	Wed Mar 23 22:49:48 +0000 2011	4d54a827c0432d43c6ade8b1	{Trilogy Excursions, Lahaina Boat Harbor}	{20.87183457920477,-156.67841792106626,Lahaina,HI,United States}	{Travel & Transport,}
2049	Wed Mar 23 04:39:11 +0000 2011	4b310d77f964a5201dff24e3	{Cheeseburger in Paradise}	{20.875340059729172,-156.67994650457723,Lahaina,HI,United States}	{Food,}
2049	Wed Mar 23 02:24:10 +0000 2011	4bae6806f964a52018ae3be3	{Expeditions Ferry to Lahaina}	{20.742284,-156.888035,Lana'i City,HI,United States}	{Travel & Transport,}
