1495	Wed Aug 03 16:13:00 +0000 2011	4bae72d5f964a520bdb33be3	{Fort Mason}	{37.804981961275594,-122.43021368980408,San Francisco,CA,United States}	{Outdoors & Recreation,}
1495	Sat Jul 16 15:43:30 +0000 2011	4c41d255d691c9b612498d0a	{Open Web Camp II}	{37.428116,-122.168626,,,United States}	{Professional & Other Places,}
===
1495	Sun Jun 05 16:03:19 +0000 2011	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Tue May 31 02:12:49 +0000 2011	4b7b62faf964a52043612fe3	{The Lobby Bar}	{37.4048836874942,-121.97664006026916,Santa Clara,CA,United States}	{Nightlife Spot,}
===
1495	Sun May 01 16:02:37 +0000 2011	4a028eeef964a5205d711fe3	{Monterey Bay Aquarium}	{36.617967759196716,-121.90173708022454,Monterey,CA,United States}	{Arts & Entertainment,}
1495	Sat Apr 30 19:49:31 +0000 2011	4a028eeef964a5205d711fe3	{Monterey Bay Aquarium}	{36.617967759196716,-121.90173708022454,Monterey,CA,United States}	{Arts & Entertainment,}
===
1495	Mon Mar 28 14:16:45 +0000 2011	4c545938f5f3d13a61af01fa	{Noriega & 22nd}	{37.75974805418538,-122.47502922213292,Sf,CA,United States}	{Residence,}
1495	Mon Mar 14 16:24:38 +0000 2011	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
===
1495	Wed Feb 02 06:15:43 +0000 2011	4c545938f5f3d13a61af01fa	{Noriega & 22nd}	{37.75974805418538,-122.47502922213292,Sf,CA,United States}	{Residence,}
1495	Fri Jan 28 04:54:36 +0000 2011	4d424842c65bf04dda1553f4	{Cirque Du Mac - Macworld Party}	{37.798031,-122.40453,San Francisco,CA,United States}	{Arts & Entertainment,}
1495	Thu Jan 20 19:59:36 +0000 2011	4a1c397bf964a520257b1fe3	{Greens Restaurant}	{37.80666460115532,-122.43221998214722,San Francisco,CA,United States}	{Food,}
1495	Mon Jan 10 17:15:52 +0000 2011	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Sun Dec 26 22:18:34 +0000 2010	4b01cfa2f964a520a14522e3	{GameStop}	{37.73379039735033,-122.48929235145253,San Francisco,CA,United States}	{Shop & Service,}
===
1495	Sun Nov 14 19:33:57 +0000 2010	4bc90202fb84c9b627501a3e	{Delgadillo's Snow Cap Drive-In}	{35.326173,-112.873082,Seligman,AZ,United States}	{Food,}
===
1495	Sat Sep 18 22:54:07 +0000 2010	4a86ff64f964a520060220e3	{Bashful Bull}	{37.754454,-122.476887,San Francisco,CA,United States}	{Food,}
===
1495	Fri Aug 13 17:52:52 +0000 2010	4c0a8997340720a172938693	{Durham Athletic Park (Old Durham Bulls Park)}	{36.00210437314761,-78.9023494720459,Durham,NC,United States}	{Stadium,Arts & Entertainment,}
===
1495	Wed Jun 09 02:05:53 +0000 2010	4bf88b9c5317a5938b12007f	{Somewhere Around 22nd Ave. & Moraga}	{37.75974805418538,-122.47502922213292,,CA,United States}	{Residence,}
1495	Sun Jun 06 16:21:43 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Sun Jun 06 01:36:38 +0000 2010	4afe618bf964a520482f22e3	{Tuttimelon}	{37.76337635915007,-122.48011887073517,San Francisco,CA,United States}	{Food,}
1495	Fri Jun 04 21:04:20 +0000 2010	4a8ae30ff964a520bc0a20e3	{Trader Joe's}	{37.72666789,-122.476037,San Francisco,CA,United States}	{Shop & Service,Food & Drink Shop,}
1495	Thu Jun 03 23:39:19 +0000 2010	48569af7f964a520ba501fe3	{Bill Graham Civic Auditorium}	{37.77840924430391,-122.41733504634118,San Francisco,CA,United States}	{Arts & Entertainment,}
1495	Fri May 28 20:39:31 +0000 2010	4c002984daf9c9b6e561fbef	{BayCon 2010}	{37.404852,-121.97648105,Santa Clara,CA,United States}	{}
1495	Thu May 20 01:15:39 +0000 2010	4aa56e95f964a5205c4820e3	{Alcatraz Cruises}	{37.80663069443297,-122.40468978881836,San Francisco,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
1495	Tue May 18 20:29:00 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Fri May 07 00:27:21 +0000 2010	4adf59cff964a520ba7921e3	{US Post Office}	{37.763146,-122.480124,San Francisco,CA,United States}	{Professional & Other Places,}
1495	Mon May 03 22:04:34 +0000 2010	4bde2c75ffdec928120be8a1	{Web 2.0 Expo 2010 SF}	{37.783939,-122.402108,San Francisco,CA,United States}	{Professional & Other Places,}
1495	Thu Apr 29 22:38:25 +0000 2010	4a770f7cf964a52076e31fe3	{Tennessee Grill}	{37.743033,-122.478433,San Francisco,CA,United States}	{Food,}
1495	Thu Apr 29 00:53:11 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Tue Apr 27 19:49:56 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Sat Apr 17 03:27:17 +0000 2010	4aecce55f964a5205dcb21e3	{Maison douce ? la maison}	{37.755421,-122.479774,San Francisco,CA,United States}	{}
1495	Fri Apr 16 23:03:59 +0000 2010	4a89be02f964a520de0820e3	{Camera Obscura & Holograph Gallery}	{37.77827498829303,-122.51419365406036,San Francisco,CA,United States}	{Outdoors & Recreation,}
1495	Fri Apr 16 21:59:37 +0000 2010	49d01698f964a520fd5a1fe3	{Golden Gate Bridge}	{37.81700118722001,-122.47821718454361,San Francisco,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
1495	Wed Apr 14 16:21:24 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Mon Apr 12 23:38:21 +0000 2010	4af24fdaf964a52053e721e3	{Fort Mason B201}	{37.80531887114992,-122.42824654374239,San Francisco,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1495	Sun Apr 11 20:54:46 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Sat Apr 10 23:33:48 +0000 2010	4a8ae30ff964a520bc0a20e3	{Trader Joe's}	{37.72666789,-122.476037,San Francisco,CA,United States}	{Shop & Service,Food & Drink Shop,}
1495	Fri Apr 09 21:28:30 +0000 2010	4aecce55f964a5205dcb21e3	{Maison douce ? la maison}	{37.755421,-122.479774,San Francisco,CA,United States}	{}
1495	Tue Apr 06 16:48:31 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1495	Mon Apr 05 00:06:52 +0000 2010	45073758f964a52021391fe3	{San Francisco Caltrain Station}	{37.776642582524694,-122.39486753940582,San Francisco,CA,United States}	{Travel & Transport,Train Station,}
1495	Sun Apr 04 00:41:57 +0000 2010	4afe618bf964a520482f22e3	{Tuttimelon}	{37.76337635915007,-122.48011887073517,San Francisco,CA,United States}	{Food,}
1495	Sat Apr 03 02:55:15 +0000 2010	4a834e63f964a520b6fa1fe3	{BevMo!}	{37.674158070960374,-122.46633662928402,Colma,CA,United States}	{Shop & Service,Food & Drink Shop,}
1495	Fri Apr 02 01:14:37 +0000 2010	4bb54440f562ef3b4cc62e97	{Santa Cruz Surfing Museum}	{36.95169,-122.026688,Santa Cruz,CA,United States}	{Arts & Entertainment,}
1495	Fri Apr 02 00:30:05 +0000 2010	4ac92116f964a520c3be20e3	{Steamer Lane}	{36.95249010029374,-122.02605478368055,Santa Cruz,CA,United States}	{Outdoors & Recreation,Beach,}
1495	Thu Apr 01 22:30:26 +0000 2010	4b118728f964a520917e23e3	{Natural Bridges State Beach}	{36.949908934957286,-122.05638080835342,Santa Cruz,CA,United States}	{Outdoors & Recreation,}
1495	Wed Mar 31 00:52:39 +0000 2010	45697451f964a520e63d1fe3	{San Jose State University}	{37.33522435930639,-121.88129425048828,San Jose,CA,United States}	{College & University,}
1495	Tue Mar 30 20:19:16 +0000 2010	4b6753a0f964a52039482be3	{Hilmar Cheese Company}	{37.41911762434999,-120.85111141204834,Hilmar,CA,United States}	{Professional & Other Places,}
1495	Mon Mar 29 19:24:47 +0000 2010	4bb0fdeff964a520de703ce3	{University of California, Merced}	{37.363301534944654,-120.43175339698792,Merced,CA,United States}	{College Academic Building,College & University,}
1495	Sun Mar 28 22:52:43 +0000 2010	4451c80ef964a520a5321fe3	{Alcatraz Island}	{37.82664990419708,-122.42161989212036,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
