162	Fri Aug 12 05:47:19 +0000 2011	472a9afcf964a520ec4b1fe3	{Palms Thai Restaurant}	{34.10182404654971,-118.3181431889534,Los Angeles,CA,United States}	{Food,}
162	Wed Jul 27 15:17:15 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
162	Tue Jul 26 01:25:53 +0000 2011	4cae288a9cba9521824391d9	{Robata JINYA}	{34.0720712,-118.3656661,Los Angeles,CA,United States}	{Food,}
162	Tue Jul 19 21:13:16 +0000 2011	4c59dec7ec2520a181205012	{Fresh Bites}	{34.098006,-118.363586,Los Angeles,CA,United States}	{Food,}
162	Sun Jul 17 23:27:13 +0000 2011	4afe5a4bf964a520372f22e3	{Stout Burgers & Beers}	{34.099583,-118.32941,Los Angeles,CA,United States}	{Food,}
162	Fri Jul 15 03:11:56 +0000 2011	4b52101cf964a520006527e3	{W Hollywood}	{34.10115665934232,-118.32553702667387,Hollywood,CA,United States}	{Travel & Transport,}
162	Tue Jul 12 22:13:27 +0000 2011	49c3c2ecf964a52074561fe3	{Whole Foods Market}	{34.091532,-118.360822,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
162	Sun Jul 10 02:29:27 +0000 2011	4c00580c147bd13ab08c2a4d	{Cinespia @ Hollywood Forever Cemetery}	{34.08763966042945,-118.31756114959717,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
162	Sat Jul 09 21:37:34 +0000 2011	4c59dec7ec2520a181205012	{Fresh Bites}	{34.098006,-118.363586,Los Angeles,CA,United States}	{Food,}
162	Sat Jul 09 05:22:44 +0000 2011	49e7a508f964a520f6641fe3	{Echoplex}	{34.07754522052585,-118.26026916503906,Los Angeles,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
162	Thu Jul 07 20:09:16 +0000 2011	4c59dec7ec2520a181205012	{Fresh Bites}	{34.098006,-118.363586,Los Angeles,CA,United States}	{Food,}
162	Thu Jul 07 03:57:11 +0000 2011	4b427d68f964a520ead425e3	{The Backyard}	{34.06336121066745,-118.4411358833313,Los Angeles,CA,United States}	{Food,}
===
162	Sat Jun 04 22:41:01 +0000 2011	4b88307ff964a52026e631e3	{Marina City Club}	{33.98521776353636,-118.45283031463623,Marina del Rey,CA,United States}	{Shop & Service,Outdoors & Recreation,}
162	Sun May 29 03:55:38 +0000 2011	4a2c77d0f964a52066971fe3	{Hollywood Forever Cemetery}	{34.0886703629891,-118.31829071044922,Los Angeles,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
162	Wed May 25 15:32:10 +0000 2011	4b6c4932f964a520de2d2ce3	{Los Angeles Superior Stanley Mosk Courthouse}	{34.05532610656368,-118.24698686599731,Los Angeles,CA,United States}	{Government Building,Professional & Other Places,}
162	Wed May 25 05:35:17 +0000 2011	4ad80380f964a520891021e3	{Petit Ermitage}	{34.087173,-118.383818,West Hollywood,CA,United States}	{Travel & Transport,Hotel,}
162	Sun May 22 03:50:13 +0000 2011	4c4a02f342b4d13a99bb977c	{Rooftop Pool At Petit Ermitage}	{34.087129,-118.38378924,West Hollywood,CA,United States}	{Travel & Transport,Hotel,}
162	Sat May 21 05:03:35 +0000 2011	47cedc51f964a520064e1fe3	{The Forum}	{33.95820919323983,-118.34187805652618,Inglewood,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
162	Fri May 20 03:03:32 +0000 2011	4c4a02f342b4d13a99bb977c	{Rooftop Pool At Petit Ermitage}	{34.087129,-118.38378924,West Hollywood,CA,United States}	{Travel & Transport,Hotel,}
162	Sun May 15 18:53:09 +0000 2011	4a46fe3af964a520baa91fe3	{Palihouse}	{34.09077615593482,-118.37545931339264,West Hollywood,CA,United States}	{Nightlife Spot,Travel & Transport,}
162	Sat May 14 04:02:47 +0000 2011	4d784a8e0ddba35d77e03e76	{Lexington Social House}	{34.102208,-118.326423,Hollywood,CA,United States}	{Nightlife Spot,}
162	Sat May 14 02:07:10 +0000 2011	4a46fe3af964a520baa91fe3	{Palihouse}	{34.09077615593482,-118.37545931339264,West Hollywood,CA,United States}	{Nightlife Spot,Travel & Transport,}
162	Sun May 08 16:12:28 +0000 2011	4a65d6a4f964a520a1c71fe3	{Louis Armstrong New Orleans International Airport (MSY)}	{29.984936414376474,-90.25714874267578,Kenner,LA,United States}	{Travel & Transport,}
162	Sat May 07 19:03:30 +0000 2011	4a693f0bf964a520d7cb1fe3	{Lucy's Retired Surfer Bar & Restaurant}	{29.946450560483534,-90.06744377548385,New Orleans,LA,United States}	{Nightlife Spot,Food,}
162	Sat May 07 17:31:49 +0000 2011	4ad4c04df964a52070f320e3	{Acme Oyster House}	{29.954524652898396,-90.06886698548414,New Orleans,LA,United States}	{Nightlife Spot,Food,}
162	Fri May 06 06:34:49 +0000 2011	41326e00f964a52062181fe3	{Blue Nile}	{29.963163647248255,-90.0577928845637,New Orleans,LA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
162	Sat Apr 30 21:36:08 +0000 2011	4bcb6356937ca5930c7aa992	{Zuma Beach}	{34.015352594294775,-118.82190227508545,Malibu,CA,United States}	{Outdoors & Recreation,Beach,}
162	Sat Apr 30 21:31:33 +0000 2011	4a3e9637f964a5201da31fe3	{The Sunset Restaurant & Beach Bar}	{34.01113720750426,-118.81661295890808,Malibu,CA,United States}	{Food,}
162	Sun Apr 24 18:37:05 +0000 2011	4b6760d8f964a5204e4b2be3	{Grizzly Bar at Canyon Lodge}	{37.6445331,-119.00167993,Mammoth Lakes,CA,United States}	{Outdoors & Recreation,Ski Area,}
162	Sun Apr 24 01:00:17 +0000 2011	4b64f3e1f964a520f9db2ae3	{Hyde Lounge - Mammoth}	{37.650422898640116,-118.98522734642029,Mammoth Lakes,CA,United States}	{Food,}
162	Sat Apr 23 20:36:19 +0000 2011	4b423ce4f964a520c5cf25e3	{Mammoth Mountain Ski Resort}	{37.647131175362965,-118.99845600128174,Mammoth Lakes,CA,United States}	{Travel & Transport,Outdoors & Recreation,Ski Area,}
162	Fri Apr 22 18:12:11 +0000 2011	4cbe2ff9b6c4224b6cdceb94	{Mammoth Lakes , CA}	{37.647765633031526,-118.97241395538622,Mammoth Lakes,CA,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,}
162	Fri Apr 01 02:13:29 +0000 2011	4cae288a9cba9521824391d9	{Robata JINYA}	{34.0720712,-118.3656661,Los Angeles,CA,United States}	{Food,}
162	Mon Mar 28 00:11:42 +0000 2011	42893400f964a5205f231fe3	{ArcLight Cinemas Hollywood}	{34.09722897058994,-118.32819077603945,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
===
162	Wed Mar 02 06:17:17 +0000 2011	4b63721cf964a5206f7a2ae3	{The Village At Mammoth}	{37.649645640365875,-118.98455142974854,Mammoth Lakes,CA,United States}	{Nightlife Spot,Outdoors & Recreation,Shop & Service,}
162	Wed Mar 02 01:47:21 +0000 2011	4b71a3f6f964a52003532de3	{Mammoth Yosemite Airport (MMH)}	{37.62731564630475,-118.84180099816979,Mammoth Lakes,CA,United States}	{Travel & Transport,}
162	Wed Mar 02 01:46:48 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
162	Wed Mar 02 00:33:11 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
162	Thu Feb 24 04:56:02 +0000 2011	49fb2882f964a5201e6e1fe3	{Itacho}	{34.076302,-118.34908253,Los Angeles,CA,United States}	{Food,}
162	Tue Feb 22 20:11:28 +0000 2011	4cda0357930af04db29e8297	{The Rooftop Lounge}	{33.532470478280636,-117.77614722126606,Laguna Beach,CA,United States}	{Nightlife Spot,}
162	Tue Feb 22 04:41:40 +0000 2011	4b2c3219f964a52083c324e3	{McCormick & Schmick's Grille}	{33.80376547270642,-117.91110724210739,Anaheim,CA,United States}	{Food,}
162	Tue Feb 22 03:47:25 +0000 2011	4a3ed914f964a5207ea31fe3	{Hilton Anaheim}	{33.80022574641037,-117.9182436519901,Anaheim,CA,United States}	{Travel & Transport,Professional & Other Places,}
162	Mon Feb 21 18:11:24 +0000 2011	4d5de68a5b276dcb140cf3c5	{Keller Williams Family Reunion}	{33.799655511130425,-117.92016506195068,Anaheim,CA,United States}	{Professional & Other Places,}
162	Sun Feb 20 20:35:52 +0000 2011	4d5de68a5b276dcb140cf3c5	{Keller Williams Family Reunion}	{33.799655511130425,-117.92016506195068,Anaheim,CA,United States}	{Professional & Other Places,}
162	Sun Jan 30 19:48:22 +0000 2011	4a87249ef964a520d90220e3	{Toy Factory Lofts}	{34.035867258665,-118.23284913362248,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
162	Wed Jan 19 03:54:09 +0000 2011	4a58e8f1f964a52026b81fe3	{Caffe Primo}	{34.092643,-118.37872624397278,Los Angeles,CA,United States}	{Food,}
162	Sat Jan 08 14:20:09 +0000 2011	5137aa1ef136f327954b880c	{Faena Hotel+Universe}	{-34.61344902609071,-58.36179971694946,Capital Federal,Buenos Aires,Argentina}	{Travel & Transport,}
162	Tue Jan 04 22:00:59 +0000 2011	4b6cb20cf964a520ea4c2ce3	{Aeroporto Internacional Salgado Filho (POA)}	{-29.990474801261527,-51.17749214172363,Porto Alegre,RS,Brazil}	{Travel & Transport,}
162	Sat Jan 01 23:11:56 +0000 2011	4b52611bf964a520617a27e3	{Cafe de La Musique}	{-30.03922900080049,-51.17405891418457,Porto Alegre,RS,Brazil}	{Nightlife Spot,Food,}
162	Tue Dec 28 21:48:35 +0000 2010	4b969a79f964a520f6d734e3	{Aeroporto Internacional Herc?lio Luz (FLN)}	{-27.665019198128515,-48.544979095458984,Florian?polis,SC,Brazil}	{Travel & Transport,}
162	Tue Dec 28 04:39:49 +0000 2010	4b89fb5df964a5200d5a32e3	{Miami International Airport (MIA)}	{25.794984114780963,-80.27576923370361,Miami,FL,United States}	{Travel & Transport,}
162	Fri Dec 24 23:36:22 +0000 2010	4a529b61f964a520cab11fe3	{Saks Fifth Avenue}	{34.067058524760085,-118.40450763702393,Beverly Hills,CA,United States}	{Shop & Service,}
162	Wed Dec 22 01:37:33 +0000 2010	4a58e8f1f964a52026b81fe3	{Caffe Primo}	{34.092643,-118.37872624397278,Los Angeles,CA,United States}	{Food,}
162	Sun Dec 19 02:22:38 +0000 2010	4c23d6b0905a0f4766cb5e60	{Lido Isle}	{33.61112123421268,-117.91506834422803,Newport Beach,CA,United States}	{Outdoors & Recreation,Professional & Other Places,}
162	Fri Dec 17 05:41:34 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Thu Dec 16 04:58:59 +0000 2010	4aca6de1f964a520e7c120e3	{Erewhon Natural Foods Market}	{34.0758612157806,-118.35665702819824,Los Angeles,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
162	Thu Dec 16 04:10:34 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Dec 15 06:28:19 +0000 2010	4a5bc475f964a520bdbb1fe3	{Honda Center}	{33.80785622955976,-117.87656517386878,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
162	Sun Dec 12 19:10:22 +0000 2010	4a87249ef964a520d90220e3	{Toy Factory Lofts}	{34.035867258665,-118.23284913362248,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
162	Sat Dec 11 22:53:24 +0000 2010	4a58e8f1f964a52026b81fe3	{Caffe Primo}	{34.092643,-118.37872624397278,Los Angeles,CA,United States}	{Food,}
162	Fri Dec 10 04:46:07 +0000 2010	4a3fe506f964a5200da41fe3	{BOA Steakhouse}	{34.090180852691354,-118.39245915412903,West Hollywood,CA,United States}	{Food,}
162	Fri Dec 10 04:46:07 +0000 2010	4a3fe506f964a5200da41fe3	{BOA Steakhouse}	{34.090180852691354,-118.39245915412903,West Hollywood,CA,United States}	{Food,}
162	Fri Dec 10 00:05:14 +0000 2010	4b9e48d9f964a52049d736e3	{Chateau Marmont Restaurant Patio}	{34.097306446504355,-118.36863040924072,West Hollywood,CA,United States}	{Nightlife Spot,}
162	Thu Dec 09 22:09:50 +0000 2010	4cae288a9cba9521824391d9	{Robata JINYA}	{34.0720712,-118.3656661,Los Angeles,CA,United States}	{Food,}
162	Thu Dec 09 04:19:28 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Dec 08 04:52:31 +0000 2010	4cae288a9cba9521824391d9	{Robata JINYA}	{34.0720712,-118.3656661,Los Angeles,CA,United States}	{Food,}
162	Tue Dec 07 23:04:28 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Tue Dec 07 20:19:25 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Sun Dec 05 19:55:11 +0000 2010	4a87249ef964a520d90220e3	{Toy Factory Lofts}	{34.035867258665,-118.23284913362248,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
162	Sat Dec 04 07:57:24 +0000 2010	4b9e48d9f964a52049d736e3	{Chateau Marmont Restaurant Patio}	{34.097306446504355,-118.36863040924072,West Hollywood,CA,United States}	{Nightlife Spot,}
162	Fri Dec 03 05:11:40 +0000 2010	4a56b1d6f964a520a8b51fe3	{Montage Beverly Hills}	{34.06792728128631,-118.3986309170723,Beverly Hills,CA,United States}	{Travel & Transport,Hotel,}
162	Thu Dec 02 02:13:21 +0000 2010	4b9b3245f964a52039f935e3	{The Bar Room}	{34.07126224598308,-118.40140700340271,Beverly Hills,CA,United States}	{Nightlife Spot,}
162	Wed Dec 01 21:20:06 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Dec 01 21:19:59 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Dec 01 21:19:56 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Dec 01 21:17:24 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Tue Nov 30 22:36:26 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Tue Nov 30 02:47:59 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Mon Nov 29 00:30:09 +0000 2010	4576ad82f964a520aa3e1fe3	{Beverly Wilshire Beverly Hills - A Four Seasons Hotel}	{34.06689854816261,-118.40075254440308,Beverly Hills,CA,United States}	{Nightlife Spot,Travel & Transport,Food,}
162	Sun Nov 28 23:01:07 +0000 2010	4b9e48d9f964a52049d736e3	{Chateau Marmont Restaurant Patio}	{34.097306446504355,-118.36863040924072,West Hollywood,CA,United States}	{Nightlife Spot,}
162	Sat Nov 27 23:06:36 +0000 2010	4b2948e8f964a5204a9c24e3	{Tulsa International Airport (TUL)}	{36.19083225949517,-95.88918685913086,Tulsa,OK,United States}	{Travel & Transport,}
162	Fri Nov 26 19:56:42 +0000 2010	4b5afe5ff964a520dadd28e3	{Tulsa Firearms}	{36.076848,-95.85069768,Tulsa,OK,United States}	{Professional & Other Places,}
162	Fri Nov 26 01:24:27 +0000 2010	4b0c5ce1f964a520e13b23e3	{Utica Square Shopping Center}	{36.131982562105016,-95.9652328491211,Tulsa,OK,United States}	{Shop & Service,}
162	Thu Nov 25 19:01:01 +0000 2010	4b804593f964a520e96230e3	{Cinemark Tulsa and IMAX?}	{36.058327983243565,-95.85631370544434,Tulsa,OK,United States}	{Arts & Entertainment,Movie Theater,}
162	Tue Nov 23 14:56:01 +0000 2010	4a6cd367f964a520c1d11fe3	{Equinox}	{34.092629,-118.37909,West Hollywood,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
162	Tue Nov 23 00:06:20 +0000 2010	4a58e8f1f964a52026b81fe3	{Caffe Primo}	{34.092643,-118.37872624397278,Los Angeles,CA,United States}	{Food,}
162	Sun Nov 21 05:50:35 +0000 2010	4b9b3245f964a52039f935e3	{The Bar Room}	{34.07126224598308,-118.40140700340271,Beverly Hills,CA,United States}	{Nightlife Spot,}
162	Sat Nov 20 22:48:46 +0000 2010	4aadab18f964a520366120e3	{Flower Street Lofts}	{34.0420199506572,-118.26461076899879,Los Angeles,CA,United States}	{Professional & Other Places,}
162	Fri Nov 19 22:51:40 +0000 2010	4576ad82f964a520aa3e1fe3	{Beverly Wilshire Beverly Hills - A Four Seasons Hotel}	{34.06689854816261,-118.40075254440308,Beverly Hills,CA,United States}	{Nightlife Spot,Travel & Transport,Food,}
162	Fri Nov 19 01:27:54 +0000 2010	4b9b3245f964a52039f935e3	{The Bar Room}	{34.07126224598308,-118.40140700340271,Beverly Hills,CA,United States}	{Nightlife Spot,}
162	Thu Nov 18 18:12:10 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Thu Nov 18 06:17:31 +0000 2010	4a3fe506f964a5200da41fe3	{BOA Steakhouse}	{34.090180852691354,-118.39245915412903,West Hollywood,CA,United States}	{Food,}
162	Thu Nov 18 05:31:29 +0000 2010	4b35624af964a520b22c25e3	{Caff? Roma}	{34.070133571761325,-118.40045213699341,Beverly Hills,CA,United States}	{Food,}
162	Wed Nov 17 21:44:10 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Wed Nov 17 19:33:36 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Tue Nov 16 04:06:05 +0000 2010	4bd6309529eb9c74a4c694e1	{76 Gas Station}	{34.0719130069775,-118.4009151104031,Beverly Hills,CA,United States}	{Shop & Service,}
162	Mon Nov 15 20:36:08 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Mon Nov 15 19:42:00 +0000 2010	4b69af11f964a52062ad2be3	{Bonhams & Butterfields}	{34.098168,-118.355176,Los Angeles,CA,United States}	{Shop & Service,}
162	Mon Nov 15 15:50:14 +0000 2010	40a40c00f964a5201df31ee3	{Runyon Canyon Park}	{34.110383282168506,-118.3505630493164,Los Angeles,CA,United States}	{Outdoors & Recreation,}
162	Sat Nov 13 21:11:28 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Sat Nov 13 06:19:33 +0000 2010	4bd29185462cb71359b7dc07	{Culina, Modern Italian @CulinaLA}	{34.072744846343994,-118.389595,Los Angeles,CA,United States}	{Food,}
162	Fri Nov 12 20:56:41 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Fri Nov 12 20:56:41 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Fri Nov 12 16:46:30 +0000 2010	40a40c00f964a5201df31ee3	{Runyon Canyon Park}	{34.110383282168506,-118.3505630493164,Los Angeles,CA,United States}	{Outdoors & Recreation,}
162	Thu Nov 11 20:14:16 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Thu Nov 11 05:03:07 +0000 2010	4b9b3245f964a52039f935e3	{The Bar Room}	{34.07126224598308,-118.40140700340271,Beverly Hills,CA,United States}	{Nightlife Spot,}
162	Wed Nov 10 22:34:30 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Wed Nov 10 21:55:05 +0000 2010	4aa0960ff964a520154020e3	{sushi sushi}	{34.061135,-118.399062,Beverly Hills,CA,United States}	{Food,}
162	Wed Nov 10 16:40:40 +0000 2010	4aeb555bf964a52012c121e3	{mail and more on hollywood}	{34.10172674887629,-118.34497633363662,Los Angeles,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Tue Nov 09 21:40:14 +0000 2010	4a12d602f964a52092771fe3	{Porta Via}	{34.071188,-118.40133,Beverly Hills,CA,United States}	{Food,}
162	Tue Nov 09 18:49:16 +0000 2010	4a53bb02f964a520aab21fe3	{The Coffee Bean & Tea Leaf}	{34.09821875419708,-118.36235557192163,Los Angeles,CA,United States}	{Food,}
162	Tue Nov 09 18:03:34 +0000 2010	4b68e8f3f964a520ba922be3	{UltraBody Fitness}	{34.08603661719514,-118.34382346731198,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
162	Tue Nov 09 04:10:31 +0000 2010	4a0a463ef964a52098741fe3	{Father's Office}	{34.03034486867974,-118.38460564613342,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
162	Sun Nov 07 19:56:36 +0000 2010	4a53b1bdf964a520a2b21fe3	{Fiddlers Bistro}	{34.070156,-118.3516788482666,Los Angeles,CA,United States}	{Food,}
162	Sat Nov 06 18:27:11 +0000 2010	4b9e48d9f964a52049d736e3	{Chateau Marmont Restaurant Patio}	{34.097306446504355,-118.36863040924072,West Hollywood,CA,United States}	{Nightlife Spot,}
162	Sat Nov 06 05:56:32 +0000 2010	441bda53f964a5204b311fe3	{El Compadre}	{34.097862959525614,-118.35222437224552,Los Angeles,CA,United States}	{Food,}
162	Fri Nov 05 16:32:58 +0000 2010	4b68e8f3f964a520ba922be3	{UltraBody Fitness}	{34.08603661719514,-118.34382346731198,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
162	Thu Nov 04 21:56:57 +0000 2010	4b91de6df964a520acdc33e3	{Soho House}	{34.08948780782094,-118.39279174804688,West Hollywood,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
162	Thu Nov 04 00:33:29 +0000 2010	4a58e8f1f964a52026b81fe3	{Caffe Primo}	{34.092643,-118.37872624397278,Los Angeles,CA,United States}	{Food,}
162	Tue Nov 02 21:36:09 +0000 2010	4af1fdd2f964a520fde421e3	{M Caf?}	{34.07022542556731,-118.40158833932253,Beverly Hills,CA,United States}	{Food,}
162	Mon Nov 01 01:16:21 +0000 2010	4aed9d64f964a520dbcd21e3	{Mother's Restaurant}	{29.948920075057654,-90.06699085235596,New Orleans,LA,United States}	{Food,}
162	Mon Nov 01 00:12:29 +0000 2010	4cc894b25c17b60c5f230405	{Voodoo Main Stage At Voodoo}	{29.991951,-90.09766718,New Orleans,LA,United States}	{Arts & Entertainment,}
162	Sun Oct 31 21:42:39 +0000 2010	4bdf538289ca76b0ccb75d5e	{Voodoo Experience}	{29.990053160608138,-90.0964643061161,New Orleans,LA,United States}	{Music Venue,Arts & Entertainment,}
162	Sat Oct 30 21:34:52 +0000 2010	4bdf538289ca76b0ccb75d5e	{Voodoo Experience}	{29.990053160608138,-90.0964643061161,New Orleans,LA,United States}	{Music Venue,Arts & Entertainment,}
162	Sat Oct 30 19:48:05 +0000 2010	4aa594eef964a520de4820e3	{Desire Oyster Bar}	{29.955521821975708,-90.068386,New Orleans,LA,United States}	{Food,}
162	Sat Oct 30 19:15:35 +0000 2010	4aa594eef964a520de4820e3	{Desire Oyster Bar}	{29.955521821975708,-90.068386,New Orleans,LA,United States}	{Food,}
162	Sat Oct 30 19:14:26 +0000 2010	4aa594eef964a520de4820e3	{Desire Oyster Bar}	{29.955521821975708,-90.068386,New Orleans,LA,United States}	{Food,}
162	Sat Oct 30 16:04:43 +0000 2010	4bb6daf72f70c9b641198630	{Loews Hotel}	{29.948354227309352,-90.06623956207436,New Orleans,LA,United States}	{Travel & Transport,Hotel,}
162	Fri Oct 29 19:26:05 +0000 2010	4aa59477f964a520dd4820e3	{Caf? Du Monde}	{29.957505928636447,-90.06194561719894,New Orleans,LA,United States}	{Food,}
162	Thu Oct 28 01:25:58 +0000 2010	4be99371b3352d7f462254d2	{Keller Williams Realty - Beverly Hills}	{34.07101912029824,-118.40184507845177,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
162	Wed Oct 27 22:58:37 +0000 2010	4ad785e7f964a520c10b21e3	{Cafe Med}	{34.09243765179548,-118.37965965270996,West Hollywood,CA,United States}	{Food,}
162	Wed Oct 27 03:34:59 +0000 2010	4b60852bf964a5204eeb29e3	{Rodeo Drive}	{34.069191517197375,-118.40304851531982,Beverly Hills,CA,United States}	{Travel & Transport,Shop & Service,}
162	Mon Oct 25 03:39:52 +0000 2010	42853f80f964a520fb221fe3	{Universal CityWalk}	{34.136264480547794,-118.35339546203613,Universal City,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
162	Sat Oct 23 03:42:19 +0000 2010	4b00dae2f964a520524122e3	{Sushi Roku}	{34.073318,-118.37480286,Los Angeles,CA,United States}	{Food,}
