28	Fri Aug 12 16:34:29 +0000 2011	4a7db756f964a52053ef1fe3	{Bourne Bridge}	{41.747750439738155,-70.58986186981201,Bourne,MA,United States}	{Travel & Transport,Outdoors & Recreation,}
28	Thu Aug 11 23:39:11 +0000 2011	4a6b5c58f964a5208ece1fe3	{Westchester County Airport (HPN)}	{41.068869044209656,-73.70452880859375,White Plains,NY,United States}	{Travel & Transport,}
28	Wed Aug 10 01:50:33 +0000 2011	4b66df68f964a5203e2e2be3	{JCC}	{40.98333222094689,-73.77731323242188,Scarsdale,NY,United States}	{Shop & Service,Arts & Entertainment,Gym / Fitness Center,}
28	Tue Aug 09 18:31:03 +0000 2011	4ace6c89f964a52078d020e3	{LaGuardia Airport (LGA)}	{40.773839,-73.87122,East Elmhurst,NY,United States}	{Travel & Transport,}
28	Tue Aug 09 16:38:00 +0000 2011	4af3e799f964a52096ef21e3	{Akron?CCanton Airport (CAK)}	{40.91510168015561,-81.43607139587402,North Canton,OH,United States}	{Travel & Transport,}
28	Sun Aug 07 14:06:07 +0000 2011	4bedd517946c0f472e02a363	{Mill Creek Golf Course}	{41.03450340728402,-80.69563214650208,Boardman,OH,United States}	{Outdoors & Recreation,Athletics & Sports,}
28	Fri Aug 05 22:53:39 +0000 2011	4a47e5b9f964a52044aa1fe3	{Cleveland Hopkins International Airport (CLE)}	{41.40875980931533,-81.83945670635418,Cleveland,OH,United States}	{Travel & Transport,}
28	Fri Aug 05 17:12:11 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
28	Fri Aug 05 01:09:28 +0000 2011	4bc9ebcb68f976b056225e83	{Kinetic Cycling}	{34.05283796755305,-118.46687864215056,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
28	Thu Aug 04 04:01:38 +0000 2011	4be22f721dd22d7f49ac93bd	{Back Bay Trail}	{33.64530224875698,-117.87080274915056,Newport beach,CA,United States}	{Outdoors & Recreation,}
28	Thu Aug 04 01:33:44 +0000 2011	4c48e71da3ace21ea04cdc3a	{Vista Point Lookout}	{33.645115,-117.870822,Newport Beach,CA,United States}	{Outdoors & Recreation,}
28	Thu Aug 04 01:00:17 +0000 2011	4b7b0293f964a520ea4b2fe3	{Renaissance ClubSport Aliso Viejo Hotel}	{33.58238831007175,-117.73024441764719,Aliso Viejo,CA,United States}	{Travel & Transport,Shop & Service,Gym / Fitness Center,}
28	Wed Aug 03 02:55:03 +0000 2011	4c32750616adc9282534c29c	{SMC-Track}	{34.01537038029351,-118.47149848937988,Santa Monica,CA,United States}	{College & University,College Stadium,}
28	Tue Aug 02 19:29:03 +0000 2011	4a9043d3f964a520e51620e3	{Santa Monica Stairs}	{34.030907519256246,-118.5112369841196,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
28	Sun Jul 31 13:29:59 +0000 2011	4bc9ebcb68f976b056225e83	{Kinetic Cycling}	{34.05283796755305,-118.46687864215056,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
28	Sat Jul 30 23:44:19 +0000 2011	4a9043d3f964a520e51620e3	{Santa Monica Stairs}	{34.030907519256246,-118.5112369841196,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
28	Sat Jul 30 18:11:31 +0000 2011	4b5b795af964a520f50029e3	{Courtyard Marriott}	{34.0525647688673,-118.4168607795477,Los Angeles,CA,United States}	{Travel & Transport,}
28	Sat Jul 30 04:23:43 +0000 2011	49dd9267f964a5201b601fe3	{Whole Foods Market}	{34.033255,-118.48115813,Santa Monica,CA,United States}	{Shop & Service,Food & Drink Shop,}
28	Sat Jul 30 03:19:01 +0000 2011	4c48e71da3ace21ea04cdc3a	{Vista Point Lookout}	{33.645115,-117.870822,Newport Beach,CA,United States}	{Outdoors & Recreation,}
28	Sat Jul 30 01:13:34 +0000 2011	4be22f721dd22d7f49ac93bd	{Back Bay Trail}	{33.64530224875698,-117.87080274915056,Newport beach,CA,United States}	{Outdoors & Recreation,}
28	Wed Jul 27 03:40:33 +0000 2011	4b397c8cf964a5202c5d25e3	{Antonucci's}	{33.60936549320343,-117.68494606018066,Mission Viejo,CA,United States}	{Food,}
28	Tue Jul 26 05:00:47 +0000 2011	4b8fe021f964a520de6633e3	{Laguns Hills Launderland}	{33.59419865485679,-117.69859373229592,Laguna Hills,CA,United States}	{Shop & Service,}
28	Tue Jul 26 02:09:05 +0000 2011	4be22f721dd22d7f49ac93bd	{Back Bay Trail}	{33.64530224875698,-117.87080274915056,Newport beach,CA,United States}	{Outdoors & Recreation,}
28	Sun Jul 24 20:00:11 +0000 2011	4bc9ebcb68f976b056225e83	{Kinetic Cycling}	{34.05283796755305,-118.46687864215056,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
28	Sun Jul 24 17:24:51 +0000 2011	4a9043d3f964a520e51620e3	{Santa Monica Stairs}	{34.030907519256246,-118.5112369841196,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
28	Sat Jul 23 20:13:14 +0000 2011	4c315114452620a10283200f	{Fisherman's Cove Beach}	{33.54544488978695,-117.7956593276597,Laguna Beach,CA,United States}	{Outdoors & Recreation,}
28	Fri Jul 22 04:24:19 +0000 2011	4be22f721dd22d7f49ac93bd	{Back Bay Trail}	{33.64530224875698,-117.87080274915056,Newport beach,CA,United States}	{Outdoors & Recreation,}
