3196	Sun Aug 07 22:22:24 +0000 2011	4aabe595f964a520c25a20e3	{CuriOdyssey}	{37.589974064008416,-122.31976710585838,San Mateo,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
3196	Sat Aug 06 20:38:17 +0000 2011	4a623b02f964a52074c31fe3	{Electric Works}	{37.777082,-122.412828,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
===
3196	Sun Jul 03 22:41:59 +0000 2011	4c3a462d3849c92891b7c2b1	{Stern Grove Festival}	{37.736117,-122.47899,San Francisco,CA,United States}	{Arts & Entertainment,}
3196	Sat Jun 18 01:50:09 +0000 2011	437e6b00f964a520b82a1fe3	{de Young Museum}	{37.77078258489315,-122.46798992156982,San Francisco,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
===
3196	Sun May 15 00:52:04 +0000 2011	46dd1e5af964a5208e4a1fe3	{Precita Park}	{37.74704951117315,-122.41221070289612,San Francisco,CA,United States}	{Outdoors & Recreation,}
3196	Sat May 14 17:50:05 +0000 2011	4a623b02f964a52074c31fe3	{Electric Works}	{37.777082,-122.412828,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
3196	Fri May 13 23:10:05 +0000 2011	4a623b02f964a52074c31fe3	{Electric Works}	{37.777082,-122.412828,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
3196	Fri May 13 01:33:48 +0000 2011	4bacfe54f964a5203e223be3	{SFAC Gallery}	{37.77997,-122.420306,San Francisco,CA,United States}	{Arts & Entertainment,}
3196	Thu May 12 02:39:12 +0000 2011	4a623b02f964a52074c31fe3	{Electric Works}	{37.777082,-122.412828,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
3196	Wed May 11 23:06:17 +0000 2011	4829cd2af964a520c64f1fe3	{Harvest Urban Market}	{37.776488,-122.411965,San Francisco,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
