2573	Fri Aug 12 02:48:52 +0000 2011	46d36f99f964a520594a1fe3	{SHN Orpheum Theatre}	{37.77931196324254,-122.41477983342365,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
2573	Fri Aug 12 01:00:40 +0000 2011	411ff900f964a520280c1fe3	{Soluna Cafe}	{37.78058042942798,-122.41679856739916,San Francisco,CA,United States}	{Food,}
2573	Thu Aug 11 00:48:53 +0000 2011	4bb904c4b35776b08985c901	{Casa Atalaya}	{37.77624986697748,-122.45238551110403,San Francisco,CA,United States}	{Residence,}
2573	Wed Aug 10 18:46:00 +0000 2011	4c39f4080a71c9b6d34843c9	{Alonzo King LINES Ballet}	{37.78014479060752,-122.41228580474854,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
2573	Wed Aug 10 16:00:22 +0000 2011	4c927696d2e1a14362a4ca26	{Civic Center Fitness}	{37.77870004901331,-122.41591917846394,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2573	Wed Aug 10 13:24:48 +0000 2011	4bb904c4b35776b08985c901	{Casa Atalaya}	{37.77624986697748,-122.45238551110403,San Francisco,CA,United States}	{Residence,}
2573	Tue Aug 09 15:30:22 +0000 2011	4bb904c4b35776b08985c901	{Casa Atalaya}	{37.77624986697748,-122.45238551110403,San Francisco,CA,United States}	{Residence,}
2573	Sun Aug 07 16:45:14 +0000 2011	4bb904c4b35776b08985c901	{Casa Atalaya}	{37.77624986697748,-122.45238551110403,San Francisco,CA,United States}	{Residence,}
2573	Sun Aug 07 04:06:43 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
2573	Sat Aug 06 22:27:07 +0000 2011	4d6c4405d257f04dc99cb849	{DIA Departures}	{39.82219799274586,-104.78565587577728,Denver,CO,United States}	{Travel & Transport,}
2573	Sat Aug 06 19:01:45 +0000 2011	4ae0fd96f964a520588421e3	{Albuquerque International Sunport (ABQ)}	{35.04914613364186,-106.61707878112793,Albuquerque,NM,United States}	{Travel & Transport,}
2573	Fri Aug 05 20:07:39 +0000 2011	4b6c7f39f964a520d63e2ce3	{Lensic Performing Arts Center}	{35.68786919116974,-105.94114601612091,Santa Fe,NM,United States}	{Arts & Entertainment,}
2573	Fri Aug 05 04:22:20 +0000 2011	4bc37d7ddce4eee104a1719d	{Villas De Santa Fe Resort}	{35.6927156577079,-105.9435587072348,Santa Fe,NM,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,}
2573	Thu Aug 04 12:28:44 +0000 2011	4bc37d7ddce4eee104a1719d	{Villas De Santa Fe Resort}	{35.6927156577079,-105.9435587072348,Santa Fe,NM,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,}
2573	Wed Aug 03 18:50:50 +0000 2011	4b777246f964a520f39a2ee3	{City of Leadville}	{39.251065441572656,-106.292724609375,Leadville,CO,United States}	{Travel & Transport,Outdoors & Recreation,}
2573	Wed Aug 03 16:48:28 +0000 2011	4e1a36baaeb7eb0120dcb71f	{CO Rd 154}	{39.47057713535422,-107.2703887284082,Glenwood Spring,CO,United States}	{}
2573	Wed Aug 03 02:06:08 +0000 2011	4c4259cccc410f4717baac61	{Aspen district Theatre}	{39.191025508300164,-106.84886750149896,,,United States}	{Performing Arts Venue,Arts & Entertainment,}
2573	Tue Aug 02 01:56:25 +0000 2011	4c57822dcc96c9b6474a792e	{Il Poggio Ristorante}	{39.20677288236914,-106.95416808128357,Snowmass,CO,United States}	{Food,}
2573	Mon Aug 01 18:28:34 +0000 2011	4b7ef20af964a520640b30e3	{Base Camp Bar & Grill}	{39.20830383616617,-106.94900055733204,Snowmass,CO,United States}	{Nightlife Spot,Food,}
2573	Mon Aug 01 01:36:21 +0000 2011	4c2d4c09260bc92809dc19d3	{Big Hoss Grill}	{39.20680481837287,-106.95363537240677,Snowmass Village,CO,United States}	{Food,}
2573	Sun Jul 31 23:18:13 +0000 2011	4b4ddc1ff964a5209bd926e3	{The Westin Snowmass Resort}	{39.206102423335466,-106.95334137019574,Snowmass,CO,United States}	{Nightlife Spot,Travel & Transport,Shop & Service,Hotel,}
2573	Sun Jul 31 22:22:09 +0000 2011	4a7c18acf964a520e3eb1fe3	{Aspen - Pitkin County Airport (ASE)}	{39.21964261284728,-106.8647484696595,Aspen,CO,United States}	{Travel & Transport,Airport,}
