2349	Fri Aug 12 03:12:12 +0000 2011	4b173471f964a520bec323e3	{The Main Bar}	{39.9562401949704,-83.00011641417049,Columbus,OH,United States}	{Nightlife Spot,}
2349	Thu Aug 11 15:02:08 +0000 2011	4541114bf964a520433c1fe3	{San Diego International Airport (SAN)}	{32.73299611609881,-117.19931602478027,San Diego,CA,United States}	{Travel & Transport,}
2349	Thu Aug 11 00:22:37 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Sun Jul 31 04:54:59 +0000 2011	40e0b100f964a520c2011fe3	{Brick by Brick}	{32.768641,-117.20102,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Thu Jul 28 05:21:11 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Sat Jul 23 03:33:32 +0000 2011	4af629d2f964a520d40122e3	{The World Beat Center}	{32.727173,-117.149513,San Diego,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
2349	Thu Jul 21 04:17:20 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Wed Jul 20 04:05:48 +0000 2011	40e0b100f964a520b0011fe3	{Belly Up Tavern}	{32.99055952142688,-117.27051258087158,Solana Beach,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Fri Jul 15 04:13:26 +0000 2011	40e0b100f964a520b0011fe3	{Belly Up Tavern}	{32.99055952142688,-117.27051258087158,Solana Beach,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Sun Jul 10 06:09:41 +0000 2011	4bcf444dcaff9521aed4ccf0	{The Greek Palace}	{32.83173675903071,-117.13735967874527,San Diego,CA,United States}	{Food,}
2349	Thu Jul 07 04:52:52 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Thu Jun 30 06:04:59 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Sat Jun 25 21:42:17 +0000 2011	4b05cebff964a520a9e322e3	{Island Spice Jamaican Restaurant}	{32.71186172962189,-117.13337123394012,San Diego,CA,United States}	{Food,}
2349	Fri Jun 24 22:19:35 +0000 2011	4a8a271ff964a520f70920e3	{Shades Ocean Front Bistro}	{32.74848098673087,-117.25218247474233,San Diego,CA,United States}	{Outdoors & Recreation,Food,}
2349	Fri Jun 24 20:11:32 +0000 2011	4b3ff376f964a520d1b225e3	{Happy Foot Massage}	{32.82584540895084,-117.15445935070886,San Diego,CA,United States}	{Shop & Service,}
2349	Fri Jun 24 18:42:35 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Mon Jun 20 23:53:39 +0000 2011	4493522af964a5207c341fe3	{Oakland International Airport (OAK)}	{37.71226740592608,-122.21261143684387,Oakland,CA,United States}	{Travel & Transport,}
2349	Fri Jun 17 20:27:56 +0000 2011	4c32c07d7cc0c9b695d3f09a	{Rental Car Center}	{37.73700858770744,-122.2150844335556,Oakland,CA,United States}	{Travel & Transport,}
2349	Thu Jun 16 20:16:03 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Sun Jun 12 21:01:20 +0000 2011	4bc938bc937ca593c48fa592	{Four Points by Sheraton San Diego}	{32.810253477802135,-117.14884757995605,San Diego,CA,United States}	{Travel & Transport,Convention Center,Professional & Other Places,}
2349	Tue Jun 07 02:37:15 +0000 2011	45a8f771f964a5201f411fe3	{South Beach Bar & Grille}	{32.747394486825115,-117.25224807858467,San Diego,CA,United States}	{Nightlife Spot,Food,}
2349	Thu Jun 02 20:37:42 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Thu Jun 02 07:02:02 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Mon May 30 00:19:29 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Sun May 29 23:56:44 +0000 2011	4c76d80093faa093a4f6eefb	{Reggae World}	{32.74851077130827,-117.13637627257202,San Diego,CA,United States}	{Shop & Service,}
2349	Sun May 29 23:43:57 +0000 2011	4b05cebff964a520a9e322e3	{Island Spice Jamaican Restaurant}	{32.71186172962189,-117.13337123394012,San Diego,CA,United States}	{Food,}
2349	Sun May 29 23:43:56 +0000 2011	4b05cebff964a520a9e322e3	{Island Spice Jamaican Restaurant}	{32.71186172962189,-117.13337123394012,San Diego,CA,United States}	{Food,}
2349	Fri May 27 03:58:22 +0000 2011	40e0b100f964a520b0011fe3	{Belly Up Tavern}	{32.99055952142688,-117.27051258087158,Solana Beach,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Tue May 10 04:27:44 +0000 2011	40e0b100f964a520b0011fe3	{Belly Up Tavern}	{32.99055952142688,-117.27051258087158,Solana Beach,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Sun May 01 20:38:26 +0000 2011	4b05cebff964a520a9e322e3	{Island Spice Jamaican Restaurant}	{32.71186172962189,-117.13337123394012,San Diego,CA,United States}	{Food,}
2349	Sat Apr 30 19:54:50 +0000 2011	4cd48d024ebba090fefda8d6	{Laylah's Reggae Kitchen}	{32.75876611835864,-117.07345226252734,San Diego,CA,United States}	{Food,}
2349	Sat Apr 30 03:13:00 +0000 2011	4ca6b801b0b8236ac086a2e6	{Mike's Place}	{32.66659140586853,-115.49815714359283,Calexico,CA,United States}	{Nightlife Spot,}
2349	Thu Apr 28 04:49:50 +0000 2011	40e0b100f964a520de021fe3	{Winstons Beach Club}	{32.747144810463396,-117.25069265,San Diego,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2349	Mon Apr 25 23:28:04 +0000 2011	49dbda35f964a5201e5f1fe3	{Apple Store, Fashion Valley}	{32.7684658716406,-117.165832324545,San Diego,CA,United States}	{Shop & Service,}
