438	Mon Oct 11 15:57:02 +0000 2010	4cb333b3eb65b1f744f581cd	{Cajun Cookers}	{35.680107,-88.823497,Jackson,TN,United States}	{}
438	Mon Oct 11 03:28:04 +0000 2010	4f31615ee4b02344c2b386af	{Buffalo Wild Wings}	{35.66304517346797,-88.85872178413214,Jackson,TN,United States}	{Food,}
438	Mon Oct 11 03:24:14 +0000 2010	4b8bec3cf964a5209ab232e3	{Steak 'n Shake}	{35.6698264894856,-88.8512122371393,Jackson,TN,United States}	{Food,}
438	Sun Oct 10 18:31:30 +0000 2010	4d44989354002c0fa40172c6	{Dairy Queen}	{36.12724469415477,-88.51141524072203,Mc Kenzie,TN,United States}	{Food,}
438	Sun Oct 10 18:29:53 +0000 2010	4f0b808ae4b07aaf558b9c23	{SONIC Drive In}	{36.12857654651589,-88.51105145795688,Mc Kenzie,TN,United States}	{Food,}
438	Sun Oct 10 06:28:37 +0000 2010	4bc0bde674a9a593ab90d0f6	{Krystal's}	{35.65491764,-88.82783655,Jackson,TN,United States}	{Food,}
438	Sun Oct 10 05:11:50 +0000 2010	4ae73e72f964a520b1a921e3	{Memphis International Airport (MEM)}	{35.04447330233545,-89.98188972473145,Memphis,TN,United States}	{Travel & Transport,}
438	Sat Oct 09 22:54:51 +0000 2010	451cfbd2f964a520833a1fe3	{John Wayne Airport (SNA)}	{33.67956837093503,-117.86175727844238,Santa Ana,CA,United States}	{Travel & Transport,}
438	Fri Sep 17 17:55:33 +0000 2010	4c195aacfe5a76b0307e0315	{Petco}	{33.7012428743808,-117.8849744796753,Santa Ana,CA,United States}	{Shop & Service,}
438	Fri Sep 17 17:55:26 +0000 2010	4ace822ef964a520f6d020e3	{Trader Joe's}	{33.701219444230695,-117.88427710533142,Santa Ana,CA,United States}	{Shop & Service,Food & Drink Shop,}
438	Sun Sep 12 11:42:35 +0000 2010	4acbafc4f964a520fbc420e3	{Toronto Pearson International Airport (YYZ)}	{43.680659965522246,-79.61208343505858,Mississauga,ON,Canada}	{Travel & Transport,}
438	Sun Sep 12 04:50:26 +0000 2010	4b897beef964a520c33a32e3	{Dolce Social Ballroom}	{43.643914,-79.402316,Toronto,ON,Canada}	{Nightlife Spot,}
438	Sat Sep 11 13:35:50 +0000 2010	4ad4c05bf964a520abf520e3	{Renaissance Toronto Downtown Hotel}	{43.64245753282774,-79.38977122306824,Toronto,ON,Canada}	{Travel & Transport,}
438	Sat Sep 11 10:46:15 +0000 2010	4acbafc4f964a520fbc420e3	{Toronto Pearson International Airport (YYZ)}	{43.680659965522246,-79.61208343505858,Mississauga,ON,Canada}	{Travel & Transport,}
438	Sun Aug 29 05:23:11 +0000 2010	4b077593f964a520cafd22e3	{Ph? Thang Long}	{33.74434275561615,-117.96166822625115,Westminster,CA,United States}	{Food,}
438	Sat Aug 28 23:33:33 +0000 2010	4b633626f964a520e96a2ae3	{The Flame Broiler}	{33.69035274454717,-117.87999629974365,Costa Mesa,CA,United States}	{Food,}
438	Mon Aug 23 00:46:14 +0000 2010	4ace822ef964a520f6d020e3	{Trader Joe's}	{33.701219444230695,-117.88427710533142,Santa Ana,CA,United States}	{Shop & Service,Food & Drink Shop,}
438	Mon Aug 23 00:46:05 +0000 2010	4c195aacfe5a76b0307e0315	{Petco}	{33.7012428743808,-117.8849744796753,Santa Ana,CA,United States}	{Shop & Service,}
438	Tue Aug 17 23:41:42 +0000 2010	4c195aacfe5a76b0307e0315	{Petco}	{33.7012428743808,-117.8849744796753,Santa Ana,CA,United States}	{Shop & Service,}
438	Fri Aug 13 16:39:09 +0000 2010	4b188579f964a520ccd323e3	{24 Hour Fitness}	{33.690088,-117.879756,Costa Mesa,CA,United States}	{Shop & Service,}
438	Sun Aug 08 17:55:42 +0000 2010	4b95ef41f964a520fbb734e3	{Essex Skyline at MacArthur Place}	{33.698993550831005,-117.86501884460449,Santa Ana,CA,United States}	{Professional & Other Places,}
438	Sat Aug 07 16:55:55 +0000 2010	4c5cb0e46147be9a2f1f9009	{Essex Skyline Men's Spa / Yoga Studio}	{33.69838191603808,-117.86520583753281,Santa Ana,CA,United States}	{Shop & Service,Gym / Fitness Center,}
438	Sat Aug 07 01:03:48 +0000 2010	4c5cb0e46147be9a2f1f9009	{Essex Skyline Men's Spa / Yoga Studio}	{33.69838191603808,-117.86520583753281,Santa Ana,CA,United States}	{Shop & Service,Gym / Fitness Center,}
438	Fri Aug 06 23:47:56 +0000 2010	4b95ef41f964a520fbb734e3	{Essex Skyline at MacArthur Place}	{33.698993550831005,-117.86501884460449,Santa Ana,CA,United States}	{Professional & Other Places,}
438	Fri Aug 06 20:07:33 +0000 2010	4b633626f964a520e96a2ae3	{The Flame Broiler}	{33.69035274454717,-117.87999629974365,Costa Mesa,CA,United States}	{Food,}
438	Thu Aug 05 17:04:21 +0000 2010	4b95ef41f964a520fbb734e3	{Essex Skyline at MacArthur Place}	{33.698993550831005,-117.86501884460449,Santa Ana,CA,United States}	{Professional & Other Places,}
438	Wed Aug 04 19:54:36 +0000 2010	4b78f82bf964a520b6e72ee3	{The Enclave}	{33.69200154697497,-117.87216761401712,Costa Mesa,CA,United States}	{Residence,}
438	Tue Aug 03 23:55:21 +0000 2010	4b95ef41f964a520fbb734e3	{Essex Skyline at MacArthur Place}	{33.698993550831005,-117.86501884460449,Santa Ana,CA,United States}	{Professional & Other Places,}
438	Tue Aug 03 23:48:47 +0000 2010	4b78f82bf964a520b6e72ee3	{The Enclave}	{33.69200154697497,-117.87216761401712,Costa Mesa,CA,United States}	{Residence,}
438	Mon Aug 02 02:21:29 +0000 2010	4b633626f964a520e96a2ae3	{The Flame Broiler}	{33.69035274454717,-117.87999629974365,Costa Mesa,CA,United States}	{Food,}
438	Sun Aug 01 20:24:21 +0000 2010	4b78f82bf964a520b6e72ee3	{The Enclave}	{33.69200154697497,-117.87216761401712,Costa Mesa,CA,United States}	{Residence,}
438	Sun Aug 01 19:52:19 +0000 2010	4c195aacfe5a76b0307e0315	{Petco}	{33.7012428743808,-117.8849744796753,Santa Ana,CA,United States}	{Shop & Service,}
438	Sun Aug 01 19:48:34 +0000 2010	4ace822ef964a520f6d020e3	{Trader Joe's}	{33.701219444230695,-117.88427710533142,Santa Ana,CA,United States}	{Shop & Service,Food & Drink Shop,}
438	Sat Jul 31 23:30:18 +0000 2010	4b4a4693f964a520e98126e3	{OC Fair & Event Center}	{33.66585383619394,-117.9023551940918,Costa Mesa,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
438	Tue Jul 27 02:54:38 +0000 2010	4b633626f964a520e96a2ae3	{The Flame Broiler}	{33.69035274454717,-117.87999629974365,Costa Mesa,CA,United States}	{Food,}
438	Mon Jul 26 20:17:11 +0000 2010	4b95ef41f964a520fbb734e3	{Essex Skyline at MacArthur Place}	{33.698993550831005,-117.86501884460449,Santa Ana,CA,United States}	{Professional & Other Places,}
