2562	Thu Aug 04 22:02:25 +0000 2011	4c2d065c260bc928794b19d3	{Zephyr Cove}	{39.006412381846076,-119.94915962219238,Glenbrook,NV,United States}	{Outdoors & Recreation,Athletics & Sports,}
2562	Sat Jul 23 06:58:30 +0000 2011	4192ab80f964a520011e1fe3	{Lush Lounge}	{37.788125163273115,-122.42038241596269,San Francisco,CA,United States}	{Nightlife Spot,}
2562	Wed Jul 20 21:37:20 +0000 2011	4c0c2d5e009a0f47f047ecbf	{Lincoln Park Golf Course}	{37.783943608372155,-122.49674320220947,San Francisco,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2562	Sat Jul 09 07:51:22 +0000 2011	4ace9765f964a5205ad120e3	{The Parlor}	{37.80702909743741,-122.41918444633484,San Francisco,CA,United States}	{Nightlife Spot,}
2562	Sat Jul 09 06:14:27 +0000 2011	4ace9765f964a5205ad120e3	{The Parlor}	{37.80702909743741,-122.41918444633484,San Francisco,CA,United States}	{Nightlife Spot,}
2562	Fri Jun 24 17:11:45 +0000 2011	4ad4aa68f964a5208de820e3	{Nob Hill Cat Clinic & Hospital}	{37.790739,-122.419813,San Francisco,CA,United States}	{Medical Center,Professional & Other Places,}
2562	Wed Jun 22 19:16:49 +0000 2011	4d25fb31e7a6a35d3cf4dd62	{Fresh & Easy Neighborhood Market}	{37.78233252646689,-122.49285936355591,San Francisco,CA,United States}	{Shop & Service,Food & Drink Shop,}
2562	Wed Jun 22 06:18:57 +0000 2011	42a39200f964a520ec241fe3	{Bar None}	{37.79767968898177,-122.43194612996197,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2562	Wed Jun 15 17:40:49 +0000 2011	4d40440baae1b1f7e84a85f5	{Toast Eatery}	{37.79143420052762,-122.42093546811836,San Francisco,CA,United States}	{Food,}
2562	Wed Jun 15 06:43:07 +0000 2011	42a39200f964a520ec241fe3	{Bar None}	{37.79767968898177,-122.43194612996197,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2562	Wed Jun 15 04:54:20 +0000 2011	42814b00f964a520eb211fe3	{Nick's Crispy Tacos}	{37.796083,-122.42188095,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2562	Thu Jun 09 17:40:26 +0000 2011	4d6eb0930dd3594120800bbc	{R&D Logic}	{37.549471,-122.318147,San Mateo,CA,United States}	{Office,Professional & Other Places,}
2562	Wed Jun 08 01:26:20 +0000 2011	4a689938f964a520a2ca1fe3	{Sofitel San Francisco at Redwood Shores}	{37.5236524557231,-122.2610324940162,Redwood City,CA,United States}	{Travel & Transport,Shop & Service,Gym / Fitness Center,}
2562	Tue May 31 20:34:07 +0000 2011	4a68c412f964a520f5ca1fe3	{Esposto's Delicatessen}	{37.55044140693962,-122.31381593947287,San Mateo,CA,United States}	{Food,}
2562	Sat May 28 19:22:59 +0000 2011	4c0c2d5e009a0f47f047ecbf	{Lincoln Park Golf Course}	{37.783943608372155,-122.49674320220947,San Francisco,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2562	Fri May 27 02:56:14 +0000 2011	49f89f56f964a5200b6d1fe3	{Fly Bar on Sutter}	{37.787990822954356,-122.41828632185113,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2562	Wed May 25 19:50:39 +0000 2011	4c0c2d5e009a0f47f047ecbf	{Lincoln Park Golf Course}	{37.783943608372155,-122.49674320220947,San Francisco,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2562	Tue May 24 17:42:27 +0000 2011	4d6eb0930dd3594120800bbc	{R&D Logic}	{37.549471,-122.318147,San Mateo,CA,United States}	{Office,Professional & Other Places,}
2562	Mon May 23 20:45:25 +0000 2011	4a68c412f964a520f5ca1fe3	{Esposto's Delicatessen}	{37.55044140693962,-122.31381593947287,San Mateo,CA,United States}	{Food,}
2562	Mon May 23 16:43:59 +0000 2011	4d6eb0930dd3594120800bbc	{R&D Logic}	{37.549471,-122.318147,San Mateo,CA,United States}	{Office,Professional & Other Places,}
2562	Sun May 22 05:50:24 +0000 2011	4540820cf964a5203c3c1fe3	{CIRCA}	{37.800714,-122.436477,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2562	Mon May 09 23:35:46 +0000 2011	4a47a834f964a520e6a91fe3	{Starbucks}	{37.79030566848036,-122.42215217260609,San Francisco,CA,United States}	{Food,}
2562	Thu May 05 17:00:32 +0000 2011	4d6eb0930dd3594120800bbc	{R&D Logic}	{37.549471,-122.318147,San Mateo,CA,United States}	{Office,Professional & Other Places,}
