3351	Sat May 21 02:36:43 +0000 2011	50ca02bd245f2d4aa8c2a952	{The Elephant Bar}	{37.59987648908293,-122.36699366326087,Burlingame,CA,United States}	{Food,}
===
3351	Sat Apr 02 15:26:26 +0000 2011	4abee76ff964a5207f9020e3	{Del Mar Fairgrounds}	{32.97407195728699,-117.25815296173096,Del Mar,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
3351	Thu Mar 24 00:56:10 +0000 2011	4c583aeb6201e21e0f272070	{Millie's Restaurant & Bakery}	{34.28074,-118.74420940876007,Simi Valley,CA,United States}	{Food,}
3351	Mon Mar 21 22:36:50 +0000 2011	4cc34e333d7fa1cd4adda45f	{Coldwater Creek - the Spa}	{34.28394187183217,-118.77218733073495,Simi Valley,CA,United States}	{}
3351	Sat Mar 12 20:55:52 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Fri Mar 11 23:34:35 +0000 2011	4a249c96f964a5203b7e1fe3	{The Oaks}	{34.18464833421288,-118.88846397399902,Thousand Oaks,CA,United States}	{Shop & Service,Professional & Other Places,}
3351	Wed Mar 09 20:27:46 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Tue Mar 08 03:15:21 +0000 2011	4a6f98bef964a52094d61fe3	{Bubba Gump Shrimp Co.}	{34.136300001799086,-118.35332572460175,Universal City,CA,United States}	{Food,}
3351	Mon Mar 07 16:13:55 +0000 2011	49f8e70bf964a520386d1fe3	{Sofitel Los Angeles}	{34.07607612971734,-118.37720774127529,Los Angeles,CA,United States}	{Travel & Transport,}
3351	Sat Mar 05 18:18:22 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sat Mar 05 18:18:22 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 27 03:00:04 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
3351	Sun Feb 27 01:02:11 +0000 2011	49f8d75cf964a5202b6d1fe3	{ESPN Zone}	{34.04408101514834,-118.26549410820007,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3351	Sat Feb 26 21:52:10 +0000 2011	4b82ec04f964a5204fed30e3	{The Ranch}	{34.15604139365279,-118.79313384155776,Westlake Village,CA,United States}	{Food,}
3351	Sat Feb 26 19:38:00 +0000 2011	4a1d5840f964a5206d7b1fe3	{Costco}	{34.28345153577205,-118.79621744155884,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
3351	Sat Feb 26 02:29:11 +0000 2011	4c583aeb6201e21e0f272070	{Millie's Restaurant & Bakery}	{34.28074,-118.74420940876007,Simi Valley,CA,United States}	{Food,}
3351	Sat Feb 26 02:29:11 +0000 2011	4c583aeb6201e21e0f272070	{Millie's Restaurant & Bakery}	{34.28074,-118.74420940876007,Simi Valley,CA,United States}	{Food,}
3351	Fri Feb 25 18:30:37 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Fri Feb 25 04:23:18 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Thu Feb 24 18:57:31 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Thu Feb 24 18:40:14 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Thu Feb 24 06:53:31 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Wed Feb 23 20:27:05 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Wed Feb 23 18:48:24 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Tue Feb 22 19:12:13 +0000 2011	49d68225f964a520e15c1fe3	{Romano's Macaroni Grill}	{34.28750871,-118.71726181666666,Simi Valley,CA,United States}	{Food,}
3351	Tue Feb 22 18:13:58 +0000 2011	4b018282f964a520ff4222e3	{Fresh & Easy Neighborhood Market}	{34.287021366040385,-118.70750326924352,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
3351	Mon Feb 21 18:19:52 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
3351	Sun Feb 20 19:14:43 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 20 05:57:38 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Sun Feb 20 02:08:49 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 20 01:11:36 +0000 2011	4aff2c04f964a520633522e3	{El Torito}	{34.280171857225824,-118.76109252904243,Simi Valley,CA,United States}	{Food,}
3351	Sat Feb 19 21:40:03 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Fri Feb 18 03:32:43 +0000 2011	4cc34e333d7fa1cd4adda45f	{Coldwater Creek - the Spa}	{34.28394187183217,-118.77218733073495,Simi Valley,CA,United States}	{}
3351	Thu Feb 17 22:13:36 +0000 2011	4bcfa2dda8b3a59346b3625f	{Go Fish Sushi}	{34.284243675,-118.772263,Simi Valley,CA,United States}	{Food,}
3351	Thu Feb 17 17:11:36 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Thu Feb 17 03:24:45 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
