1832	Wed Aug 10 03:56:58 +0000 2011	4a6beb6ef964a52041d01fe3	{Star Tours - The Adventures Continue}	{33.81201570836017,-117.91795022785664,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
1832	Wed Aug 10 03:37:39 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
1832	Wed Aug 10 03:26:24 +0000 2011	4ac7e458f964a52064ba20e3	{Mickey & Friends Tram}	{33.813526,-117.924671,Anaheim,CA,United States}	{Travel & Transport,Arts & Entertainment,Theme Park,}
1832	Tue Aug 02 23:32:34 +0000 2011	4bbce6f20780952125ebd991	{Arroyo Vista Cafe}	{33.97757649272144,-117.33085717623976,Riverside,CA,United States}	{College & University,}
1832	Tue Aug 02 03:59:19 +0000 2011	4b9c905cf964a520757036e3	{VONS}	{33.904265098991715,-117.47812883950036,Riverside,CA,United States}	{Shop & Service,Food & Drink Shop,}
1832	Tue Aug 02 03:59:19 +0000 2011	4b9c905cf964a520757036e3	{VONS}	{33.904265098991715,-117.47812883950036,Riverside,CA,United States}	{Shop & Service,Food & Drink Shop,}
1832	Sat Jul 30 16:51:47 +0000 2011	4b74e4b3f964a52027f72de3	{Parking Structure X (PSX)}	{34.02043479183309,-118.28209161758423,Los Angeles,CA,United States}	{Professional & Other Places,}
1832	Fri Jul 29 00:26:20 +0000 2011	4d9292adb189721e9980252a	{76 Gas Station}	{33.91181230545044,-117.46094741,,,United States}	{Shop & Service,}
1832	Mon Jul 25 06:02:02 +0000 2011	4cb4f6a73ac93704fbfac80a	{SchoolsFirst Federal Credit Union}	{33.902140788081574,-117.49622105461376,Riverside,CA,United States}	{Shop & Service,}
1832	Sat Jul 23 05:33:51 +0000 2011	4dc99d5b8877242c4802094d	{Mobile Gas Station}	{32.98115,-117.248535,Del Mar,CA,United States}	{Shop & Service,}
1832	Tue Jul 19 04:32:24 +0000 2011	4a8f588ef964a520031520e3	{Regal Riverside Plaza Stadium 16}	{33.955505,-117.39008,Riverside,CA,United States}	{Arts & Entertainment,Movie Theater,}
1832	Tue Jul 19 00:39:31 +0000 2011	4af33d11f964a52007ec21e3	{El Pollo Loco}	{33.902341,-117.475791,Riverside,CA,United States}	{Food,}
