3646	Fri Aug 05 20:29:12 +0000 2011	4bdf254de75c0f479f0bca03	{DDB Roof Patio}	{37.78976167691727,-122.39918173217428,San Francisco,CA,United States}	{Outdoors & Recreation,Professional & Other Places,}
===
3646	Fri Jul 08 15:48:35 +0000 2011	4d5c0d572a31a1cd6bbe43f1	{OMD}	{37.79010528722305,-122.40056463604382,San Francisco,CA,United States}	{Professional & Other Places,}
===
3646	Fri May 20 18:54:34 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
3646	Tue May 17 17:59:58 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3646	Mon May 16 17:40:43 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
===
3646	Fri Apr 01 02:44:02 +0000 2011	3fd66200f964a52059ed1ee3	{Puerto Alegre}	{37.764126117213415,-122.42186458918155,San Francisco,CA,United States}	{Food,}
3646	Thu Mar 31 22:56:18 +0000 2011	4a6dc9d5f964a520fcd21fe3	{Starbucks}	{37.787873652951795,-122.40122437477112,San Francisco,CA,United States}	{Food,}
3646	Thu Mar 31 21:24:17 +0000 2011	4d0aa1876c51a143094fa535	{@jjbert satellite office}	{37.783512,-122.391979,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3646	Thu Mar 31 20:39:12 +0000 2011	4aef729cf964a52088d821e3	{AKQA}	{37.77990451229369,-122.39045242353694,San Francisco,CA,United States}	{Professional & Other Places,}
3646	Mon Mar 28 18:55:04 +0000 2011	4ac549e1f964a52063b120e3	{Academy of Art University - 79NM}	{37.78798014707408,-122.40070845700262,San Francisco,CA,United States}	{College & University,}
3646	Sat Mar 26 23:48:22 +0000 2011	49ceab7df964a520705a1fe3	{Starbucks}	{37.78911579185835,-122.40852534770966,San Francisco,CA,United States}	{Food,}
3646	Sat Mar 26 23:11:17 +0000 2011	42cc7080f964a520e9251fe3	{Apple Store}	{37.7858382684861,-122.406513703784,San Francisco,CA,United States}	{Shop & Service,}
3646	Sat Mar 26 20:25:11 +0000 2011	43cc2651f964a520cb2d1fe3	{Denny's}	{37.78417747387677,-122.40490683601921,San Francisco,CA,United States}	{Food,}
3646	Sat Mar 26 08:03:27 +0000 2011	40f9bd80f964a520ca0a1fe3	{XYZ}	{37.78527484428987,-122.40050554275513,San Francisco,CA,United States}	{Nightlife Spot,}
3646	Sat Mar 26 07:01:10 +0000 2011	40870b00f964a520b0f21ee3	{Amnesia}	{37.75904423204625,-122.42125511169434,San Francisco,CA,United States}	{Nightlife Spot,}
3646	Sat Mar 26 05:24:51 +0000 2011	436bf600f964a520b7291fe3	{Cha Cha Cha}	{37.75980757783538,-122.41914356856302,San Francisco,CA,United States}	{Food,}
3646	Fri Mar 25 03:32:30 +0000 2011	43810e00f964a520e12a1fe3	{Uncle Vito's Pizza}	{37.7900885259379,-122.40885614627267,San Francisco,CA,United States}	{Food,}
3646	Wed Mar 23 04:31:18 +0000 2011	43a9dcaef964a5207f2c1fe3	{John Colins}	{37.78694828403577,-122.40019955118841,San Francisco,CA,United States}	{Nightlife Spot,}
3646	Wed Mar 23 02:31:22 +0000 2011	4ad4d387f964a5200efc20e3	{Lam Research Theater}	{37.784842,-122.401337,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3646	Wed Mar 23 02:24:17 +0000 2011	45dc447bf964a52001431fe3	{Yerba Buena Center for the Arts}	{37.785359635574224,-122.40169644355774,San Francisco,CA,United States}	{Museum,Arts & Entertainment,}
3646	Tue Mar 22 23:51:04 +0000 2011	40f71a80f964a520ae0a1fe3	{ThirstyBear Brewing Company}	{37.78555979757354,-122.39967404803575,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3646	Tue Mar 22 22:50:15 +0000 2011	40943a00f964a520e5f21ee3	{San Francisco Museum of Modern Art}	{37.785758153307654,-122.40112781524657,San Francisco,CA,United States}	{Museum,Arts & Entertainment,}
3646	Tue Mar 22 20:15:34 +0000 2011	4d0aa1876c51a143094fa535	{@jjbert satellite office}	{37.783512,-122.391979,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3646	Tue Mar 22 18:43:51 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
3646	Tue Mar 22 18:27:31 +0000 2011	4bd1e1f1a8b3a593bb9e665f	{The American Grilled Cheese Kitchen}	{37.78241695,-122.392824,San Francisco,CA,United States}	{Food,}
3646	Sun Mar 20 04:36:17 +0000 2011	417ee500f964a520d51d1fe3	{Phoenix Bar}	{37.75984258001487,-122.42125070654357,San Francisco,CA,United States}	{Nightlife Spot,}
3646	Sun Mar 20 03:04:16 +0000 2011	44b95d22f964a52083351fe3	{Big Lantern}	{37.76498702690852,-122.42345734901588,San Francisco,CA,United States}	{Food,}
3646	Tue Mar 15 22:45:47 +0000 2011	49c9ccddf964a52098581fe3	{Nova Bar & Restaurant}	{37.78247031773999,-122.39267081022263,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3646	Tue Mar 15 21:27:49 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
3646	Sun Mar 13 09:57:03 +0000 2011	3fd66200f964a5207aed1ee3	{Lefty O'Doul's}	{37.78717230425624,-122.40866255609095,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3646	Sun Mar 13 07:44:01 +0000 2011	42911d00f964a52000241fe3	{Redwood Room}	{37.78676743395702,-122.41129098769498,San Francisco,CA,United States}	{Nightlife Spot,}
3646	Fri Mar 11 22:14:17 +0000 2011	4d0aa1876c51a143094fa535	{@jjbert satellite office}	{37.783512,-122.391979,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3646	Fri Mar 11 19:31:37 +0000 2011	4bd1e1f1a8b3a593bb9e665f	{The American Grilled Cheese Kitchen}	{37.78241695,-122.392824,San Francisco,CA,United States}	{Food,}
3646	Fri Mar 11 18:36:40 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
3646	Thu Mar 10 18:32:11 +0000 2011	4a6dc9d5f964a520fcd21fe3	{Starbucks}	{37.787873652951795,-122.40122437477112,San Francisco,CA,United States}	{Food,}
3646	Wed Mar 09 03:07:33 +0000 2011	4a29e43ff964a520ef951fe3	{Academy of Art University - Federal}	{37.78306242055963,-122.39236651642128,San Francisco,CA,United States}	{College Academic Building,College & University,}
3646	Wed Mar 02 01:32:46 +0000 2011	45e5a794f964a52042431fe3	{Walgreens}	{37.78912055810647,-122.40863490032162,San Francisco,CA,United States}	{Shop & Service,}
3646	Mon Feb 28 21:34:57 +0000 2011	4ac549e1f964a52063b120e3	{Academy of Art University - 79NM}	{37.78798014707408,-122.40070845700262,San Francisco,CA,United States}	{College & University,}
3646	Mon Feb 28 04:43:25 +0000 2011	469019cbf964a5209f481fe3	{The Cheesecake Factory}	{37.787352202751634,-122.40740954875946,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3646	Mon Feb 28 02:22:51 +0000 2011	4b9ddf0ff964a520e3c036e3	{Chez moi!}	{37.79018693178059,-122.40708340000728,,CA,United States}	{Residence,}
3646	Sun Feb 27 22:59:14 +0000 2011	437e6b00f964a520b72a1fe3	{Ghiradelli Chocolate Marketplace}	{37.8056447,-122.4223745,San Francisco,CA,United States}	{Shop & Service,Food,}
