4066	Fri Aug 12 01:33:58 +0000 2011	4b3a85cff964a520456925e3	{Oregano's Pizza Bistro}	{33.58179567124059,-111.92511677742004,Scottsdale,AZ,United States}	{Food,}
4066	Wed Aug 10 01:20:35 +0000 2011	4a64ae71f964a5207ec61fe3	{Pita Jungle}	{33.58386929977217,-111.92250967025757,Scottsdale,AZ,United States}	{Food,}
4066	Sun Aug 07 01:49:01 +0000 2011	4c717702344437046604275f	{Wildflower Bread Company}	{33.539252866666665,-111.92365286666667,Scottsdale,AZ,United States}	{Food,}
4066	Sat Aug 06 18:07:40 +0000 2011	4b61e0c6f964a520ae282ae3	{Outlets at Anthem}	{33.87390747601462,-112.14873790740967,Anthem,AZ,United States}	{Shop & Service,}
4066	Fri Aug 05 21:56:24 +0000 2011	4493522af964a5207c341fe3	{Oakland International Airport (OAK)}	{37.71226740592608,-122.21261143684387,Oakland,CA,United States}	{Travel & Transport,}
4066	Fri Aug 05 15:10:49 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Thu Aug 04 20:06:49 +0000 2011	45f0353bf964a520ba431fe3	{Cole Valley Cafe}	{37.76859450721914,-122.45055556297302,San Francisco,CA,United States}	{Food,}
4066	Thu Aug 04 02:09:59 +0000 2011	463de5c9f964a5203f461fe3	{Speisekammer}	{37.766064487213704,-122.2401211982562,Alameda,CA,United States}	{Nightlife Spot,Food,}
4066	Wed Aug 03 01:37:13 +0000 2011	482256b2f964a520934f1fe3	{El Torito}	{37.43306819085499,-121.89733564665299,Milpitas,CA,United States}	{Food,}
4066	Tue Aug 02 01:36:58 +0000 2011	47f19ae4f964a520934e1fe3	{Panda Express}	{37.74010241031647,-122.1985673904419,Oakland,CA,United States}	{Food,}
4066	Mon Aug 01 15:22:18 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Sat Jul 30 20:14:47 +0000 2011	49dbd425f964a520145f1fe3	{McClellan-Palomar Airport (CLD)}	{33.12594321975072,-117.27652072906494,Carlsbad,CA,United States}	{Travel & Transport,Airport,}
4066	Sat Jul 30 18:15:08 +0000 2011	4bacfbdff964a5203f213be3	{Carlsbad Premium Outlets}	{33.126266682499754,-117.32128143310547,Carlsbad,CA,United States}	{Shop & Service,}
4066	Sat Jul 30 16:40:39 +0000 2011	4b92c630f964a520801a34e3	{The Grand Deli}	{33.16106231723891,-117.34858425944245,Carlsbad,CA,United States}	{Food,}
4066	Fri Jul 29 19:43:34 +0000 2011	4c8ef9eaad70a143d63b8e0f	{Carlsbad Village}	{33.158966207998944,-117.35125780105591,Carlsbad,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
4066	Fri Jul 29 04:06:09 +0000 2011	4e238e56483b041af20221dd	{Beachwalk Villas}	{33.15620581678073,-117.35161991365833,Carlsbad,CA,United States}	{Travel & Transport,}
4066	Fri Jul 29 03:41:31 +0000 2011	4adbe2b7f964a520f72a21e3	{Sushi Taisho}	{33.15959576620428,-117.35052386996244,Carlsbad,CA,United States}	{Food,}
4066	Thu Jul 28 19:09:10 +0000 2011	4a6fa77df964a520b7d61fe3	{Armenian Cafe}	{33.15644499217397,-117.35054108535536,Carlsbad,CA,United States}	{Food,}
4066	Thu Jul 28 16:38:58 +0000 2011	49dbd425f964a520145f1fe3	{McClellan-Palomar Airport (CLD)}	{33.12594321975072,-117.27652072906494,Carlsbad,CA,United States}	{Travel & Transport,Airport,}
4066	Thu Jul 28 15:21:22 +0000 2011	51351acfb0b998a0d52be4f8	{United Club}	{33.942552232534915,-118.39931190182607,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
4066	Thu Jul 28 11:32:35 +0000 2011	4bbdd0a8a0a0c9b6cc001c0f	{United Club}	{37.61919450195577,-122.38718032836914,San Francisco,CA,United States}	{Travel & Transport,Airport,}
4066	Wed Jul 27 01:20:33 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Tue Jul 26 14:42:07 +0000 2011	4c0afad2340720a12e7c8793	{Diamonds Sports Bar @ Holiday Inn & Suites}	{37.72925893,-122.201605,Oakland,CA,United States}	{Nightlife Spot,}
4066	Tue Jul 26 01:12:09 +0000 2011	4b3912f0f964a520945525e3	{Ghazal Indian Cuisine}	{37.796023,-122.276465,San Francisco,CA,United States}	{Food,}
4066	Mon Jul 25 15:29:00 +0000 2011	455f7a06f964a520933d1fe3	{Balboa Park BART Station}	{37.72100053142698,-122.44691848754883,San Francisco,CA,United States}	{Travel & Transport,}
4066	Mon Jul 25 11:53:12 +0000 2011	51351acfb0b998a0d52be557	{United Airlines Red Carpet Club}	{33.4347786490613,-112.0138260212668,Phoenix,AZ,United States}	{Travel & Transport,Airport,}
4066	Sat Jul 23 00:48:21 +0000 2011	4bbdd0a8a0a0c9b6cc001c0f	{United Club}	{37.61919450195577,-122.38718032836914,San Francisco,CA,United States}	{Travel & Transport,Airport,}
4066	Fri Jul 22 19:42:55 +0000 2011	4c1e9060eac020a10dec49c2	{Skool Restaurant}	{37.76866023683458,-122.40226281712538,San Francisco,CA,United States}	{Food,}
4066	Fri Jul 22 14:55:35 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Fri Jul 22 01:04:07 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Thu Jul 21 15:08:10 +0000 2011	4c0afad2340720a12e7c8793	{Diamonds Sports Bar @ Holiday Inn & Suites}	{37.72925893,-122.201605,Oakland,CA,United States}	{Nightlife Spot,}
4066	Thu Jul 21 02:09:54 +0000 2011	4b087823f964a520850c23e3	{The Blues Jean Bar - SF}	{37.797836100000005,-122.429435,San Francisco,CA,United States}	{Shop & Service,}
4066	Wed Jul 20 19:25:56 +0000 2011	4b57544ef964a520b13128e3	{Livescribe}	{37.7475978395187,-122.20357892671818,Oakland,CA,United States}	{Office,Professional & Other Places,}
4066	Wed Jul 20 11:58:47 +0000 2011	51351acfb0b998a0d52be557	{United Airlines Red Carpet Club}	{33.4347786490613,-112.0138260212668,Phoenix,AZ,United States}	{Travel & Transport,Airport,}
4066	Sun Jul 17 01:44:38 +0000 2011	4b9874aaf964a520ef4235e3	{Redendo's Pizzeria}	{33.61961017261735,-111.87453194144462,Scottsdale,AZ,United States}	{Food,}
4066	Sat Jul 16 05:03:32 +0000 2011	449e9fb9f964a520c0341fe3	{Phoenix Sky Harbor International Airport (PHX)}	{33.43562440517176,-112.00306606318918,Phoenix,AZ,United States}	{Travel & Transport,}
4066	Sat Jul 16 01:57:25 +0000 2011	4bbdd0a8a0a0c9b6cc001c0f	{United Club}	{37.61919450195577,-122.38718032836914,San Francisco,CA,United States}	{Travel & Transport,Airport,}
4066	Fri Jul 15 14:55:36 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Thu Jul 14 19:06:01 +0000 2011	4b6b74f7f964a520010a2ce3	{Yoshino Sushi}	{37.734006,-122.197793,Oakland,CA,United States}	{Food,}
4066	Thu Jul 14 15:04:27 +0000 2011	4c0afad2340720a12e7c8793	{Diamonds Sports Bar @ Holiday Inn & Suites}	{37.72925893,-122.201605,Oakland,CA,United States}	{Nightlife Spot,}
4066	Thu Jul 14 03:11:28 +0000 2011	4b8b16b9f964a520569232e3	{Habana's Cuban Cuisine}	{37.765716235497095,-122.24137876149494,Alameda,CA,United States}	{Food,}
4066	Wed Jul 13 19:15:15 +0000 2011	4b3fcf3cf964a52058af25e3	{Burma Superstar}	{37.76367824285715,-122.24343635,Alameda,CA,United States}	{Food,}
4066	Wed Jul 13 14:39:34 +0000 2011	4c0afad2340720a12e7c8793	{Diamonds Sports Bar @ Holiday Inn & Suites}	{37.72925893,-122.201605,Oakland,CA,United States}	{Nightlife Spot,}
4066	Tue Jul 12 20:33:30 +0000 2011	4a8f7c9ef964a520621520e3	{Ark Chinese Restaurant}	{37.764496,-122.242801,Alameda,CA,United States}	{Food,}
4066	Tue Jul 12 15:19:12 +0000 2011	4c0afad2340720a12e7c8793	{Diamonds Sports Bar @ Holiday Inn & Suites}	{37.72925893,-122.201605,Oakland,CA,United States}	{Nightlife Spot,}
4066	Tue Jul 12 04:45:48 +0000 2011	4aea7e57f964a520bcbb21e3	{Holiday Inn & Suites Oakland Airport}	{37.729223493187995,-122.20146746058916,Oakland,CA,United States}	{Travel & Transport,}
4066	Tue Jul 12 03:30:49 +0000 2011	4a789bbbf964a52004e61fe3	{Starbelly}	{37.76419695376285,-122.43259012699127,San Francisco,CA,United States}	{Food,}
4066	Mon Jul 11 15:07:54 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
4066	Mon Jul 11 12:36:53 +0000 2011	51351acfb0b998a0d52be557	{United Airlines Red Carpet Club}	{33.4347786490613,-112.0138260212668,Phoenix,AZ,United States}	{Travel & Transport,Airport,}
4066	Mon Jul 11 03:23:30 +0000 2011	4bec5140976ac928aed5600b	{FedEx Office Print & Ship Center}	{33.638859,-111.9244,Scottsdale,AZ,United States}	{Shop & Service,}
4066	Sun Jul 10 19:39:52 +0000 2011	4b9874aaf964a520ef4235e3	{Redendo's Pizzeria}	{33.61961017261735,-111.87453194144462,Scottsdale,AZ,United States}	{Food,}
4066	Sun Jul 10 02:46:05 +0000 2011	4a58f911f964a52061b81fe3	{AMF Scottsdale Lanes}	{33.481084366188576,-111.92477345466614,Scottsdale,AZ,United States}	{Food,Arts & Entertainment,}
4066	Sat Jul 09 15:06:47 +0000 2011	4b592388f964a520887e28e3	{Einstein Bros Bagels}	{33.629006525400065,-111.88907582735764,Scottsdale,AZ,United States}	{Food,}
4066	Sat Jul 09 14:32:06 +0000 2011	4b3fb1f7f964a52072ac25e3	{Cobblestone Auto Spa}	{33.62943185164319,-111.89285516738892,Scottsdale,AZ,United States}	{Shop & Service,}
4066	Fri Jul 08 19:13:18 +0000 2011	4b746067f964a52092d82de3	{Fusion Sushi}	{33.628873,-111.889078,Scottsdale,AZ,United States}	{Food,}
4066	Fri Jul 08 19:13:18 +0000 2011	4b746067f964a52092d82de3	{Fusion Sushi}	{33.628873,-111.889078,Scottsdale,AZ,United States}	{Food,}
4066	Thu Jul 07 01:21:20 +0000 2011	4b968ab0f964a5205fd334e3	{Quiznos}	{33.62291157245636,-111.89727794,Scottsdale,AZ,United States}	{Food,}
4066	Wed Jul 06 02:43:37 +0000 2011	47f63db6f964a520a84e1fe3	{Blue Bayou}	{33.81113414381265,-117.921077683568,Anaheim,CA,United States}	{Food,}
