1454	Thu Apr 21 04:01:02 +0000 2011	4106ec80f964a520870b1fe3	{The Fonda Theatre}	{34.10127768296285,-118.32327157258987,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
1454	Sat Apr 02 23:10:17 +0000 2011	437e6b00f964a520c42a1fe3	{Bar 107}	{34.04840077308701,-118.24765711567748,Los Angeles,CA,United States}	{Nightlife Spot,}
===
1454	Wed Jan 05 02:18:59 +0000 2011	4da10b6db3e7236a61ee0179	{Rose City Ballroom}	{34.14523724730843,-118.14291171697421,Pasadena,CA,United States}	{Professional & Other Places,}
1454	Fri Dec 31 02:51:40 +0000 2010	4b3ea0b2f964a520f89f25e3	{LA Fitness}	{34.14245881518659,-118.13295198034845,Pasadena,CA,United States}	{Shop & Service,Food,}
1454	Sat Dec 25 20:47:32 +0000 2010	4ab2d216f964a5208d6c20e3	{Holy Family Church}	{34.104139939203215,-118.15261376955561,Los Angeles,CA,United States}	{}
===
1454	Tue Nov 30 03:45:27 +0000 2010	49bc55d6f964a5202b541fe3	{The York}	{34.12119349955029,-118.20627951217317,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
1454	Mon Nov 29 01:01:23 +0000 2010	4b36c7b4f964a520433c25e3	{Best Buy}	{34.12725936,-118.2649899,Los Angeles,CA,United States}	{Shop & Service,}
===
1454	Sun Sep 19 20:59:11 +0000 2010	4b526b28f964a5205a7c27e3	{Golden Coast Buffet}	{34.088350383333335,-118.14991041666667,Alhambra,CA,United States}	{Food,}
===
1454	Tue Aug 24 04:25:23 +0000 2010	49e27207f964a52016621fe3	{Santa Monica State Beach}	{34.011279502454606,-118.49681854248047,Santa Monica,CA,United States}	{Outdoors & Recreation,Beach,}
1454	Mon Aug 23 00:16:03 +0000 2010	4bdc85cf3904a593b2924e9e	{Gate 2}	{33.81819780858064,-118.14594268798828,Long Beach,CA,United States}	{Travel & Transport,Airport,}
1454	Sun Aug 22 18:19:40 +0000 2010	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
1454	Tue Aug 17 18:54:54 +0000 2010	4a78c015f964a52050e61fe3	{Yummy Cupcakes}	{34.01860737000968,-118.49879264831543,Santa Monica,CA,United States}	{Food,}
1454	Fri Aug 13 03:34:23 +0000 2010	4c2ab449355cef3b3e13cd56	{DTLA ARTWALK 4SQ MEETUP}	{34.0561083183063,-118.24168682098389,los angeles,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1454	Wed Aug 11 20:10:32 +0000 2010	4a78c015f964a52050e61fe3	{Yummy Cupcakes}	{34.01860737000968,-118.49879264831543,Santa Monica,CA,United States}	{Food,}
1454	Sun Aug 08 15:19:00 +0000 2010	4b94124ff964a520df6534e3	{Allen Avenue Self Storage}	{34.15031491418768,-118.11293936145826,Pasadena,CA,United States}	{Professional & Other Places,}
1454	Thu Jul 29 03:14:25 +0000 2010	459ccb9ff964a5209f401fe3	{Rose Bowl Stadium}	{34.16156958726264,-118.1676149368286,Pasadena,CA,United States}	{Stadium,College & University,Arts & Entertainment,College Stadium,}
1454	Fri Jul 23 18:11:33 +0000 2010	4b515d42f964a520ca4b27e3	{Cafe Doma Sushi}	{34.02725020882822,-118.47502814825918,Santa Monica,CA,United States}	{Food,}
1454	Mon Jul 19 23:04:39 +0000 2010	4bad8c3df964a520945a3be3	{Cedars-Sinai Medical Center}	{34.075625719044915,-118.38078618049622,Los Angeles,CA,United States}	{Medical Center,Professional & Other Places,}
1454	Mon Jul 19 03:00:33 +0000 2010	4161e400f964a5206f1d1fe3	{The Hollywood Bowl}	{34.11223093293252,-118.33858966827391,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
1454	Mon Jul 19 02:44:35 +0000 2010	4161e400f964a5206f1d1fe3	{The Hollywood Bowl}	{34.11223093293252,-118.33858966827391,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
1454	Mon Jul 19 02:42:14 +0000 2010	4161e400f964a5206f1d1fe3	{The Hollywood Bowl}	{34.11223093293252,-118.33858966827391,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
1454	Sat Jul 17 09:35:59 +0000 2010	4415b1c5f964a520fd301fe3	{Full House Seafood Restaurant}	{34.066134211361266,-118.23797464370728,Los Angeles,CA,United States}	{Food,}
1454	Sat Jul 17 06:04:38 +0000 2010	4ae500b6f964a520f89f21e3	{The Down & Out}	{34.04743336434946,-118.24970146469961,Los Angeles,CA,United States}	{Nightlife Spot,}
1454	Fri Jul 16 21:15:09 +0000 2010	4b0ac485f964a520852723e3	{Starbucks}	{34.02746973194964,-118.4748342528377,Santa Monica,CA,United States}	{Food,}
1454	Wed Jul 14 18:42:35 +0000 2010	4b124644f964a5205e8923e3	{Yahoo! Center}	{34.02988537267539,-118.47354541279819,Santa Monica,CA,United States}	{Outdoors & Recreation,Office,Professional & Other Places,}
1454	Wed Jul 14 14:01:18 +0000 2010	4b0ac485f964a520852723e3	{Starbucks}	{34.02746973194964,-118.4748342528377,Santa Monica,CA,United States}	{Food,}
1454	Mon Jul 12 00:09:35 +0000 2010	40db6b00f964a5207d011fe3	{Dodger Stadium}	{34.073408462960174,-118.24019819498062,Los Angeles,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
1454	Fri Jul 09 16:15:46 +0000 2010	4b0ac485f964a520852723e3	{Starbucks}	{34.02746973194964,-118.4748342528377,Santa Monica,CA,United States}	{Food,}
