2973	Sun Aug 07 04:14:03 +0000 2011	4b108ab3f964a520777223e3	{UA Olympus Pointe Stadium 12}	{38.757137233248976,-121.25622361574052,Roseville,CA,United States}	{Arts & Entertainment,Movie Theater,}
2973	Sat Jul 16 04:21:48 +0000 2011	4c901de4352da1cdcf310fb2	{Paplanus Casa}	{38.64929120617645,-121.32556878044457,Carmichael,CA,United States}	{Residence,}
2973	Sun Jul 03 00:01:11 +0000 2011	4ceedc5e7db3224b0bd5292e	{Landon's Grandpa & Grandma's House}	{39.110498210064065,-121.64542220948294,Yuba City,CA,United States}	{Residence,}
2973	Sat Jul 02 19:03:51 +0000 2011	4c7eee59171b224b03790fb1	{Hoshalls Salon & Spa}	{38.63415813,-121.32771463333333,Sacramento,CA,United States}	{Shop & Service,}
2973	Fri Jul 01 20:02:00 +0000 2011	49f40719f964a520f76a1fe3	{Sacramento International Airport (SMF)}	{38.692276283389305,-121.59045696258545,Sacramento,CA,United States}	{Travel & Transport,}
2973	Fri Jul 01 01:33:12 +0000 2011	4b88975df964a520f20232e3	{Walmart Supercenter}	{38.703731017420004,-121.33116245269775,Sacramento,CA,United States}	{Shop & Service,}
2973	Sat Jun 25 18:49:02 +0000 2011	4cec3156bb7b6ea82801bbad	{Nimbus Fish Hatchery}	{38.634002929602254,-121.22529029846191,Fair Oaks,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2973	Sat Jun 25 02:19:29 +0000 2011	4bf037d0d4e4d13af60316a7	{Hillsborough Park}	{38.731422455621185,-121.22395992279053,Roseville,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2973	Fri Jun 24 00:26:21 +0000 2011	4b48ef49f964a520245e26e3	{Round Table Pizza}	{38.63841111126902,-121.3295316696167,Carmichael,CA,United States}	{Food,}
2973	Thu Jun 23 04:31:26 +0000 2011	4bd6394d7b1876b0ee488c86	{Dairy Queen}	{38.647116,-121.32848024368286,Carmichael,CA,United States}	{Food,}
2973	Thu Jun 23 04:31:26 +0000 2011	4bd6394d7b1876b0ee488c86	{Dairy Queen}	{38.647116,-121.32848024368286,Carmichael,CA,United States}	{Food,}
2973	Thu Jun 23 01:11:16 +0000 2011	4bdcac5a3904a5934e3d4f9e	{Robert Frost Park}	{38.68052178158756,-121.35381971103742,Sacramento,CA,United States}	{Outdoors & Recreation,}
2973	Thu Jun 23 01:11:15 +0000 2011	4bdcac5a3904a5934e3d4f9e	{Robert Frost Park}	{38.68052178158756,-121.35381971103742,Sacramento,CA,United States}	{Outdoors & Recreation,}
2973	Wed Jun 22 15:04:43 +0000 2011	4be32c8a660ec9287858cb3b	{California Medical Association}	{38.57941389083862,-121.4902013540268,Sacramento,CA,United States}	{Professional & Other Places,}
2973	Wed Jun 22 01:04:33 +0000 2011	4da7a0264b22e9f40df369e1	{Baseball Practice}	{38.60543131828308,-121.35849952697754,,,United States}	{}
2973	Tue Jun 21 15:51:34 +0000 2011	4be32c8a660ec9287858cb3b	{California Medical Association}	{38.57941389083862,-121.4902013540268,Sacramento,CA,United States}	{Professional & Other Places,}
2973	Tue Jun 21 01:24:35 +0000 2011	4b84b5ccf964a520e74131e3	{Walmart Supercenter}	{38.68999014101035,-121.2956178188324,Citrus Heights,CA,United States}	{Shop & Service,}
2973	Mon Jun 20 03:12:58 +0000 2011	4c1ed958920076b0560ac4e9	{Fair Oaks Theatre Festival}	{38.64252660887407,-121.26931749026063,Fair Oaks,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
2973	Sun Jun 19 23:11:26 +0000 2011	4cbb5215035d236a6a7fdf4e	{Sub Depot}	{38.611562848091125,-121.32849097251892,Sacramento,CA,United States}	{Food,}
2973	Sun Jun 19 20:16:27 +0000 2011	4ceedc5e7db3224b0bd5292e	{Landon's Grandpa & Grandma's House}	{39.110498210064065,-121.64542220948294,Yuba City,CA,United States}	{Residence,}
2973	Fri Jun 17 03:57:06 +0000 2011	4b888338f964a5205bfd31e3	{Strings Italian Cafe}	{38.784279377498464,-121.27267594891295,Roseville,CA,United States}	{Food,}
2973	Thu Jun 16 23:52:22 +0000 2011	4c23a8b2f1272d7f0dc981c5	{Kmart}	{38.78285,-121.24128,Rocklin,CA,United States}	{Shop & Service,Clothing Store,}
2973	Thu Jun 16 02:04:35 +0000 2011	4bb2b2b942959c74523c212c	{Panda Express}	{38.66131246089935,-121.354764,Sacramento,CA,United States}	{Food,}
2973	Wed Jun 15 19:38:08 +0000 2011	4b2bfe10f964a52035bf24e3	{SUBWAY}	{38.57910424467062,-121.49002432823181,Sacramento,CA,United States}	{Food,}
2973	Wed Jun 15 15:07:41 +0000 2011	4be32c8a660ec9287858cb3b	{California Medical Association}	{38.57941389083862,-121.4902013540268,Sacramento,CA,United States}	{Professional & Other Places,}
2973	Wed Jun 15 00:33:49 +0000 2011	4da7a0264b22e9f40df369e1	{Baseball Practice}	{38.60543131828308,-121.35849952697754,,,United States}	{}
2973	Tue Jun 14 14:50:19 +0000 2011	4be32c8a660ec9287858cb3b	{California Medical Association}	{38.57941389083862,-121.4902013540268,Sacramento,CA,United States}	{Professional & Other Places,}
2973	Mon Jun 13 15:01:12 +0000 2011	4be32c8a660ec9287858cb3b	{California Medical Association}	{38.57941389083862,-121.4902013540268,Sacramento,CA,United States}	{Professional & Other Places,}
2973	Mon Jun 13 02:50:28 +0000 2011	4db25e3b4b220b5fbb013831	{My Jen's House}	{38.711505401825995,-121.37131638757069,Antelope,CA,United States}	{Residence,}
2973	Sat Jun 11 20:31:21 +0000 2011	4db25e3b4b220b5fbb013831	{My Jen's House}	{38.711505401825995,-121.37131638757069,Antelope,CA,United States}	{Residence,}
2973	Sat Jun 11 17:31:29 +0000 2011	4be389ab21d5a593bd8f1911	{Westwood Park}	{38.715099647835764,-121.30441730362901,Citrus Heights,CA,United States}	{Outdoors & Recreation,}
2973	Sat Jun 11 01:56:58 +0000 2011	4bd2584eb221c9b64399d7d0	{Sleep Train Amphitheatre}	{39.0306942312788,-121.512570977211,Wheatland,CA,United States}	{Arts & Entertainment,}
2973	Sat Jun 11 00:20:33 +0000 2011	4db31f2bcda1c57c823f32cc	{Amber's Party Pad}	{38.646597443332624,-121.30268826061435,Carmichael,CA,United States}	{Residence,}
