269	Thu Aug 11 18:35:22 +0000 2011	4b51cb69f964a520cf5527e3	{San Buenaventura State Beach}	{34.269896134553214,-119.2774486541748,Ventura,CA,United States}	{Outdoors & Recreation,}
269	Tue Aug 09 02:16:52 +0000 2011	4a550f3ff964a520a1b31fe3	{24 Hour Fitness}	{34.15229353423018,-118.25422407190815,Glendale,CA,United States}	{Shop & Service,Gym / Fitness Center,}
269	Sat Aug 06 21:00:13 +0000 2011	4a550f3ff964a520a1b31fe3	{24 Hour Fitness}	{34.15229353423018,-118.25422407190815,Glendale,CA,United States}	{Shop & Service,Gym / Fitness Center,}
269	Fri Aug 05 20:48:38 +0000 2011	4b182a82f964a52025ce23e3	{Le Pain Quotidien}	{34.073466,-118.32379186,Los Angeles,CA,United States}	{Food,}
269	Fri Aug 05 15:03:15 +0000 2011	4d925575b053b60c4aff77cb	{Specialty's Cafe & Bakery}	{34.153787964295965,-118.25464189052582,Glendale,CA,United States}	{Food,}
269	Thu Aug 04 15:09:35 +0000 2011	4d925575b053b60c4aff77cb	{Specialty's Cafe & Bakery}	{34.153787964295965,-118.25464189052582,Glendale,CA,United States}	{Food,}
269	Wed Aug 03 16:34:03 +0000 2011	4ba8e751f964a520aaf839e3	{United States District Court - Central District of California}	{34.05499256478936,-118.24136973301246,Los Angeles,CA,United States}	{Government Building,Professional & Other Places,}
269	Wed Aug 03 15:55:16 +0000 2011	4b9e8d9ef964a52079ee36e3	{Starbucks}	{34.148311988611965,-118.24655771255493,Glendale,CA,United States}	{Food,}
269	Tue Aug 02 16:05:09 +0000 2011	4aa5621df964a520274820e3	{Jack's on Montana}	{34.033962098827814,-118.49281993791304,Santa Monica,CA,United States}	{Food,}
269	Tue Aug 02 02:56:18 +0000 2011	49fb4ccaf964a520326e1fe3	{California Chicken Cafe}	{34.046405715619564,-118.43415409326553,Los Angeles,CA,United States}	{Food,}
269	Tue Aug 02 00:20:43 +0000 2011	4be3a52c1dd22d7f364d97bd	{California Credit Union}	{34.04315547760134,-118.43155569101363,Los Angeles,CA,United States}	{Shop & Service,}
269	Mon Aug 01 18:35:42 +0000 2011	4c3e52a098ea9c746d62c0b5	{Community Bank}	{34.15377711666667,-118.25480503333333,Glendale,CA,United States}	{Shop & Service,}
269	Mon Aug 01 18:35:28 +0000 2011	4b2aca0df964a520afaf24e3	{7-Eleven}	{34.14664648044626,-118.2504082754946,Glendale,CA,United States}	{Shop & Service,}
269	Mon Aug 01 14:52:06 +0000 2011	4d925575b053b60c4aff77cb	{Specialty's Cafe & Bakery}	{34.153787964295965,-118.25464189052582,Glendale,CA,United States}	{Food,}
269	Sun Jul 31 18:27:23 +0000 2011	4b2aca0df964a520afaf24e3	{7-Eleven}	{34.14664648044626,-118.2504082754946,Glendale,CA,United States}	{Shop & Service,}
269	Sun Jul 31 17:15:09 +0000 2011	4ba67849f964a520c05539e3	{Angeleno Heights}	{34.06878976015754,-118.25360164947078,Los Angeles,CA,United States}	{Outdoors & Recreation,}
269	Sat Jul 30 19:03:28 +0000 2011	460a700ef964a520ef441fe3	{Manhattan Beach Pier}	{33.884061752362456,-118.41261863708496,Manhattan Beach,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
269	Sat Jul 30 17:33:09 +0000 2011	4aa09a1ff964a5201c4020e3	{12 + Highland}	{33.88572284133201,-118.40978622436523,Manhattan Beach,CA,United States}	{Nightlife Spot,}
269	Sat Jul 30 16:23:17 +0000 2011	45184de2f964a520513a1fe3	{The Kettle}	{33.885314,-118.409739,Manhattan Beach,CA,United States}	{Food,}
269	Sat Jul 30 16:20:09 +0000 2011	4bd88b4011dcc928bbcaf633	{Manhattan Beach}	{33.89834695102012,-118.42030048370361,Manhattan Beach,CA,United States}	{Outdoors & Recreation,}
269	Fri Jul 29 15:47:39 +0000 2011	4b2aca0df964a520afaf24e3	{7-Eleven}	{34.14664648044626,-118.2504082754946,Glendale,CA,United States}	{Shop & Service,}
269	Fri Jul 29 02:09:15 +0000 2011	49d0782df964a520285b1fe3	{Westside Pavilion Shopping Center}	{34.04034713723197,-118.42693090438843,Los Angeles,CA,United States}	{Shop & Service,}
269	Sun Jul 24 19:59:33 +0000 2011	43ca6968f964a520af2d1fe3	{Olvera Street}	{34.057388285588054,-118.2379800081253,Los Angeles,CA,United States}	{Outdoors & Recreation,Food,Arts & Entertainment,}
269	Sun Jul 24 19:59:19 +0000 2011	49f65012f964a5202f6c1fe3	{Grand Central Market}	{34.050917141747966,-118.24918627738953,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
269	Sun Jul 24 05:57:57 +0000 2011	4d9617c197d06ea889c1fa0a	{City Tavern}	{34.02182645164947,-118.39639663696289,Culver City,CA,United States}	{Food,}
269	Sun Jul 24 03:32:22 +0000 2011	49c9526ff964a52055581fe3	{Rush Street}	{34.02299900275553,-118.39474801324758,Culver City,CA,United States}	{Nightlife Spot,Food,}
269	Sun Jul 24 02:37:38 +0000 2011	4a92fe5df964a5206c1e20e3	{Kay 'n Dave's}	{34.02516794476311,-118.39372622612836,Culver City,CA,United States}	{Nightlife Spot,Food,}
269	Sun Jul 24 02:30:58 +0000 2011	4cd38738558a370452f2c1a6	{Downtown Culver City}	{34.02300307793284,-118.3942682559303,Culver City,CA,United States}	{Outdoors & Recreation,}
269	Sat Jul 23 20:14:09 +0000 2011	4a550f3ff964a520a1b31fe3	{24 Hour Fitness}	{34.15229353423018,-118.25422407190815,Glendale,CA,United States}	{Shop & Service,Gym / Fitness Center,}
269	Thu Jul 21 03:05:14 +0000 2011	4a550f3ff964a520a1b31fe3	{24 Hour Fitness}	{34.15229353423018,-118.25422407190815,Glendale,CA,United States}	{Shop & Service,Gym / Fitness Center,}
269	Sun Jul 17 18:47:58 +0000 2011	4ac5aa87f964a52064b220e3	{Tavern On Brand}	{34.148448,-118.25481853333334,Glendale,CA,United States}	{Nightlife Spot,Food,}
269	Sat Jul 16 19:06:33 +0000 2011	46a7d6e0f964a5204c491fe3	{Hotel Angeleno}	{34.07356287378005,-118.4682188613716,Los Angeles,CA,United States}	{Travel & Transport,}
269	Sat Jul 16 17:26:37 +0000 2011	40a40c00f964a5201df31ee3	{Runyon Canyon Park}	{34.110383282168506,-118.3505630493164,Los Angeles,CA,United States}	{Outdoors & Recreation,}
269	Sat Jul 16 17:19:04 +0000 2011	40a40c00f964a5201df31ee3	{Runyon Canyon Park}	{34.110383282168506,-118.3505630493164,Los Angeles,CA,United States}	{Outdoors & Recreation,}
269	Sat Jul 16 16:48:27 +0000 2011	4dfaad90149557de37aafeba	{Downtown Glendale}	{34.14707524381154,-118.25502922051054,Glendale,CA,United States}	{Outdoors & Recreation,}
269	Sat Jul 16 03:21:57 +0000 2011	4a5945aff964a52025b91fe3	{The Fortune Inn}	{34.146378,-118.25403708,Glendale,CA,United States}	{Food,}
269	Fri Jul 15 23:14:16 +0000 2011	4ba0eab9f964a520dc8637e3	{Coffee Cup}	{34.15368586179572,-118.25546264648438,Glendale,CA,United States}	{Food,}
269	Tue Jul 12 14:42:13 +0000 2011	4aa5621df964a520274820e3	{Jack's on Montana}	{34.033962098827814,-118.49281993791304,Santa Monica,CA,United States}	{Food,}
269	Tue Jul 12 13:42:08 +0000 2011	4b003eddf964a520e93b22e3	{The Coffee Bean & Tea Leaf}	{34.15014708892154,-118.24515982993523,Glendale,CA,United States}	{Food,}
269	Tue Jul 12 02:15:42 +0000 2011	4a550f3ff964a520a1b31fe3	{24 Hour Fitness}	{34.15229353423018,-118.25422407190815,Glendale,CA,United States}	{Shop & Service,Gym / Fitness Center,}
