3065	Sat Aug 06 10:04:50 +0000 2011	4b08f84ef964a520a51323e3	{Molcasalsa Mexican Food}	{33.917615709068066,-117.93231010437012,Fullerton,CA,United States}	{Food,}
3065	Sat Aug 06 04:41:56 +0000 2011	4d51d615bd6ff04de2c4f50c	{Lazy Dog Cafe}	{33.862644,-118.093082,Cerritos,CA,United States}	{Food,}
3065	Fri Aug 05 00:36:55 +0000 2011	4bd0e6e6462cb713d163d907	{Costco Gasoline}	{33.8626827037005,-117.92382175988068,Fullerton,CA,United States}	{Shop & Service,}
3065	Wed Aug 03 02:05:26 +0000 2011	4be722e5cf200f472d52153c	{Ashoka The Great}	{33.86234345,-118.08197979,Artesia,CA,United States}	{Food,}
3065	Tue Aug 02 03:11:43 +0000 2011	4a9053e6f964a5204e1720e3	{Chipotle Mexican Grill}	{33.874549287189055,-117.89009875275809,Fullerton,CA,United States}	{Food,}
3065	Fri Jul 29 05:49:59 +0000 2011	4e3249e345ddcff0a7535a79	{Pomona Valley News Agency}	{34.059079,-117.693981,Ontario,CA,United States}	{Professional & Other Places,}
3065	Fri Jul 29 03:09:03 +0000 2011	4b43e02df964a520ebec25e3	{Red Robin Gourmet Burgers}	{34.10592993917204,-117.53781810949977,Rancho Cucamonga,CA,United States}	{Food,}
3065	Wed Jul 27 03:51:58 +0000 2011	4b673db4f964a52047432be3	{Ralphs}	{33.8469404587297,-118.08265320695948,Lakewood,CA,United States}	{Shop & Service,Food & Drink Shop,}
3065	Mon Jul 25 04:42:51 +0000 2011	4b3e487cf964a520a69a25e3	{Simone's Donuts}	{33.79525019399122,-118.10767009543794,Long Beach,CA,United States}	{Food,}
3065	Sun Jul 24 03:41:35 +0000 2011	4d51d615bd6ff04de2c4f50c	{Lazy Dog Cafe}	{33.862644,-118.093082,Cerritos,CA,United States}	{Food,}
3065	Fri Jul 22 02:53:43 +0000 2011	4e9079a5b8039b4557ec4d7c	{Garden Grove Amphitheater}	{33.777204336930794,-117.94058936936301,Garden Grove,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3065	Thu Jul 21 23:40:14 +0000 2011	4a71d4faf964a520acd91fe3	{Tranquil Tea Lounge}	{33.8723623752594,-117.92469506000002,Fullerton,CA,United States}	{Food,Arts & Entertainment,}
3065	Thu Jul 21 21:31:02 +0000 2011	4c11a039416620a11088d9e4	{Apple Store, Los Cerritos}	{33.862423,-118.093942,Cerritos,CA,United States}	{Shop & Service,}
3065	Tue Jul 19 05:01:03 +0000 2011	4db5a2180cb6729b6aa945b8	{Trader Sam's Enchanted Tiki Bar}	{33.80817833533797,-117.92651653289795,Anaheim,CA,United States}	{Nightlife Spot,}
3065	Tue Jul 19 04:33:50 +0000 2011	47f69cabf964a520b44e1fe3	{Disneyland Hotel}	{33.80893730547816,-117.92692624032497,Anaheim,CA,United States}	{Travel & Transport,Hotel,Professional & Other Places,}
