422	Wed Aug 10 19:16:45 +0000 2011	4e40f99cc65b4f2fdeb0d77f	{Modesto Web Design and WordPress Customization}	{37.673218,-120.94232,Modesto,CA,United States}	{Shop & Service,}
===
422	Mon Jun 13 19:54:47 +0000 2011	4c42444dda3dc928af46cab9	{Buffalo Wings & Rings}	{37.677767,-120.937866,Modesto,CA,United States}	{Food,}
422	Thu Jun 09 21:17:10 +0000 2011	4be968ee9a54a593a7040b11	{Subway}	{37.677459,-120.956919,Modesto,CA,United States}	{Food,}
422	Wed Jun 08 21:35:31 +0000 2011	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Tue Jun 07 23:56:46 +0000 2011	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Fri Jun 03 09:06:50 +0000 2011	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Fri May 20 21:36:04 +0000 2011	4bba146898c7ef3b02a93202	{Modesto Radiology Imaging}	{37.666181326666376,-120.99297292716825,Modesto,CA,United States}	{}
422	Tue May 17 00:29:11 +0000 2011	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
===
422	Tue Apr 19 22:29:49 +0000 2011	4ca275b81ee76dcb5fd7f0dd	{Super cuts}	{37.689726,-120.99515,Modesto,CA,United States}	{Shop & Service,}
422	Thu Apr 07 02:21:23 +0000 2011	4d950d5e647d8cfa1542973d	{Modesto Power}	{37.690228475215044,-120.97451574099553,Modesto,CA,United States}	{Shop & Service,}
422	Mon Apr 04 14:29:06 +0000 2011	4d950d5e647d8cfa1542973d	{Modesto Power}	{37.690228475215044,-120.97451574099553,Modesto,CA,United States}	{Shop & Service,}
===
422	Sun Feb 27 00:53:09 +0000 2011	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Wed Feb 16 00:57:37 +0000 2011	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
===
422	Sat Dec 25 01:12:05 +0000 2010	4cc8c60bbfe1f04de53c0a75	{Grandma & Grandpa Estrada's}	{37.659926246577754,-121.01630785932909,Modesto,CA,United States}	{Residence,}
===
422	Sun Nov 14 20:58:34 +0000 2010	4c42444dda3dc928af46cab9	{Buffalo Wings & Rings}	{37.677767,-120.937866,Modesto,CA,United States}	{Food,}
422	Thu Nov 04 23:51:01 +0000 2010	4bbe41f25ce0d13a07dfdf57	{Hill Chiropractor}	{37.690736,-120.95876,Modesto,CA,United States}	{Shop & Service,}
422	Thu Oct 28 19:09:51 +0000 2010	4bc7ca6c92b376b0a17e503a	{Quiznos}	{37.678705,-120.958256,Modesto,CA,United States}	{Food,}
422	Sun Oct 24 19:15:35 +0000 2010	4c42444dda3dc928af46cab9	{Buffalo Wings & Rings}	{37.677767,-120.937866,Modesto,CA,United States}	{Food,}
===
422	Mon Sep 27 18:28:41 +0000 2010	4b899599f964a520e24332e3	{Picasso's Gourmet Deli}	{37.64038587245352,-121.00032269954681,Modesto,CA,United States}	{Food,Arts & Entertainment,}
422	Sun Sep 19 07:19:54 +0000 2010	4beb8ba8415e20a1f685e6bb	{Nino's Tavern}	{37.71425455,-120.995419,Modesto,CA,United States}	{Nightlife Spot,}
422	Sun Sep 19 05:19:39 +0000 2010	4c2026b2eac020a10c404cc2	{White Hawk Lounge}	{37.69391582485737,-120.99246882283776,Modesto,CA,United States}	{Nightlife Spot,}
422	Sat Sep 18 19:39:39 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sat Sep 18 04:45:53 +0000 2010	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Sun Sep 12 19:02:53 +0000 2010	4c1315891b5cef3b2de0edc4	{Home}	{37.686094,-120.956319,Modesto,CA,United States}	{}
422	Sun Sep 12 16:53:25 +0000 2010	4c04191a9a7920a181ced079	{Stop N Save}	{37.688447307450176,-120.95762453635429,Modesto,CA,United States}	{Shop & Service,}
422	Sun Sep 12 01:46:59 +0000 2010	4c85cb32dc018cfa0705eb6c	{Passion Parties by Sherine}	{37.685941,-120.948078,Modesto,CA,United States}	{Nightlife Spot,}
422	Sat Sep 04 20:54:17 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sat Sep 04 02:23:33 +0000 2010	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Fri Sep 03 03:20:07 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Thu Sep 02 18:24:29 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Mon Aug 30 20:16:25 +0000 2010	4bc7ca6c92b376b0a17e503a	{Quiznos}	{37.678705,-120.958256,Modesto,CA,United States}	{Food,}
422	Sat Aug 28 17:27:52 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Tue Aug 24 03:44:39 +0000 2010	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Mon Aug 23 19:23:57 +0000 2010	4bb7f7103db7b71338da209a	{Strings Italian Cafe}	{37.67886295,-120.958215,,CA,United States}	{Food,}
422	Sun Aug 22 19:25:05 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sun Aug 22 05:39:10 +0000 2010	4c2026b2eac020a10c404cc2	{White Hawk Lounge}	{37.69391582485737,-120.99246882283776,Modesto,CA,United States}	{Nightlife Spot,}
422	Sun Aug 22 05:39:10 +0000 2010	4c2026b2eac020a10c404cc2	{White Hawk Lounge}	{37.69391582485737,-120.99246882283776,Modesto,CA,United States}	{Nightlife Spot,}
422	Sun Aug 22 04:20:10 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Fri Aug 20 03:07:50 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Wed Aug 18 23:06:51 +0000 2010	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Wed Aug 18 23:06:51 +0000 2010	4bdfaebf0ee3a593bb2635b0	{La Casuela Mexican Restaurant & Bar}	{37.739566670890284,-121.12375259399414,Ripon,CA,United States}	{Nightlife Spot,Food,}
422	Mon Aug 16 23:26:22 +0000 2010	4c1315891b5cef3b2de0edc4	{Home}	{37.686094,-120.956319,Modesto,CA,United States}	{}
422	Mon Aug 16 22:14:00 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Mon Aug 16 19:07:48 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sun Aug 15 20:49:44 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sun Aug 15 05:25:58 +0000 2010	4b4ff2e9f964a520201a27e3	{Speakeasy}	{37.641805,-120.997903,Modesto,CA,United States}	{Nightlife Spot,}
422	Sun Aug 15 03:42:44 +0000 2010	4bcc77640687ef3b763fdfcc	{Torii Japanese Steakhouse}	{37.6639687,-120.953503,Modesto,CA,United States}	{Nightlife Spot,Food,}
422	Sat Aug 14 18:05:22 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Fri Aug 13 22:36:00 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Fri Aug 13 04:02:57 +0000 2010	4c805a50d8086dcb29686352	{Applebee's}	{37.7115342,-120.95272471666667,Riverbank,CA,United States}	{Food,}
422	Fri Aug 13 01:06:09 +0000 2010	4c165f2aa9c220a1ce855a9d	{Crossfit Modesto}	{37.7001054173809,-120.99481569070542,,,United States}	{Shop & Service,Gym / Fitness Center,}
422	Wed Aug 11 01:41:53 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
