2558	Fri Aug 05 19:45:21 +0000 2011	4b86f3dbf964a520d4a731e3	{The Dump}	{37.712621883333334,-122.19416320323944,San Leandro,CA,United States}	{}
2558	Wed Jul 27 03:04:30 +0000 2011	4a1b8f74f964a520ff7a1fe3	{Pizzaiolo}	{37.836623,-122.262334,Oakland,CA,United States}	{Food,}
2558	Wed Jul 27 03:04:30 +0000 2011	4a1b8f74f964a520ff7a1fe3	{Pizzaiolo}	{37.836623,-122.262334,Oakland,CA,United States}	{Food,}
2558	Fri Jul 22 16:55:49 +0000 2011	4b62fa69f964a520e25b2ae3	{Nova Cafe}	{45.67939170720693,-111.03267521113791,Bozeman,MT,United States}	{Food,}
2558	Thu Jul 21 18:34:41 +0000 2011	4a8c1eb3f964a520020d20e3	{Cateye Cafe}	{45.67984869791957,-111.03735666137592,Bozeman,MT,United States}	{Food,}
2558	Thu Jun 30 03:31:58 +0000 2011	4b1c4e34f964a520c90524e3	{Boot & Shoe Service}	{37.81285866282477,-122.24683541720094,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Sat Jun 25 23:56:54 +0000 2011	4ae27f53f964a520af8e21e3	{The Lake Chalet Seafood Bar & Grill}	{37.80218359315813,-122.26134820931662,Oakland,CA,United States}	{Food,}
2558	Sat Jun 25 21:40:50 +0000 2011	49ef9cacf964a520d2681fe3	{The New Easy}	{37.81065564007516,-122.24506272715077,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Fri Jun 24 01:50:15 +0000 2011	4b1c4e34f964a520c90524e3	{Boot & Shoe Service}	{37.81285866282477,-122.24683541720094,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Thu Jun 23 19:37:23 +0000 2011	4b2c4d1af964a52088c524e3	{The Foot Spa and Tea Bar}	{37.809314,-122.24978538333333,Oakland,CA,United States}	{Shop & Service,}
2558	Mon Jun 20 02:36:17 +0000 2011	4b1c4e34f964a520c90524e3	{Boot & Shoe Service}	{37.81285866282477,-122.24683541720094,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Fri Jun 17 17:29:59 +0000 2011	4a1b8f74f964a520ff7a1fe3	{Pizzaiolo}	{37.836623,-122.262334,Oakland,CA,United States}	{Food,}
2558	Fri Jun 17 03:56:13 +0000 2011	4b2c4d1af964a52088c524e3	{The Foot Spa and Tea Bar}	{37.809314,-122.24978538333333,Oakland,CA,United States}	{Shop & Service,}
2558	Fri Jun 17 02:19:03 +0000 2011	4b77988bf964a5203ba32ee3	{Grand Oaks Restaurant}	{37.816429,-122.245602,Oakland,CA,United States}	{Nightlife Spot,}
2558	Thu Jun 16 01:25:34 +0000 2011	49e8e0fff964a520a4651fe3	{Flora Restaurant & Bar}	{37.808211,-122.269778,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Wed Jun 15 17:44:08 +0000 2011	4a1b8f74f964a520ff7a1fe3	{Pizzaiolo}	{37.836623,-122.262334,Oakland,CA,United States}	{Food,}
2558	Wed Jun 15 04:17:33 +0000 2011	4b1c4e34f964a520c90524e3	{Boot & Shoe Service}	{37.81285866282477,-122.24683541720094,Oakland,CA,United States}	{Nightlife Spot,Food,}
2558	Tue Jun 14 03:51:33 +0000 2011	42926e80f964a52026241fe3	{Luka's Taproom & Lounge}	{37.811502062250156,-122.26697553916345,Oakland,CA,United States}	{Nightlife Spot,Food,}
