1212	Fri Aug 12 16:32:31 +0000 2011	3fd66200f964a52008e91ee3	{71 Irving Place Coffee & Tea Bar}	{40.73678125878656,-73.98684525426994,New York,NY,United States}	{Food,}
1212	Fri Aug 12 15:53:04 +0000 2011	49d2b2e3f964a520c95b1fe3	{Defonte's of Brooklyn}	{40.73762087965526,-73.98399956524372,New York,NY,United States}	{Food,}
1212	Thu Aug 11 19:09:09 +0000 2011	49d020ebf964a520025b1fe3	{New York Muffins}	{40.717342817756915,-73.95825127574912,Brooklyn,NY,United States}	{Food,}
1212	Thu Aug 11 17:38:09 +0000 2011	4a75d0bef964a52058e11fe3	{The Archive}	{40.73237269919591,-74.00779008865356,New York,NY,United States}	{Residence,}
1212	Thu Aug 11 11:18:07 +0000 2011	43a52546f964a520532c1fe3	{John F. Kennedy International Airport (JFK)}	{40.645089355976346,-73.7845230102539,Jamaica,NY,United States}	{Travel & Transport,}
1212	Thu Aug 11 04:26:44 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
1212	Mon Aug 08 23:45:23 +0000 2011	43067280f964a52023271fe3	{Ferry Building}	{37.795427908882,-122.39362835884094,San Francisco,CA,United States}	{Shop & Service,Government Building,Food & Drink Shop,Professional & Other Places,}
1212	Sun Aug 07 16:02:56 +0000 2011	42853f80f964a5200c231fe3	{Ritual Coffee Roasters}	{37.756501,-122.421146,San Francisco,CA,United States}	{Food,}
1212	Sun Aug 07 07:18:11 +0000 2011	4da5fa6b4df024212d53ddb2	{Radish Research}	{37.75824,-122.41032252904911,San Francisco,CA,United States}	{Arts & Entertainment,}
1212	Sat Aug 06 09:33:30 +0000 2011	3fd66200f964a520a5ec1ee3	{The Endup}	{37.77725115249768,-122.40370652605763,San Francisco,CA,United States}	{Nightlife Spot,}
1212	Thu Aug 04 16:24:00 +0000 2011	40f9bd80f964a520ce0a1fe3	{Boogaloos}	{37.755361,-122.42091178894043,San Francisco,CA,United States}	{Food,}
1212	Thu Aug 04 02:15:06 +0000 2011	4c08a97aa1b32d7fbf6c96f0	{The Summit}	{37.760553988302846,-122.42168006462327,San Francisco,CA,United States}	{Food,}
1212	Wed Aug 03 01:29:38 +0000 2011	4a75206cf964a5209de01fe3	{Revolution Cafe}	{37.7554271459958,-122.41980170806399,San Francisco,CA,United States}	{Food,}
1212	Mon Aug 01 17:48:41 +0000 2011	42853f80f964a5200c231fe3	{Ritual Coffee Roasters}	{37.756501,-122.421146,San Francisco,CA,United States}	{Food,}
1212	Sun Jul 31 20:36:09 +0000 2011	4ab595e1f964a520877520e3	{Mission Dolores Park}	{37.76005771562691,-122.42678658144186,San Francisco,CA,United States}	{Outdoors & Recreation,}
1212	Sun Jul 31 07:19:45 +0000 2011	4b0e35f3f964a520f75523e3	{Manor West}	{37.781815,-122.398757,San Francisco,CA,United States}	{Nightlife Spot,}
1212	Sun Jul 31 06:13:27 +0000 2011	43b6c65cf964a520cf2c1fe3	{Elbo Room}	{37.762549956776844,-122.42149404783852,San Francisco,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
1212	Sun Jul 31 05:08:21 +0000 2011	40870b00f964a520aaf21ee3	{The Liberties Bar}	{37.755201667847224,-122.42328037689437,San Francisco,CA,United States}	{Nightlife Spot,Food,}
1212	Sat Jul 30 22:58:37 +0000 2011	4bf9a5678d30d13a3f960218	{22nd Street Parklet}	{37.75534592574678,-122.42013931274414,San Francisco,CA,United States}	{Outdoors & Recreation,}
1212	Fri Jul 29 15:53:19 +0000 2011	49f12368f964a5208f691fe3	{Live Fit Gym}	{37.76190620841316,-122.42162124874547,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1212	Fri Jul 29 05:10:15 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
1212	Thu Jul 28 19:27:41 +0000 2011	459ecd01f964a520bf401fe3	{Washington Dulles International Airport (IAD)}	{38.95263423449029,-77.44790554046631,Dulles,VA,United States}	{Travel & Transport,}
1212	Thu Jul 28 08:48:33 +0000 2011	4b03a460f964a520f34f22e3	{Z?rich Airport (ZRH)}	{47.45358356183455,8.55809211730957,Z?rich-Flughafen,ZH,Switzerland}	{Travel & Transport,}
1212	Wed Jul 27 21:02:56 +0000 2011	4b2bd005f964a5207fbb24e3	{Bar 63}	{47.379413,8.526176,Z?rich,ZH,Switzerland}	{Nightlife Spot,}
1212	Wed Jul 27 14:57:53 +0000 2011	4b06b7abf964a5200cef22e3	{Technopark}	{47.38919277508262,8.515922004122494,Z?rich,CH,Switzerland}	{College & University,Office,Professional & Other Places,}
1212	Wed Jul 27 10:18:35 +0000 2011	4b56e46af964a520561e28e3	{Noodle House}	{47.390319551354295,8.517659784593326,Z?rich,ZH,Switzerland}	{Food,}
1212	Tue Jul 26 17:37:44 +0000 2011	4b561189f964a520c1fe27e3	{Rosso}	{47.38538301793718,8.51820499995789,Z?rich,ZH,Switzerland}	{Food,}
1212	Tue Jul 26 08:54:11 +0000 2011	4b06b7abf964a5200cef22e3	{Technopark}	{47.38919277508262,8.515922004122494,Z?rich,CH,Switzerland}	{College & University,Office,Professional & Other Places,}
1212	Mon Jul 25 18:14:41 +0000 2011	4b24117bf964a520576024e3	{Les Halles}	{47.387882,8.518613,Z?rich,ZH,Switzerland}	{Shop & Service,Food,}
1212	Mon Jul 25 17:11:52 +0000 2011	4c8b7e616418a143ea80e9ce	{Kiosk Josefsweise}	{47.386089,8.522887,Zurich,ZH,Switzerland}	{Shop & Service,Food,}
1212	Sat Jul 23 15:10:15 +0000 2011	4aa7f8a2f964a5205c4e20e3	{Panera Bread}	{42.34306611216222,-71.12245150217326,Brookline,MA,United States}	{Food,}
1212	Sat Jul 23 02:38:44 +0000 2011	4b96aba8f964a520e2dc34e3	{Russell House Tavern}	{42.373137668004134,-71.11951231956482,Cambridge,MA,United States}	{Nightlife Spot,Food,}
