2862	Fri Aug 12 15:51:08 +0000 2011	4acbc3fbf964a52013c620e3	{Gateway Arch}	{38.624733131038525,-90.18470764160156,St Louis,MO,United States}	{Government Building,Museum,Arts & Entertainment,Professional & Other Places,}
2862	Thu Aug 11 18:29:23 +0000 2011	4bf06f7a3a15d13af78e3e9f	{Record Exchange}	{38.58240382,-90.29300357,Saint Louis,MO,United States}	{Shop & Service,}
2862	Tue Aug 09 22:56:05 +0000 2011	4acbc3faf964a520b8c520e3	{The Royale}	{38.60399746776081,-90.26921331882477,Saint Louis,MO,United States}	{Nightlife Spot,Food,}
2862	Mon Aug 01 00:36:46 +0000 2011	4c3a541f1e06d13a2a307b3e	{Summer Concerts in the Park}	{33.88844512590993,-118.3858808617579,Manhattan Beach,CA,United States}	{Arts & Entertainment,}
2862	Sun Jul 17 17:24:39 +0000 2011	4b91c6abf964a52093d633e3	{Faith UMC}	{33.86619951666667,-118.316094,Torrance,CA,United States}	{Spiritual Center,Professional & Other Places,}
2862	Sun Jul 10 20:37:05 +0000 2011	4c1393d2b7b9c928ccb7a937	{Los Angeles High School}	{34.055909210547554,-118.33240985870361,Los Angeles,CA,United States}	{College & University,School,Professional & Other Places,}
2862	Sun Jul 10 17:00:06 +0000 2011	4b81dea7f964a520f9c130e3	{Manhattan Beach Middle School}	{33.889221411714956,-118.3839636842177,Manhattan Beach,CA,United States}	{Professional & Other Places,}
2862	Sat Jul 09 17:58:46 +0000 2011	4a1efb0df964a520f37b1fe3	{Manhattan Bread & Bagel}	{33.89187231868546,-118.39564329209114,Manhattan Beach,CA,United States}	{Food,}
2862	Sat Jul 09 17:53:53 +0000 2011	4c77cb45923ba1436a1568e6	{Patterson Cleaners}	{33.892395916666665,-118.395691,Manhattan Beach,CA,United States}	{Shop & Service,}
2862	Tue Jul 05 03:43:05 +0000 2011	4a86f7a6f964a520d40120e3	{Recreation Park}	{33.9215606471095,-118.41237104365513,El Segundo,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2862	Sun Jul 03 20:15:10 +0000 2011	4a0f2a00f964a52038761fe3	{Original Tommy's Hamburgers}	{34.10195111,-118.31775,Hollywood,CA,United States}	{Food,}
2862	Sun Jun 26 17:12:45 +0000 2011	4b91c6abf964a52093d633e3	{Faith UMC}	{33.86619951666667,-118.316094,Torrance,CA,United States}	{Spiritual Center,Professional & Other Places,}
2862	Sun Jun 19 04:18:11 +0000 2011	47383924f964a520444c1fe3	{Santa Monica Pier}	{34.00842244098263,-118.49856197834015,Santa Monica,CA,United States}	{Travel & Transport,}
2862	Sun Jun 19 02:49:01 +0000 2011	4a2dcbcbf964a520f4971fe3	{La Caba?a Restaurant}	{34.00095977985042,-118.46808198841582,Venice,CA,United States}	{Food,}
2862	Thu Jun 16 23:44:44 +0000 2011	4b847ceef964a520633831e3	{Hard Rock Cafe Hollywood}	{34.1015442022264,-118.34043502807616,Hollywood,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
2862	Thu Jun 16 23:43:18 +0000 2011	4dcda2331850aa6414cdd7f2	{Hard Rock's 40th Anniversary Memorabilia Tour Bus}	{43.0863478401295,-79.06404376029968,Niagara Falls,NY,Canada}	{Food,Arts & Entertainment,}
2862	Sat Jun 11 18:02:20 +0000 2011	4ac6b1a9f964a520d8b520e3	{Tomboy's World Famous Chili Hamburgers}	{33.88724917602391,-118.38017491184245,Manhattan Beach,CA,United States}	{Food,}
2862	Wed Jun 08 15:34:51 +0000 2011	4a94ce82f964a5207e2220e3	{Irvine Marriott Hotel}	{33.678362805141845,-117.8499021547686,Irvine,CA,United States}	{Travel & Transport,Shop & Service,Food,Gym / Fitness Center,}
2862	Tue May 31 20:25:57 +0000 2011	4abe3d2ef964a5202a8c20e3	{Red Carpet Car Wash}	{33.894410133361816,-118.39564039,Manhattan Beach,CA,United States}	{Shop & Service,}
2862	Mon May 30 21:42:44 +0000 2011	4bc687b451b376b0a9cd1b6f	{Gabrielino High School}	{34.08314927509915,-118.0912783495337,San Gabriel,CA,United States}	{School,Professional & Other Places,}
2862	Sun May 29 23:22:45 +0000 2011	4bc687b451b376b0a9cd1b6f	{Gabrielino High School}	{34.08314927509915,-118.0912783495337,San Gabriel,CA,United States}	{School,Professional & Other Places,}
2862	Sun May 29 21:06:43 +0000 2011	4c5608ea73fd2d7f54acd5ce	{Metlox - Manhattan Beach}	{33.885976,-118.408416,Manhattan Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,}
2862	Sun May 29 02:18:04 +0000 2011	4a4c3037f964a5201fad1fe3	{McCormick & Schmick's}	{33.90253676273381,-118.38830173015594,El Segundo,CA,United States}	{Food,}
2862	Sat May 28 22:22:21 +0000 2011	4bc687b451b376b0a9cd1b6f	{Gabrielino High School}	{34.08314927509915,-118.0912783495337,San Gabriel,CA,United States}	{School,Professional & Other Places,}
2862	Wed May 25 20:55:42 +0000 2011	4b15503df964a5202eb023e3	{Petco Park}	{32.707559779610634,-117.15702295303345,San Diego,CA,United States}	{Stadium,Arts & Entertainment,}
2862	Thu May 19 16:24:51 +0000 2011	4b269deef964a520677e24e3	{Hyatt Regency Orange County}	{33.78977430246465,-117.91652262210846,Garden Grove,CA,United States}	{Travel & Transport,}
2862	Thu May 19 15:33:14 +0000 2011	4b269deef964a520677e24e3	{Hyatt Regency Orange County}	{33.78977430246465,-117.91652262210846,Garden Grove,CA,United States}	{Travel & Transport,}
2862	Fri May 13 13:55:36 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2862	Fri May 13 13:53:21 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2862	Sun May 01 16:52:19 +0000 2011	4d867b0dd5fab60cc7f30c9c	{Gardena Municipal Gym}	{33.884793469682,-118.30588293349261,,,United States}	{Shop & Service,Gym / Fitness Center,}
2862	Sun May 01 02:49:54 +0000 2011	4ada655cf964a5203f2221e3	{Directors Guild of America}	{34.09774572976693,-118.3624167562021,Los Angeles,CA,United States}	{Arts & Entertainment,}
2862	Sat Apr 30 18:42:50 +0000 2011	4d867b0dd5fab60cc7f30c9c	{Gardena Municipal Gym}	{33.884793469682,-118.30588293349261,,,United States}	{Shop & Service,Gym / Fitness Center,}
2862	Fri Apr 29 01:08:05 +0000 2011	4b81dea7f964a520f9c130e3	{Manhattan Beach Middle School}	{33.889221411714956,-118.3839636842177,Manhattan Beach,CA,United States}	{Professional & Other Places,}
===
2862	Sun Apr 03 17:32:35 +0000 2011	4b91c6abf964a52093d633e3	{Faith UMC}	{33.86619951666667,-118.316094,Torrance,CA,United States}	{Spiritual Center,Professional & Other Places,}
2862	Sat Apr 02 20:37:20 +0000 2011	49fcbdbbf964a520d76e1fe3	{Jersey Mike's Subs}	{33.901295,-118.37341534,Hawthorne,CA,United States}	{Food,}
