271	Tue Aug 09 20:39:08 +0000 2011	42853f80f964a5200c231fe3	{Ritual Coffee Roasters}	{37.756501,-122.421146,San Francisco,CA,United States}	{Food,}
271	Tue Aug 09 01:09:06 +0000 2011	49dad092f964a520b25e1fe3	{Udupi Palace}	{37.756739850048035,-122.42110691369511,San Francisco,CA,United States}	{Food,}
271	Sun Aug 07 22:41:59 +0000 2011	47d868cff964a5202e4e1fe3	{Elephant Bar}	{37.671694530514436,-122.47022151947021,Daly City,CA,United States}	{Food,}
271	Sun Aug 07 20:08:29 +0000 2011	4a10653af964a520b8761fe3	{Century 20 Daly City}	{37.70204337103294,-122.4706042437562,Daly City,CA,United States}	{Arts & Entertainment,}
271	Thu Aug 04 02:27:10 +0000 2011	4a10653af964a520b8761fe3	{Century 20 Daly City}	{37.70204337103294,-122.4706042437562,Daly City,CA,United States}	{Arts & Entertainment,}
271	Thu Aug 04 01:59:51 +0000 2011	4b8d7734f964a52052fd32e3	{88 Rice Bowl}	{37.702179197230194,-122.47068163411981,Daly City,CA,United States}	{Food,}
271	Wed Aug 03 15:34:37 +0000 2011	49c42510f964a5209d561fe3	{Starbucks}	{37.77665106264782,-122.39327430725098,San Francisco,CA,United States}	{Food,}
271	Tue Aug 02 00:55:54 +0000 2011	4beed267e8c3c9282b309992	{Great Clips}	{37.7438961,-122.439961,San Francisco,CA,United States}	{Shop & Service,}
271	Sun Jul 31 00:15:48 +0000 2011	4e34978262e17d29082b5e8a	{Oakland A's Beerfest}	{37.75238839784399,-122.19885716544763,Oakland,CA,United States}	{Nightlife Spot,Arts & Entertainment,Residence,}
271	Sat Jul 30 22:48:51 +0000 2011	430e5b80f964a52043271fe3	{O.co Coliseum}	{37.75141203122262,-122.200927734375,Oakland,CA,United States}	{Stadium,Arts & Entertainment,}
271	Sat Jul 30 21:53:21 +0000 2011	4b6c7db0f964a520633e2ce3	{BART: Transbay Tube}	{37.80639334694058,-122.3052978515625,Oakland,CA,United States}	{Travel & Transport,}
271	Fri Jul 29 00:53:12 +0000 2011	49c1e871f964a520de551fe3	{Mikado Sushi}	{37.76602832750891,-122.41063715921439,San Francisco,CA,United States}	{Food,}
271	Thu Jul 28 20:44:12 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Thu Jul 28 00:04:12 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Mon Jul 25 20:41:08 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Mon Jul 25 03:16:06 +0000 2011	4c1a58c6c09ed13a034a828e	{Casa Miquesa}	{37.758114770244234,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
271	Sun Jul 24 21:39:57 +0000 2011	4a2c6238f964a52055971fe3	{Borders}	{37.72649109486148,-122.47661590576172,San Francisco,CA,United States}	{Shop & Service,Food,}
271	Sun Jul 24 20:00:24 +0000 2011	49e9de32f964a52006661fe3	{Boulevard Cafe}	{37.70397878978722,-122.4750540965597,Daly City,CA,United States}	{Food,}
271	Sat Jul 23 03:38:22 +0000 2011	4b22b38df964a520134c24e3	{The Old Clam House}	{37.74305536860223,-122.40508937043525,San Francisco,CA,United States}	{Food,}
271	Fri Jul 22 17:37:47 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Fri Jul 22 04:31:05 +0000 2011	47d868cff964a5202e4e1fe3	{Elephant Bar}	{37.671694530514436,-122.47022151947021,Daly City,CA,United States}	{Food,}
271	Fri Jul 22 02:26:06 +0000 2011	4c0033b4c30a2d7fc631121d	{Morrison Planetarium}	{37.76998456139671,-122.46615972958666,San Francisco,CA,United States}	{Museum,Arts & Entertainment,}
271	Fri Jul 22 01:22:40 +0000 2011	49cc413df964a5205a591fe3	{California Academy of Sciences}	{37.7697648824009,-122.46631622314455,San Francisco,CA,United States}	{Museum,Arts & Entertainment,}
271	Thu Jul 21 22:54:06 +0000 2011	4c40ed4d3735be9a86a817a4	{Strybing Arboretum}	{37.767019397193685,-122.47006803751964,San Francisco,CA,United States}	{Outdoors & Recreation,}
271	Wed Jul 20 21:27:59 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Tue Jul 19 03:27:51 +0000 2011	4c1a58c6c09ed13a034a828e	{Casa Miquesa}	{37.758114770244234,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
271	Mon Jul 18 20:14:01 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Fri Jul 15 17:49:19 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Fri Jul 15 07:04:22 +0000 2011	4a5824e5f964a5206db71fe3	{AMC Loews Metreon 16}	{37.7844481241691,-122.40364372730255,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,Movie Theater,}
271	Thu Jul 14 23:40:09 +0000 2011	46d715faf964a5206c4a1fe3	{Olive Garden}	{37.727382106182766,-122.47616529464722,San Francisco,CA,United States}	{Food,}
271	Mon Jul 11 00:52:24 +0000 2011	49e9de32f964a52006661fe3	{Boulevard Cafe}	{37.70397878978722,-122.4750540965597,Daly City,CA,United States}	{Food,}
271	Sat Jul 09 18:01:04 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Tue Jul 05 20:13:46 +0000 2011	49d031f7f964a5200c5b1fe3	{Safeway}	{37.77669346324875,-122.39406287670135,San Francisco,CA,United States}	{Shop & Service,Food & Drink Shop,}
271	Tue Jul 05 19:50:13 +0000 2011	4b0d7c2ef964a520614923e3	{Wells Fargo - Mission Bay}	{37.776538425219165,-122.39355589186741,San Francisco,CA,United States}	{Shop & Service,}
271	Tue Jul 05 07:41:39 +0000 2011	4d5e8bfdef378cfa6c4c63a6	{Bay Bridge Toll Plaza}	{37.82507365192241,-122.3124647140503,Oakland,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
271	Tue Jul 05 04:07:36 +0000 2011	4e1274a16284edb6bae0e27f	{Cal Expo Fireworks Show}	{38.591553974885734,-121.42722835256879,Sacramento,CA,United States}	{Arts & Entertainment,}
271	Mon Jul 04 03:11:02 +0000 2011	4b49343af964a520f66926e3	{Arigato Sushi}	{38.59470282725826,-121.41416072845459,Sacramento,CA,United States}	{Food,}
271	Sun Jul 03 21:07:35 +0000 2011	4ae3b2a2f964a520409821e3	{Cabela's}	{39.513212293094156,-119.9686861038208,Verdi,NV,United States}	{Shop & Service,}
271	Sun Jul 03 19:19:26 +0000 2011	4ae3b716f964a5206c9821e3	{Boomtown Casino & Hotel}	{39.51154030690627,-119.9628496170044,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
271	Sun Jul 03 00:35:31 +0000 2011	4b3d4c04f964a520d59125e3	{Circus Circus Reno Hotel & Casino}	{39.531551836097734,-119.81620788574219,Reno,NV,United States}	{Travel & Transport,Food,Arts & Entertainment,}
271	Sun Jul 03 00:03:15 +0000 2011	4b3847cef964a5205c4d25e3	{Eldorado Hotel & Casino}	{39.5293341343596,-119.81440544128418,Reno,NV,United States}	{Travel & Transport,Nightlife Spot,Arts & Entertainment,}
271	Sat Jul 02 23:13:40 +0000 2011	4b3ed5a9f964a5207fa225e3	{Club Cal Neva Hotel Casino}	{39.52676051854646,-119.81303215026855,Reno,NV,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
271	Sat Jul 02 22:37:50 +0000 2011	4b2acfe3f964a5201fb024e3	{Harrah's Reno Casino & Hotel}	{39.52762943487299,-119.8129141330719,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
271	Sat Jul 02 18:18:49 +0000 2011	4ac8c403f964a52082bc20e3	{Peg's Glorified Ham n Eggs}	{39.520982141235784,-119.81228018230519,Reno,NV,United States}	{Food,}
271	Sat Jul 02 16:53:57 +0000 2011	4b99a586f964a520828935e3	{Sands Regency Casino & Hotel}	{39.52825238867274,-119.81928912439494,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,}
271	Sat Jul 02 06:58:18 +0000 2011	4b3d4c04f964a520d59125e3	{Circus Circus Reno Hotel & Casino}	{39.531551836097734,-119.81620788574219,Reno,NV,United States}	{Travel & Transport,Food,Arts & Entertainment,}
271	Sat Jul 02 06:30:23 +0000 2011	4b3eb6cef964a52046a125e3	{Silver Legacy Resort Casino}	{39.5303767939998,-119.81515645980835,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,}
271	Sat Jul 02 04:43:50 +0000 2011	4be61bf22457a5938986ac15	{The Buffet at the Eldorado}	{39.529202894414055,-119.81465421850879,Reno,NV,United States}	{Food,}
271	Sat Jul 02 03:30:57 +0000 2011	4b3847cef964a5205c4d25e3	{Eldorado Hotel & Casino}	{39.5293341343596,-119.81440544128418,Reno,NV,United States}	{Travel & Transport,Nightlife Spot,Arts & Entertainment,}
271	Sat Jul 02 00:49:54 +0000 2011	4b99a586f964a520828935e3	{Sands Regency Casino & Hotel}	{39.52825238867274,-119.81928912439494,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,}
271	Thu Jun 30 23:57:10 +0000 2011	4b99a586f964a520828935e3	{Sands Regency Casino & Hotel}	{39.52825238867274,-119.81928912439494,Reno,NV,United States}	{Travel & Transport,Arts & Entertainment,}
271	Thu Jun 30 20:43:20 +0000 2011	4b9b3618f964a5200bfa35e3	{Donner Lake}	{39.326897693977585,-120.26879676677392,Truckee,CA,United States}	{Outdoors & Recreation,}
