-->[1]  [OSMlabel=(tourism) (hotel) Bin Majid Beach Hotel, lat=25.755868200000002, lgt=55.9083228, score=0.24395572207315153]
-->[2]  [OSMlabel=(tourism) (hotel) Al Hamra Village Golf Resort, lat=25.683198500000003, lgt=55.7741771, score=0.24395572207315153]
-->[3]  [OSMlabel=(tourism) (hotel) Hilton Al Hamra Beach & Golf Resort, lat=25.689291400000002, lgt=55.77551805, score=0.24395572207315153]
-->[4]  [OSMlabel=(tourism) (hotel) Al Hamra Residence, lat=25.68676985, lgt=55.773840050000004, score=0.24395572207315153]
-->[5]  [OSMlabel=(tourism) (hotel) Al Marjan Resort & Residences, lat=25.6828616, lgt=55.74642645, score=0.24395572207315153]
-->[6]  [OSMlabel=(tourism) (hotel) City Hotel, lat=25.781571, lgt=55.967397, score=0.24395572207315153]
-->[7]  [OSMlabel=(tourism) (hotel) Mangrove Hotel, lat=25.7832349, lgt=55.9423439, score=0.24395572207315153]
-->[8]  [OSMlabel=(tourism) (hotel) Al Hamra Residence, lat=25.6863237, lgt=55.7738052, score=0.24395572207315153]
-->[9]  [OSMlabel=(tourism) (hotel) Al Hamra Village Golf Resort, lat=25.683412, lgt=55.7736947, score=0.24395572207315153]
-->[10]  [OSMlabel=(tourism) (hotel) Al Marjan Resort & Residences, lat=25.6824961, lgt=55.7464392, score=0.24395572207315153]
-->[11]  [OSMlabel=(tourism) (hotel) Rixos Bab Al Bahr Hotel, lat=25.662445, lgt=55.7499029, score=0.24395572207315153]
-->[12]  [OSMlabel=(tourism) (hotel) Bin Masjid Beach Resort, lat=25.6683477, lgt=55.7594832, score=0.24395572207315153]
-->[13]  [OSMlabel=(tourism) (hotel) Hilton Al Hamra Beach & Golf Resort, lat=25.6899344, lgt=55.7762336, score=0.24395572207315153]
-->[14]  [OSMlabel=(tourism) (hotel) Khatt Springs Hotel & Spa Ras al Khaimah, lat=25.6165755, lgt=56.0132976, score=0.24395572207315153]
-->[15]  [OSMlabel=(tourism) (hotel) Hilton Ras Al Khaimah Resort & Spa, lat=25.8139541, lgt=55.9574269, score=0.24395572207315153]
-->[16]  [OSMlabel=(tourism) (hotel) Hotel The Cove Rotana Resort, lat=25.7376806, lgt=55.888052, score=0.24395572207315153]
-->[17]  [OSMlabel=(tourism) (hotel) Bin Majid Beach Hotel, lat=25.7558386, lgt=55.9085093, score=0.24395572207315153]
-->[18]  [OSMlabel=(tourism) (hotel) AEROPRAKT-KIEV-UAE, lat=25.5828196, lgt=55.6544762, score=0.2195109481432525]
-->[19]  [OSMlabel=(tourism) (hotel) Orchid Hotel, lat=25.26060445, lgt=55.3246791, score=0.05417233010860541]
-->[20]  [OSMlabel=(tourism) (hotel) Royal Grand, lat=25.30807215, lgt=55.3787103, score=0.05417233010860541]
