-->[1]  [OSMlabel=(tourism) (hotel) Novotel, lat=24.429290899999998, lgt=54.42887835, score=0.2195109481432525]
-->[2]  [OSMlabel=(tourism) (hotel) Southern Sun Abu Dhabi, lat=24.500459, lgt=54.3712254, score=0.2195109481432525]
-->[3]  [OSMlabel=(tourism) (hotel) Dusit Thani Abu Dhabi, lat=24.45571085, lgt=54.3949107, score=0.2195109481432525]
-->[4]  [OSMlabel=(tourism) (hotel) Hilton Capital Grand Abu Dhabi, lat=24.421231650000003, lgt=54.4564366, score=0.2195109481432525]
-->[5]  [OSMlabel=(tourism) (hotel) Cassells Hotel Apartments, lat=24.484681950000002, lgt=54.36089925, score=0.2195109481432525]
-->[6]  [OSMlabel=(tourism) (hotel) Traders Hotel Qaryat Al Beri, lat=24.4111137, lgt=54.4913477, score=0.2195109481432525]
-->[7]  [OSMlabel=(tourism) (hotel) TOP Grand Continental Flamingo, lat=24.4939063, lgt=54.3651358, score=0.2195109481432525]
-->[8]  [OSMlabel=(tourism) (hotel) Nehal, lat=24.4974913, lgt=54.3736077, score=0.2195109481432525]
-->[9]  [OSMlabel=(tourism) (hotel) Emi state  (Hotel), lat=24.4222641, lgt=54.6059761, score=0.2195109481432525]
-->[10]  [OSMlabel=(tourism) (hotel) Cristal Salam, lat=24.4901161, lgt=54.3798772, score=0.2195109481432525]
-->[11]  [OSMlabel=(tourism) (hotel) Westin Abu Dhabi Golf Club -Resort, lat=24.419626, lgt=54.5291416, score=0.2195109481432525]
-->[12]  [OSMlabel=(tourism) (hotel) Cassells Hotel Apartments, lat=24.484588, lgt=54.3608075, score=0.2195109481432525]
-->[13]  [OSMlabel=(tourism) (hotel) Hotel Paragon Abu Dhabi, lat=24.484521, lgt=54.3637328, score=0.2195109481432525]
-->[14]  [OSMlabel=(tourism) (hotel) Hotel Cristal Abu Dhabi, lat=24.484719, lgt=54.363574, score=0.2195109481432525]
-->[15]  [OSMlabel=(tourism) (hotel) L'Arabia hotel, lat=24.3726057, lgt=54.5380212, score=0.2195109481432525]
