2843	Tue Aug 09 22:49:49 +0000 2011	4a1ee7faf964a520e77b1fe3	{Paramount Studios}	{34.08529387679519,-118.31850528717041,Los Angeles,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2843	Tue Aug 09 22:49:30 +0000 2011	4d6c1f8208145941e8e23c7b	{Caf? Gratitude}	{34.0828951033208,-118.3238696440285,Los Angeles,CA,United States}	{Food,}
2843	Tue Aug 02 00:35:56 +0000 2011	4a4e5c9ef964a5205aae1fe3	{Apple Store, Sherman Oaks}	{34.157112,-118.438083,Sherman Oaks,CA,United States}	{Shop & Service,}
2843	Fri Jul 29 22:28:11 +0000 2011	4b688d5df964a520727f2be3	{Castaway Studios}	{34.077326276140866,-118.38598927292895,Los Angeles,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2843	Thu Jul 28 22:27:48 +0000 2011	4aabfb77f964a520635b20e3	{Alyson Horn Casting}	{34.089466,-118.342375,Los Angeles,CA,United States}	{Professional & Other Places,}
2843	Thu Jul 28 20:44:15 +0000 2011	4cc0689400d83704b2574a5c	{Go Burger}	{34.09783506703078,-118.32644462585449,Los Angeles,CA,United States}	{Food,}
2843	Thu Jul 28 20:43:42 +0000 2011	4c13aef57f7f2d7fe271df68	{Chipotle Mexican Grill}	{34.097419,-118.326468,Los Angeles,CA,United States}	{Food,}
===
2843	Sun Jun 26 04:03:42 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Sun Jun 19 04:37:38 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Sun Jun 12 08:35:12 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Sun Jun 05 04:49:02 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Sun May 29 06:40:37 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Mon May 23 03:17:02 +0000 2011	4ab41217f964a520b86f20e3	{Chipotle Mexican Grill}	{34.147427883333336,-118.24642,Glendale,CA,United States}	{Food,}
2843	Sun May 22 05:57:28 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Fri May 20 07:54:35 +0000 2011	4ad953c6f964a520c71921e3	{Corner Bar}	{34.174700948945116,-118.29988313388264,Burbank,CA,United States}	{Nightlife Spot,}
2843	Sun May 15 04:47:39 +0000 2011	4a2f4a8cf964a520be981fe3	{Crown Bar}	{34.09091244922122,-118.34948499267286,West Hollywood,CA,United States}	{Nightlife Spot,}
2843	Fri May 13 23:26:37 +0000 2011	4b7e01b4f964a520aede2fe3	{Yen Sushi}	{34.14523793704845,-118.41460736936655,Studio City,CA,United States}	{Food,}
