3150	Fri Aug 12 01:31:58 +0000 2011	4a5927b9f964a520d5b81fe3	{Napoli Pizzeria}	{38.1102085,-122.260725,Vallejo,CA,United States}	{Food,}
3150	Thu Aug 11 23:55:45 +0000 2011	4bfca4d84cf820a1006cebf4	{Springstowne Bottle Shop?}	{38.1060278,-122.2157532,Vallejo,CA,United States}	{Shop & Service,Food & Drink Shop,}
3150	Thu Aug 11 19:27:03 +0000 2011	4b902cd3f964a520467a33e3	{Kaigan Sushi}	{38.10629352,-122.216401,Vallejo,CA,United States}	{Food,}
3150	Tue Aug 02 19:16:36 +0000 2011	48506186f964a52097501fe3	{Walmart Supercenter}	{38.18292203629786,-122.25356029233497,American Canyon,CA,United States}	{Shop & Service,}
3150	Thu Jul 21 03:34:27 +0000 2011	4c20028beac020a121004cc2	{B&B}	{38.105966448783875,-122.222193,Vallejo,CA,United States}	{Shop & Service,}
3150	Mon Jul 18 21:41:47 +0000 2011	4b021e32f964a520d74722e3	{Solano College Vallejo Center}	{38.135151453399565,-122.20319099642761,Vallejo,CA,United States}	{College & University,}
3150	Sun Jul 17 21:49:51 +0000 2011	4a8d9dd9f964a520421020e3	{Blue Rock Springs Park}	{38.125567904033105,-122.19064900813393,Vallejo,CA,United States}	{Outdoors & Recreation,}
3150	Sun Jul 17 12:28:26 +0000 2011	4e22d54f62e1964dbb75466b	{The Crib}	{38.0906401302926,-122.20298317605149,,,United States}	{Residence,}
3150	Sat Jul 16 21:54:32 +0000 2011	4ba4fc9cf964a52091cc38e3	{Sardine Can}	{38.11107690270346,-122.27025431871942,Vallejo,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
3150	Sat Jul 16 21:08:26 +0000 2011	4bfb516bbbb7c928cf0b0843	{Cavallo}	{38.12272489070892,-122.25639045238495,,,United States}	{Shop & Service,Clothing Store,}
3150	Sat Jul 16 21:05:13 +0000 2011	4bc0bea5f8219c747519b210	{Big 5 Sporting Goods}	{38.12202223,-122.255653,Vallejo,CA,United States}	{Shop & Service,}
3150	Sat Jul 16 21:04:59 +0000 2011	4c2f7a9e3896e21e86fde390	{Mr. Cool}	{38.12081457,-122.25658357143402,Vallejo,CA,United States}	{Shop & Service,Clothing Store,}
3150	Sat Jul 16 21:04:59 +0000 2011	4c2f7a9e3896e21e86fde390	{Mr. Cool}	{38.12081457,-122.25658357143402,Vallejo,CA,United States}	{Shop & Service,Clothing Store,}
3150	Sat Jul 16 04:23:56 +0000 2011	4b3abc22f964a5208e6d25e3	{Olive Garden}	{38.135163,-122.2174406,Vallejo,CA,United States}	{Food,}
3150	Fri Jul 15 02:18:54 +0000 2011	4b0cad22f964a520e04023e3	{Front Room at the Wharf}	{38.10087,-122.26366460323334,Vallejo,CA,United States}	{Nightlife Spot,Food,}
3150	Fri Jul 15 02:18:40 +0000 2011	4c8ab154a92fa093f4ac93bf	{Factory 2 U}	{38.121543809263926,-122.2570056572029,Vallejo,CA,United States}	{}
3150	Fri Jul 15 00:53:31 +0000 2011	4c2f7a9e3896e21e86fde390	{Mr. Cool}	{38.12081457,-122.25658357143402,Vallejo,CA,United States}	{Shop & Service,Clothing Store,}
3150	Thu Jul 14 19:14:47 +0000 2011	4b902cd3f964a520467a33e3	{Kaigan Sushi}	{38.10629352,-122.216401,Vallejo,CA,United States}	{Food,}
3150	Thu Jul 14 19:05:54 +0000 2011	4c72ea1fd944224bd2ff0d29	{Quick Stop}	{38.10586470636148,-122.21941636684433,Vallejo,CA,United States}	{Shop & Service,}
