645	Fri Aug 12 19:13:01 +0000 2011	4d0e35c71f6bf04d356a8131	{Alfonso's Carniceria y Taqueria}	{36.57522867848235,-119.62227177056849,Selma,CA,United States}	{Food,}
645	Fri Aug 12 00:29:26 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Thu Aug 11 20:13:53 +0000 2011	4b5288e8f964a520618127e3	{BJ's Restaurant & Brewhouse}	{36.80799621011214,-119.774569272995,Fresno,CA,United States}	{Nightlife Spot,Food,}
645	Thu Aug 11 05:50:52 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Wed Aug 10 19:19:24 +0000 2011	4b302cd5f964a52053f724e3	{Sun Hong Kong}	{36.51514291763306,-119.55264,Kingsburg,CA,United States}	{Food,}
645	Wed Aug 10 19:17:22 +0000 2011	4b2618c0f964a520797824e3	{#Rabros residence}	{36.47795206988105,-119.59775260325169,Kingsburg,CA,United States}	{Nightlife Spot,Arts & Entertainment,Residence,}
645	Wed Aug 10 04:31:53 +0000 2011	4db3a3384df05e5aaad06e57	{The Barn}	{36.540052,-119.533752,Kingsburg,CA,United States}	{Professional & Other Places,}
645	Wed Aug 10 03:09:00 +0000 2011	4b4509bbf964a520110226e3	{The Carlson Residence}	{36.543068485011716,-119.53977063111853,Kingsburg,CA,United States}	{Residence,}
645	Tue Aug 09 19:31:49 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Tue Aug 09 13:35:40 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Tue Aug 09 03:36:36 +0000 2011	4b397165f964a520a85c25e3	{DJ Bop's Crib}	{36.50714984034778,-119.56296624212247,Kingsburg,CA,United States}	{Residence,}
645	Mon Aug 08 03:50:22 +0000 2011	4b2c4c01f964a52074c524e3	{Salazar Residence}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Mon Aug 08 01:55:19 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Sun Aug 07 20:53:54 +0000 2011	4e387c5952b11b0b4a97540a	{Chevron}	{35.38006000691105,-120.85456835300087,Morro Bay,CA,United States}	{Shop & Service,}
645	Sun Aug 07 20:09:33 +0000 2011	4cae19a08c48a09337cf712c	{Sunnyside Elementary}	{35.31006489106172,-120.83535075187683,Los Osos,CA,United States}	{}
645	Sat Aug 06 20:07:36 +0000 2011	4e221d0122717a5245d28310	{Rocca's Surf Shack}	{35.3672,-120.853837,Morro Bay,CA,United States}	{Food,}
645	Sat Aug 06 15:20:09 +0000 2011	4b47d412f964a5208f4026e3	{Walgreens}	{36.517545,-119.556702,KINGSBURG,CA,United States}	{Shop & Service,}
645	Sat Aug 06 07:20:08 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Sat Aug 06 05:17:05 +0000 2011	4b4509bbf964a520110226e3	{The Carlson Residence}	{36.543068485011716,-119.53977063111853,Kingsburg,CA,United States}	{Residence,}
645	Sat Aug 06 02:17:02 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Sat Aug 06 00:41:55 +0000 2011	4b397165f964a520a85c25e3	{DJ Bop's Crib}	{36.50714984034778,-119.56296624212247,Kingsburg,CA,United States}	{Residence,}
645	Fri Aug 05 23:44:55 +0000 2011	4ae34140f964a520649221e3	{In-N-Out Burger}	{36.852321969655875,-119.79043714356327,Fresno,CA,United States}	{Food,}
645	Fri Aug 05 21:34:17 +0000 2011	4bf2be5fa32e20a1bf8dd557	{Mainstreet Cafe}	{36.5967974310435,-119.4509998520905,Reedley,CA,United States}	{Food,}
645	Fri Aug 05 21:34:17 +0000 2011	4bf2be5fa32e20a1bf8dd557	{Mainstreet Cafe}	{36.5967974310435,-119.4509998520905,Reedley,CA,United States}	{Food,}
645	Fri Aug 05 21:33:56 +0000 2011	4e274129e4cd60a2c62dd026	{Citibank}	{36.59816267,-119.45296213,Reedley,CA,United States}	{Shop & Service,Professional & Other Places,}
645	Fri Aug 05 13:40:42 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Fri Aug 05 05:43:56 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Fri Aug 05 02:08:52 +0000 2011	4b2c4c01f964a52074c524e3	{Salazar Residence}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Fri Aug 05 01:26:02 +0000 2011	4b397165f964a520a85c25e3	{DJ Bop's Crib}	{36.50714984034778,-119.56296624212247,Kingsburg,CA,United States}	{Residence,}
645	Thu Aug 04 19:44:20 +0000 2011	4c8517e1dc018cfaf76ae56c	{Chevron}	{36.59624353,-119.45420504,Reedley,CA,United States}	{Shop & Service,}
645	Thu Aug 04 18:56:47 +0000 2011	4bcf9f329854d13a877ff64d	{Carl's Jr. / Green Burrito}	{36.60345306810309,-119.45769801531573,Reedley,CA,United States}	{Food,}
645	Thu Aug 04 14:31:09 +0000 2011	4bf2be5fa32e20a1bf8dd557	{Mainstreet Cafe}	{36.5967974310435,-119.4509998520905,Reedley,CA,United States}	{Food,}
645	Thu Aug 04 13:40:06 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Thu Aug 04 04:32:32 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Wed Aug 03 15:25:21 +0000 2011	4c1a62efeac020a1fe2e43c2	{East Reedley Store}	{36.60397992392906,-119.39482400375645,Reedley,CA,United States}	{Shop & Service,}
645	Wed Aug 03 14:50:30 +0000 2011	4cbc59d17a5d9eb08e6331e9	{Jack in the Box - Reedley, CA}	{36.60166027104224,-119.461256642808,Reedley,CA,United States}	{Food,}
645	Wed Aug 03 13:34:11 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Wed Aug 03 01:27:19 +0000 2011	4b4509bbf964a520110226e3	{The Carlson Residence}	{36.543068485011716,-119.53977063111853,Kingsburg,CA,United States}	{Residence,}
645	Tue Aug 02 22:33:37 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Tue Aug 02 20:09:52 +0000 2011	4cbc59d17a5d9eb08e6331e9	{Jack in the Box - Reedley, CA}	{36.60166027104224,-119.461256642808,Reedley,CA,United States}	{Food,}
645	Tue Aug 02 17:15:28 +0000 2011	4c2f9494213c2d7f9720315d	{Grant Grove Village, Kings Canyon National Park}	{36.71952355874684,-119.30488982255213,Reedley,CA,United States}	{Outdoors & Recreation,}
645	Tue Aug 02 17:15:28 +0000 2011	4c2f9494213c2d7f9720315d	{Grant Grove Village, Kings Canyon National Park}	{36.71952355874684,-119.30488982255213,Reedley,CA,United States}	{Outdoors & Recreation,}
645	Tue Aug 02 16:18:42 +0000 2011	4b620a99f964a5200d322ae3	{McDonald's}	{36.603665807169,-119.45818534844847,Reedley,CA,United States}	{Food,}
645	Tue Aug 02 16:15:17 +0000 2011	4c8517e1dc018cfaf76ae56c	{Chevron}	{36.59624353,-119.45420504,Reedley,CA,United States}	{Shop & Service,}
645	Tue Aug 02 13:30:14 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Tue Aug 02 01:18:22 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Tue Aug 02 00:42:00 +0000 2011	4b29e738f964a520fda324e3	{ARCO}	{36.5177,-119.5641462,Kingsburg,CA,United States}	{Shop & Service,}
645	Tue Aug 02 00:10:26 +0000 2011	4b5e2d5ef964a520dc8129e3	{Sal's Mexican Restaurant}	{36.55963,-119.615044,Selma,CA,United States}	{Food,}
645	Mon Aug 01 23:58:47 +0000 2011	4c151ccda5eb76b0ebc1c2b7	{Rent A Center}	{36.806598,-119.718525,Clovis,CA,United States}	{Shop & Service,}
645	Mon Aug 01 23:53:12 +0000 2011	4db5dc6393a017099df4d535	{Finance & Thrift}	{36.570616364479065,-119.61365818977356,Selma,CA,United States}	{Shop & Service,}
645	Mon Aug 01 22:35:21 +0000 2011	4c3e55f41ef0d13a3a349280	{Toyo davids house}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
645	Mon Aug 01 21:13:22 +0000 2011	4c2f9494213c2d7f9720315d	{Grant Grove Village, Kings Canyon National Park}	{36.71952355874684,-119.30488982255213,Reedley,CA,United States}	{Outdoors & Recreation,}
645	Mon Aug 01 18:36:12 +0000 2011	4b4509bbf964a520110226e3	{The Carlson Residence}	{36.543068485011716,-119.53977063111853,Kingsburg,CA,United States}	{Residence,}
645	Mon Aug 01 13:34:16 +0000 2011	4e2589a5ae6035bd16f646da	{Consolidated Mosquito Abatment District}	{36.59247589111328,-119.45057678222656,,,United States}	{Professional & Other Places,}
645	Sun Jul 31 21:53:50 +0000 2011	4b2c4c01f964a52074c524e3	{Salazar Residence}	{36.5390205651225,-119.48176521226567,Dinuba,CA,United States}	{Residence,}
