1750	Tue Aug 09 02:19:50 +0000 2011	4e40991d7d8be0ba11bd9b2b	{California Tacos}	{34.59946157,-120.12816279,Solvang,CA,United States}	{Food,}
1750	Sun Aug 07 20:29:29 +0000 2011	4a88c474f964a5208e0720e3	{Firestone Walker Brewing Company}	{34.62009878945998,-120.18803947392098,Buelton,CA,United States}	{Nightlife Spot,}
1750	Fri Aug 05 19:14:49 +0000 2011	4a01fbbdf964a5201c711fe3	{Molinari Delicatessen}	{37.798637855050124,-122.40782734864838,San Francisco,CA,United States}	{Food,}
1750	Thu Aug 04 22:23:49 +0000 2011	49e5893bf964a520d6631fe3	{Starbucks}	{37.786405,-122.453316,San Francisco,CA,United States}	{Food,}
1750	Sat Jul 30 16:27:53 +0000 2011	4b7857b2f964a520f4c62ee3	{the Bulldog Cafe}	{34.59596499714917,-120.13883740696095,Solvang,CA,United States}	{Food,}
1750	Thu Jul 28 19:34:28 +0000 2011	4a6ba1e1f964a52072cf1fe3	{The Coffee Bean & Tea Leaf}	{34.05765828190533,-118.4245285097317,Los Angeles,CA,United States}	{Food,}
1750	Fri Jul 22 00:38:22 +0000 2011	4b9c6ae7f964a520306736e3	{Hitching Post II}	{34.60872491397895,-120.18179297447205,Buellton,CA,United States}	{Food,}
1750	Sun Jul 17 02:02:28 +0000 2011	4bef6425d1b7d13a8dc3cdec	{Kabuki}	{34.594719633333334,-120.14136135578156,Solvang,CA,United States}	{Food,}
1750	Thu Jul 14 12:08:29 +0000 2011	43a52546f964a520532c1fe3	{John F. Kennedy International Airport (JFK)}	{40.645089355976346,-73.7845230102539,Jamaica,NY,United States}	{Travel & Transport,}
1750	Tue Jul 12 19:20:19 +0000 2011	3fd66200f964a5204de61ee3	{Pomodoro Pizzeria}	{40.72197094384029,-73.99640624193349,New York,NY,United States}	{Food,}
1750	Mon Jul 11 13:58:04 +0000 2011	4abda7aef964a520418b20e3	{T-Bone Diner}	{40.72156423,-73.84466093333333,Forest Hills,NY,United States}	{Food,}
1750	Sat Jul 09 18:00:27 +0000 2011	4c2a2a0f1ffdb7136ee7ddf1	{WICKED at the Gershwin Theatre}	{40.76229229543118,-73.98472309112549,New York,NY,United States}	{Arts & Entertainment,}
1750	Thu Jul 07 23:14:45 +0000 2011	3fd66200f964a520eee61ee3	{Hogs & Heifers}	{40.74090799019861,-74.00759072952798,New York,NY,United States}	{Nightlife Spot,}
1750	Thu Jul 07 19:14:13 +0000 2011	49b0c608f964a520cd521fe3	{Shake Shack}	{40.78082577322013,-73.97648334503174,New York,NY,United States}	{Food,}
1750	Wed Jul 06 19:20:41 +0000 2011	49c046f1f964a5205b551fe3	{Terminal 5}	{40.64557779020594,-73.77643346786499,Jamaica,NY,United States}	{Travel & Transport,Airport,}
1750	Mon Jul 04 17:54:03 +0000 2011	4b7857b2f964a520f4c62ee3	{the Bulldog Cafe}	{34.59596499714917,-120.13883740696095,Solvang,CA,United States}	{Food,}
1750	Sat Jul 02 01:18:24 +0000 2011	4b6f3927f964a5203ce52ce3	{Firestone Vineyard & Winery}	{34.7133465685031,-120.14363043277856,Los Olivos,CA,United States}	{Outdoors & Recreation,Food,}
1750	Fri Jul 01 19:12:48 +0000 2011	4b52623bf964a520a07a27e3	{Corner House Coffee}	{34.6656737,-120.11358806666667,Los Olivos,CA,United States}	{Food,}
1750	Sat Jun 25 15:55:34 +0000 2011	43bd6072f964a520062d1fe3	{The 101 Coffee Shop}	{34.10535533586527,-118.3237624168396,Los Angeles,CA,United States}	{Food,}
