496	Sat Aug 06 02:17:56 +0000 2011	4b233626f964a520685424e3	{16th Street Sports Bar}	{33.53148598424503,-112.0479941368103,Phoenix,AZ,United States}	{Nightlife Spot,}
496	Sun Jul 31 21:16:47 +0000 2011	4bc08e9a74a9a5938b2dd0f6	{Southwest Airlines}	{33.435470408647674,-111.99703216552734,Phoenix,AZ,United States}	{Travel & Transport,Airport,}
496	Sat Jul 30 23:55:21 +0000 2011	4b91d79ff964a52012db33e3	{Applebee's Neighborhood Grill}	{33.476269897038286,-111.98660373687744,Phoenix,AZ,United States}	{Food,}
496	Sat Jul 30 21:31:16 +0000 2011	4a3d8a5ff964a52069a21fe3	{IKEA}	{33.34031649670663,-111.97021007537842,Tempe,AZ,United States}	{Shop & Service,Arts & Entertainment,}
496	Sat Jul 30 15:14:52 +0000 2011	4b36d885f964a520573d25e3	{Love's Travel Stop}	{33.717356840892364,-116.17134869098663,Coachella,CA,United States}	{Travel & Transport,Shop & Service,Food,}
496	Mon Jul 25 16:25:05 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
496	Mon Jul 25 16:01:18 +0000 2011	4c4fc02b3a6f2d7fb6fb6776	{76 Gas Station}	{34.1600899,-118.263938,Glendale,CA,United States}	{Shop & Service,}
496	Fri Jul 22 16:13:43 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
496	Fri Jul 22 01:43:17 +0000 2011	4bf6d917508c0f4740fc3c31	{24 Hour Fitness}	{34.06929152830022,-118.13392340829004,Monterey Park,CA,United States}	{Shop & Service,}
496	Wed Jul 20 01:54:44 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
496	Mon Jul 18 16:03:56 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
496	Sun Jul 17 21:19:21 +0000 2011	4c9679c103413704ced084ef	{MAC At Macy's}	{34.60478436427531,-118.14988833595359,Palmdale,CA,United States}	{Shop & Service,}
496	Fri Jul 15 03:44:24 +0000 2011	49c66b79f964a52046571fe3	{Thai Rama}	{34.16090369224548,-118.264257,Glendale,CA,United States}	{Food,}
496	Fri Jul 15 00:20:50 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
496	Thu Jul 14 03:38:06 +0000 2011	4c0fe6073ce120a10436071c	{91202}	{34.17190320452437,-118.26564997499274,Glendale,CA,United States}	{Professional & Other Places,}
496	Thu Jul 14 00:48:36 +0000 2011	4a9f06f2f964a520463c20e3	{24 Hour Fitness}	{34.154503027022976,-118.07961230022973,Pasadena,CA,United States}	{Shop & Service,}
496	Wed Jul 13 19:05:37 +0000 2011	4a550e86f964a5209fb31fe3	{24 Hour Fitness}	{34.14961,-118.25496,Glendale,CA,United States}	{Shop & Service,}
