4116	Wed Dec 07 05:49:17 +0000 2011	4da741f75da37feee89aa0fa	{Manassero Farms}	{33.687966,-117.76965651,Irvine,CA,United States}	{Shop & Service,Food & Drink Shop,}
4116	Mon Nov 21 20:38:58 +0000 2011	4daddde44df0f639f2404cdf	{Number 5 Cafe}	{33.713505,-117.797567,Irvine,CA,United States}	{Food,}
===
4116	Fri Aug 12 03:30:34 +0000 2011	4aa417dcf964a520404520e3	{Target}	{33.68517498567542,-117.8124475479126,Irvine,CA,United States}	{Shop & Service,}
4116	Fri Aug 12 02:17:07 +0000 2011	4b74ba2af964a520d9ee2de3	{Chinez}	{33.68240520299377,-117.81327903270721,Irvine,CA,United States}	{Food,}
4116	Fri Aug 12 01:32:56 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
4116	Thu Aug 11 23:43:00 +0000 2011	4dc41f8981dc98a7f10ed206	{Database Marketing Group}	{33.713382331842716,-117.79715356739801,Irvine,CA,United States}	{Professional & Other Places,}
4116	Thu Aug 11 20:04:15 +0000 2011	4b2d3c50f964a520e1d124e3	{Restoration Hardware}	{33.61490520418706,-117.87621974945068,Newport Beach,CA,United States}	{Shop & Service,}
4116	Thu Aug 11 19:51:41 +0000 2011	4bf5f746004ed13ae7c541a0	{R+D Kitchen}	{33.61748456971009,-117.87470560589007,Newport Beach,CA,United States}	{Food,}
4116	Thu Aug 11 19:43:35 +0000 2011	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
4116	Thu Aug 11 15:31:46 +0000 2011	4dc41f8981dc98a7f10ed206	{Database Marketing Group}	{33.713382331842716,-117.79715356739801,Irvine,CA,United States}	{Professional & Other Places,}
4116	Thu Aug 11 00:20:38 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
4116	Wed Aug 10 20:49:33 +0000 2011	4dc41f8981dc98a7f10ed206	{Database Marketing Group}	{33.713382331842716,-117.79715356739801,Irvine,CA,United States}	{Professional & Other Places,}
4116	Wed Aug 10 19:45:42 +0000 2011	4beb01f7a9900f479d3f1740	{L&L Hawaiian Barbecue}	{33.70586376344452,-117.78430614409325,Irvine,CA,United States}	{Food,}
4116	Wed Aug 10 16:05:47 +0000 2011	4dc41f8981dc98a7f10ed206	{Database Marketing Group}	{33.713382331842716,-117.79715356739801,Irvine,CA,United States}	{Professional & Other Places,}
4116	Tue Aug 09 23:27:18 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
4116	Tue Aug 09 21:59:45 +0000 2011	4a9c1749f964a520f53520e3	{Best Buy}	{33.695949729567644,-117.82619655132294,Tustin,CA,United States}	{Shop & Service,}
4116	Tue Aug 09 21:53:28 +0000 2011	4b2947d4f964a520319c24e3	{Pinkberry}	{33.6957444239584,-117.82665252685547,Tustin,CA,United States}	{Food,}
4116	Tue Aug 09 20:38:44 +0000 2011	4a6cb2ebf964a5204ed11fe3	{Costco Wholesale}	{33.69973103225719,-117.82333500455927,Tustin,CA,United States}	{Shop & Service,}
4116	Tue Aug 09 20:38:26 +0000 2011	4b04b2f3f964a520335622e3	{The District at Tustin Legacy}	{33.69785101472845,-117.827467918396,Tustin,CA,United States}	{Shop & Service,}
4116	Tue Aug 09 20:37:49 +0000 2011	4b2155ecf964a520473a24e3	{Aloha Hawaiian BBQ}	{33.700470791784475,-117.82830476760864,Tustin,CA,United States}	{Food,}
4116	Tue Aug 09 04:34:09 +0000 2011	4b21b7d8f964a520984024e3	{El Pollo Loco}	{33.66927511652622,-117.7870600568083,Irvine,CA,United States}	{Food,}
4116	Tue Aug 09 01:48:51 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
4116	Mon Aug 08 15:51:10 +0000 2011	4dc41f8981dc98a7f10ed206	{Database Marketing Group}	{33.713382331842716,-117.79715356739801,Irvine,CA,United States}	{Professional & Other Places,}
4116	Sun Aug 07 22:36:30 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
4116	Sun Aug 07 21:01:40 +0000 2011	4b391473f964a520b35525e3	{Checkered Flag Hand Carwash}	{33.67219517119747,-117.79208846,Irvine,CA,United States}	{Shop & Service,}
4116	Sun Aug 07 20:49:29 +0000 2011	4b72401ef964a52092752de3	{Sprouts Farmers Market}	{33.68453220763867,-117.81472206115723,Irvine,CA,United States}	{Shop & Service,Food & Drink Shop,}
4116	Sun Aug 07 20:48:27 +0000 2011	4e00a801483bd352f71eda37	{Sprouts Farmers Market}	{33.63452509718902,-117.91842100987344,Costa Mesa,CA,United States}	{Shop & Service,Food & Drink Shop,}
4116	Sun Aug 07 18:54:45 +0000 2011	4bf3efcb94af2d7fc8f63972	{Oak Creek}	{33.66328036590766,-117.77838308833336,Irvine,CA,United States}	{Residence,}
