1403	Fri Aug 12 06:38:55 +0000 2011	4b0d8fe5f964a5201e4b23e3	{Delarosa}	{37.80038757348147,-122.43912372919308,San Francisco,CA,United States}	{Nightlife Spot,Food,}
1403	Fri Aug 12 03:09:36 +0000 2011	46ab3257f964a5206a491fe3	{Cantina}	{37.78912592090582,-122.40992365144201,San Francisco,CA,United States}	{Nightlife Spot,}
1403	Thu Aug 11 19:23:47 +0000 2011	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
1403	Wed Aug 10 04:31:48 +0000 2011	4d1adda49aa554819bc2c9e0	{Rotisserie & Wine}	{38.297428,-122.28349375,Napa,CA,United States}	{Food,}
1403	Fri Aug 05 03:05:05 +0000 2011	45df6218f964a5201a431fe3	{Mas Sake Freestyle Sushi}	{37.80014930184792,-122.43523638474873,San Francisco,CA,United States}	{Nightlife Spot,Food,}
1403	Thu Aug 04 04:21:32 +0000 2011	4c16ce8096040f47077873a5	{Carpe Diem Wine Bar}	{38.29835689285946,-122.28522354439401,Napa,CA,United States}	{Nightlife Spot,}
1403	Thu Aug 04 01:39:23 +0000 2011	4a4fbf36f964a520a7af1fe3	{Sterling Vineyards}	{38.56799867312383,-122.54854202270508,Calistoga,CA,United States}	{Outdoors & Recreation,Food,}
1403	Wed Aug 03 23:51:12 +0000 2011	4a33e7e7f964a520679b1fe3	{Dean & DeLuca}	{38.48864198664698,-122.45024306052943,Saint Helena,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1403	Wed Aug 03 02:26:52 +0000 2011	4c0d82ba7189c9283724d7b6	{Bistro Sabor}	{38.29884124,-122.28640613333333,Napa,CA,United States}	{Food,}
1403	Tue Aug 02 18:35:27 +0000 2011	4ada2f0bf964a520a91f21e3	{Mustards Grill}	{38.418992438757456,-122.38816210482216,Napa,CA,United States}	{Food,}
1403	Sun Jul 31 23:43:45 +0000 2011	4d1adda49aa554819bc2c9e0	{Rotisserie & Wine}	{38.297428,-122.28349375,Napa,CA,United States}	{Food,}
1403	Sun Jul 31 23:15:18 +0000 2011	4e35d58aaeb7f67fbd35c245	{Napa Porchfest 2011}	{38.29392446035325,-122.28689589090094,Napa,CA,United States}	{Arts & Entertainment,}
1403	Sun Jul 31 19:43:31 +0000 2011	4c85396ad34ca143bf5e4580	{The Tyler Florence Shop}	{38.29705896,-122.28376,Napa,CA,United States}	{Shop & Service,Food & Drink Shop,}
1403	Sun Jul 31 18:06:18 +0000 2011	4b6b95ebf964a5204f112ce3	{Grace's Table}	{38.296951925231156,-122.2883141040802,Napa,CA,United States}	{Food,}
1403	Sun Jul 31 18:06:18 +0000 2011	4b6b95ebf964a5204f112ce3	{Grace's Table}	{38.296951925231156,-122.2883141040802,Napa,CA,United States}	{Food,}
1403	Sat Jul 30 22:09:59 +0000 2011	4df1903d1f6e818dadf8be87	{The Kitchen Door}	{38.30182135105133,-122.282001,Napa,CA,United States}	{Nightlife Spot,Food,}
1403	Sat Jul 30 17:26:20 +0000 2011	4b2eb95ef964a520b1e524e3	{Napa Valley Coffee Roasting Company}	{38.2991730672125,-122.28545058635673,Napa,CA,United States}	{Travel & Transport,Food,Hotel,}
1403	Fri Jul 29 04:44:05 +0000 2011	4d1adda49aa554819bc2c9e0	{Rotisserie & Wine}	{38.297428,-122.28349375,Napa,CA,United States}	{Food,}
1403	Fri Jul 29 00:48:53 +0000 2011	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
