178	Fri Aug 12 02:09:25 +0000 2011	41a91500f964a5204a1e1fe3	{Roseland Theater}	{45.523277351431645,-122.6762580871582,Portland,OR,United States}	{Music Venue,Arts & Entertainment,}
178	Tue Aug 09 01:34:12 +0000 2011	4c072126cf8c76b0bbaa3b65	{Blonde Bombshelter}	{34.04892768763467,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
178	Sat Aug 06 01:19:41 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Thu Jul 28 18:55:49 +0000 2011	4c0d425bc700c9b65323a2dd	{Riverside Canoe and Grocery}	{44.7108282,-86.11944,Honor,MI,United States}	{Outdoors & Recreation,}
178	Sat Jul 23 17:50:19 +0000 2011	4c4bb1299c8d2d7f574a4b6b	{Lundeen's Arizona Annex}	{44.67672498011674,-86.10901194459096,Beulah,MI,United States}	{Residence,}
178	Thu Jul 21 00:38:33 +0000 2011	4b301165f964a52075f524e3	{CVS}	{34.047494200016814,-118.33970276196244,Los Angeles,CA,United States}	{Shop & Service,}
178	Thu Jul 14 23:36:28 +0000 2011	42699000f964a5204f211fe3	{Sue?os}	{40.7419647915967,-74.00151939557935,New York,NY,United States}	{Food,}
178	Thu Jul 14 23:36:28 +0000 2011	42699000f964a5204f211fe3	{Sue?os}	{40.7419647915967,-74.00151939557935,New York,NY,United States}	{Food,}
178	Thu Jul 14 01:57:32 +0000 2011	3fd66200f964a520dbe31ee3	{Bowery Ballroom}	{40.720480045234375,-73.99355980323412,New York,NY,United States}	{Music Venue,Arts & Entertainment,}
178	Sun Jul 10 01:17:37 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Fri Jul 08 00:35:58 +0000 2011	41326e00f964a5204f141fe3	{Hard Rock Hotel & Casino}	{36.10873022339937,-115.15369176864624,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,}
178	Thu Jul 07 01:08:28 +0000 2011	4c51f7a3d797e21e9487ec7c	{Silver Nails}	{34.0591,-118.39144,Beverly Hills,CA,United States}	{Shop & Service,}
178	Wed Jul 06 14:56:59 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Sun Jul 03 03:26:01 +0000 2011	4a95fa23f964a520b22520e3	{Culver City Veterans' Memorial Center}	{34.012906983987705,-118.40258181095123,Culver City,CA,United States}	{Outdoors & Recreation,Shop & Service,College & University,Athletics & Sports,Gym / Fitness Center,}
178	Sun Jun 26 00:26:25 +0000 2011	4a747f00f964a5204fde1fe3	{North Hollywood Park}	{34.164357124842994,-118.38062524795532,North Hollywood,CA,United States}	{Outdoors & Recreation,}
178	Sat Jun 25 18:18:45 +0000 2011	40a6af00f964a52027f31ee3	{Los Angeles County Museum of Art (LACMA)}	{34.063263442961286,-118.35897445678711,Los Angeles,CA,United States}	{Museum,Arts & Entertainment,}
178	Fri Jun 24 06:46:42 +0000 2011	4c072126cf8c76b0bbaa3b65	{Blonde Bombshelter}	{34.04892768763467,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
178	Thu Jun 23 19:00:48 +0000 2011	4b7736baf964a5206d882ee3	{987 FM}	{34.15325969350529,-118.33582162857056,Burbank,CA,United States}	{Professional & Other Places,}
178	Thu Jun 23 08:23:04 +0000 2011	4c072126cf8c76b0bbaa3b65	{Blonde Bombshelter}	{34.04892768763467,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
178	Thu Jun 23 04:04:08 +0000 2011	4a7b9483f964a5207aeb1fe3	{Pantages Theatre}	{34.10185514030627,-118.32560777664185,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
178	Mon Jun 20 17:45:50 +0000 2011	4b50a0fff964a520302a27e3	{Sony Music}	{34.066960730121075,-118.40983232132544,Beverly Hills,CA,United States}	{Professional & Other Places,}
178	Sat Jun 18 06:10:15 +0000 2011	4106ec80f964a520870b1fe3	{The Fonda Theatre}	{34.10127768296285,-118.32327157258987,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
178	Fri Jun 17 22:13:54 +0000 2011	4b7736baf964a5206d882ee3	{987 FM}	{34.15325969350529,-118.33582162857056,Burbank,CA,United States}	{Professional & Other Places,}
178	Sun Jun 12 04:45:46 +0000 2011	4b493471f964a520fc6926e3	{SONIC Drive In}	{33.46617315,-112.0632706,Phoenix,AZ,United States}	{Food,}
178	Sat Jun 11 21:10:53 +0000 2011	4c1d811fb4e62d7feaf3dc93	{Arizona Veterans Memorial Coliseum}	{33.469619730555465,-112.09691616744254,Phoenix,AZ,United States}	{Arts & Entertainment,Professional & Other Places,}
178	Fri Jun 10 21:11:15 +0000 2011	4c1d811fb4e62d7feaf3dc93	{Arizona Veterans Memorial Coliseum}	{33.469619730555465,-112.09691616744254,Phoenix,AZ,United States}	{Arts & Entertainment,Professional & Other Places,}
178	Tue Jun 07 04:00:48 +0000 2011	4106ec80f964a520870b1fe3	{The Fonda Theatre}	{34.10127768296285,-118.32327157258987,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
178	Sun Jun 05 03:19:07 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Sat Jun 04 23:46:56 +0000 2011	4de943f9d4c0faa5644514c9	{KROQ Weenie Roast 2011}	{33.637729,-117.74882,Irvine,CA,United States}	{Arts & Entertainment,}
178	Sat Jun 04 22:52:58 +0000 2011	49ccf8e9f964a520a5591fe3	{Verizon Wireless Amphitheatre}	{33.637613,-117.749699,Irvine,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
178	Sat Jun 04 17:09:18 +0000 2011	4a7e3d2cf964a5208cf11fe3	{Petco}	{34.07047128688448,-118.34386825561523,Los Angeles,CA,United States}	{Shop & Service,}
178	Sat Jun 04 01:45:42 +0000 2011	49fc0561f964a520896e1fe3	{Benito's Taco Shop}	{34.075994433333335,-118.362053,Los Angeles,CA,United States}	{Food,}
178	Fri Jun 03 18:09:19 +0000 2011	4b50a0fff964a520302a27e3	{Sony Music}	{34.066960730121075,-118.40983232132544,Beverly Hills,CA,United States}	{Professional & Other Places,}
178	Thu Jun 02 18:58:57 +0000 2011	4b50a0fff964a520302a27e3	{Sony Music}	{34.066960730121075,-118.40983232132544,Beverly Hills,CA,United States}	{Professional & Other Places,}
178	Tue May 31 04:14:05 +0000 2011	4ade4177f964a5205a7421e3	{KNDD 107.7 The End}	{47.61635369128181,-122.32993067150053,Seattle,WA,United States}	{Arts & Entertainment,Professional & Other Places,}
178	Tue May 31 01:34:50 +0000 2011	4b81f8c9f964a52000c630e3	{Toad's Express Mini Mart}	{46.976433,-120.5428022146225,Ellensburg,WA,United States}	{Shop & Service,}
178	Mon May 30 20:50:09 +0000 2011	4de402d4fa7651589f247174	{Camp EatADick}	{47.100442,-119.993195,Quincy,WA,United States}	{Travel & Transport,}
178	Sun May 29 20:36:22 +0000 2011	4c016b0f716bc9b6d1d2bb55	{Sasquatch! Music Festival Mainstage}	{47.10051799743522,-119.99417547866256,George,WA,United States}	{Arts & Entertainment,}
178	Fri May 27 08:25:30 +0000 2011	49f4c7b6f964a520516b1fe3	{The Gorge Amphitheatre}	{47.09881569516636,-119.99039117551668,Quincy,WA,United States}	{Arts & Entertainment,}
178	Thu May 26 16:34:25 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
178	Sun May 22 05:43:20 +0000 2011	49da5f64f964a5207d5e1fe3	{All Star Lanes}	{34.125495,-118.220036,Los Angeles,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
178	Tue May 17 14:51:44 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
178	Sun May 15 04:54:14 +0000 2011	453a1bf3f964a520e03b1fe3	{El Rey Theatre}	{34.06269847425805,-118.34888004035504,Los Angeles,CA,United States}	{Music Venue,Food,Arts & Entertainment,}
178	Sun May 15 01:54:55 +0000 2011	49fe6d4ef964a520a16f1fe3	{Pacific Theatres at The Grove}	{34.071863236652966,-118.35784524679184,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
178	Mon May 09 02:53:23 +0000 2011	437e6b00f964a520c42a1fe3	{Bar 107}	{34.04840077308701,-118.24765711567748,Los Angeles,CA,United States}	{Nightlife Spot,}
178	Sun May 08 20:51:31 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Sun May 08 00:52:52 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Wed May 04 02:07:40 +0000 2011	49ce6b9bf964a5203b5a1fe3	{Doll Factory (L.A. Derby Dolls)}	{34.06910264358458,-118.26632022857666,Los Angeles,CA,United States}	{Professional & Other Places,}
178	Tue May 03 21:43:24 +0000 2011	4b50a0fff964a520302a27e3	{Sony Music}	{34.066960730121075,-118.40983232132544,Beverly Hills,CA,United States}	{Professional & Other Places,}
178	Tue May 03 16:46:12 +0000 2011	4b82dd38f964a520aae930e3	{VCA West Los Angeles Animal Hospital}	{34.04420784880806,-118.44136108588599,Los Angeles,CA,United States}	{Medical Center,Professional & Other Places,}
178	Sun May 01 03:10:14 +0000 2011	4ac9273ef964a520e3be20e3	{Andre's Italian Restaurant & Pizzeria}	{34.070490656953055,-118.3601454944556,Los Angeles,CA,United States}	{Food,}
178	Sat Apr 23 03:58:04 +0000 2011	4b525650f964a520037827e3	{Port's O' Call Marketplace}	{33.732414931473215,-118.27682912349701,San Pedro,CA,United States}	{Travel & Transport,Outdoors & Recreation,Shop & Service,}
