1569	Tue Jul 05 04:33:32 +0000 2011	4ce8b8ccb99754810d8afe44	{Riverfront Promenade}	{38.57857725925495,-121.50779584608799,Sacramento,CA,United States}	{Outdoors & Recreation,}
1569	Tue Jul 05 04:10:28 +0000 2011	4b7b63aff964a5206e612fe3	{Land Park Gas}	{38.53748293558162,-121.50407052205165,Sacramento,CA,United States}	{Shop & Service,}
1569	Sat Jun 11 18:09:31 +0000 2011	4b6c65fff964a520cd362ce3	{Nugget Market}	{38.494821,-121.52126,Sacramento,CA,United States}	{Shop & Service,Food & Drink Shop,}
1569	Wed Jun 08 03:10:03 +0000 2011	4bb4d8b0a7059521f7c91bce	{Cafeteria 15L}	{38.57658802692282,-121.48763179779051,Sacramento,CA,United States}	{Nightlife Spot,Food,}
1569	Wed Jun 08 00:54:25 +0000 2011	4c1c4b5beac020a1c76b46c2	{Sycamore Terrace}	{38.494453802412025,-121.51944506866954,Sacramento,CA,United States}	{Residence,}
1569	Tue Jun 07 17:11:04 +0000 2011	4b0ee677f964a520865c23e3	{Starbucks}	{38.53466338410067,-121.49440530819444,Sacramento,CA,United States}	{Food,}
1569	Thu Jun 02 19:40:40 +0000 2011	4b6c6688f964a520f8362ce3	{Starbucks}	{38.494991159778564,-121.52114021356091,Sacramento,CA,United States}	{Food,}
1569	Thu Jun 02 02:20:19 +0000 2011	4b6c65fff964a520cd362ce3	{Nugget Market}	{38.494821,-121.52126,Sacramento,CA,United States}	{Shop & Service,Food & Drink Shop,}
1569	Sun May 29 17:12:03 +0000 2011	4c1c4b5beac020a1c76b46c2	{Sycamore Terrace}	{38.494453802412025,-121.51944506866954,Sacramento,CA,United States}	{Residence,}
1569	Sat May 28 23:53:38 +0000 2011	4a71edc2f964a520e4d91fe3	{Ford's Real Hamburgers}	{38.53517322592194,-121.49466186793923,Sacramento,CA,United States}	{Food,}
1569	Fri May 20 19:48:10 +0000 2011	4d93b29929c6370428dc0ed7	{Great Clips}	{38.4950633158301,-121.52071642968765,Sacramento,CA,United States}	{Shop & Service,}
1569	Sun May 15 23:21:49 +0000 2011	4b6c6633f964a520e0362ce3	{Marshalls}	{38.49389752862312,-121.52155284372179,Sacramento,CA,United States}	{Shop & Service,}
1569	Thu Apr 28 03:34:43 +0000 2011	4be9bf3b246fb71364d2abdf	{Bel Air}	{38.496345,-121.510167,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1569	Tue Apr 26 01:23:38 +0000 2011	4bd7582cf645c9b653b9a5e0	{L&L Hawaiian Barbecue}	{38.49432695,-121.52105837,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1569	Sat Apr 23 02:12:13 +0000 2011	4b80677df964a520386f30e3	{Wingstop}	{38.495092,-121.52080128333333,Sacramento,CA,United States}	{Food,}
1569	Thu Apr 21 05:31:15 +0000 2011	4bcb2745cc8cd13a38bebecf	{Sacramento, CA}	{38.58111715540504,-121.49424076080324,Sacramento,CA,United States}	{Outdoors & Recreation,}
1569	Tue Apr 19 23:22:26 +0000 2011	4cde0be7df986ea87ba4d916	{Tinku's Market}	{38.53748,-121.48644089698792,Sacramento,CA,United States}	{Shop & Service,}
1569	Sat Apr 16 01:36:35 +0000 2011	4b6b2726f964a52029f62be3	{House Kitchen & Bar}	{38.578804931564534,-121.50083028417106,Sacramento,CA,United States}	{Food,}
1569	Tue Apr 12 15:38:45 +0000 2011	4ce89af9f1c6236a891361f0	{Denver International Airport - Gas Farm}	{39.86301911666666,-104.66416461666667,Denver,CO,United States}	{Travel & Transport,Airport,}
1569	Tue Apr 12 09:30:40 +0000 2011	4b461757f964a520111626e3	{Dunkin Donuts}	{26.07295,-80.140781,Fort Lauderdale,FL,United States}	{Food,}
