3334	Sun Aug 07 03:33:54 +0000 2011	4c5c4628857ca5933b96c9cb	{Burger King}	{34.06185507774353,-117.78727,Pomona,CA,United States}	{Food,}
3334	Sun Jul 31 02:24:55 +0000 2011	4dc65fd11f6ef43b8a2d7b83	{City of Walnut}	{34.00658364318563,-117.86403179168701,Walnut,CA,United States}	{Outdoors & Recreation,}
3334	Fri Jul 22 11:49:10 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Tue Jul 19 03:58:02 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Tue Jul 19 03:54:42 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sun Jul 17 23:23:50 +0000 2011	4b6087eff964a520f2eb29e3	{Kaiser Permanente Palm Court II}	{34.06473944629445,-117.42795497565255,Fontana,CA,United States}	{Office,Professional & Other Places,}
3334	Thu Jul 14 23:23:11 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Sun Jul 10 18:30:56 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Fri Jul 08 17:41:04 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Mon Jul 04 23:10:55 +0000 2011	4df5782518a88611c6c3c034	{Tita ZEN}	{34.02582852008156,-117.89560620595412,West Covina,CA,United States}	{Residence,}
3334	Sun Jul 03 20:23:34 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Sun Jul 03 20:18:49 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sun Jul 03 00:03:05 +0000 2011	4bf833af8d30d13ae1540018	{99 Cents Only Stores}	{33.98341089934472,-117.7162010207094,Chino Hills,CA,United States}	{Shop & Service,}
3334	Sun Jul 03 00:02:28 +0000 2011	4b64d399f964a52013d32ae3	{Party House Liquor}	{33.98348,-117.715901,Chino Hills,CA,United States}	{Shop & Service,Food & Drink Shop,}
3334	Sat Jul 02 23:55:12 +0000 2011	4b003869f964a520a13b22e3	{Walmart Supercenter}	{33.99601542840641,-117.71893876448951,Chino,CA,United States}	{Shop & Service,}
3334	Sat Jul 02 20:58:12 +0000 2011	4b00548df964a520ea3c22e3	{In-N-Out Burger}	{33.997337,-117.71849525,Chino,CA,United States}	{Food,}
3334	Sat Jul 02 18:18:10 +0000 2011	4c71afea57b6a143d8bac3cc	{AutoZone}	{33.982990582832755,-117.71562253831439,Chino Hills,CA,United States}	{Shop & Service,}
3334	Fri Jul 01 19:40:02 +0000 2011	4bb80d9d3db7b71369fb209a	{Alberto's}	{33.92466293581484,-117.43965074839913,Riverside,CA,United States}	{Food,}
3334	Fri Jul 01 17:32:20 +0000 2011	4b667001f964a52060212be3	{Riverside Superior Court - Hall of Justice}	{33.978562436710284,-117.37620183105552,Riverside,CA,United States}	{Government Building,Professional & Other Places,}
3334	Fri Jul 01 07:33:57 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Fri Jul 01 04:52:35 +0000 2011	4af8e1ddf964a520721022e3	{Walmart Supercenter}	{33.890818626332354,-117.51787213950107,Corona,CA,United States}	{Shop & Service,}
3334	Thu Jun 30 18:29:14 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Sun Jun 26 21:01:14 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Fri Jun 24 16:47:26 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Fri Jun 24 05:54:09 +0000 2011	4b61f7b0f964a520132e2ae3	{Kaiser Permanente Palm Court I}	{34.06369599938772,-117.42730104712636,Fontana,CA,United States}	{Medical Center,Professional & Other Places,}
3334	Thu Jun 23 23:18:51 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Wed Jun 22 04:25:03 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Tue Jun 21 19:26:34 +0000 2011	4bc20115920eb713846f1b2c	{Flo's Airport Cafe}	{33.98240843677457,-117.64459878980921,Chino,CA,United States}	{Food,}
3334	Tue Jun 21 19:06:13 +0000 2011	4aea6392f964a52059bb21e3	{Albertsons}	{33.95969975963152,-117.59190559387207,Corona,CA,United States}	{Shop & Service,Food & Drink Shop,Professional & Other Places,}
3334	Mon Jun 20 11:55:42 +0000 2011	4c2beae6ae6820a165a51843	{Parkside Green}	{33.89763871472094,-117.57483792075496,Corona,CA,United States}	{Residence,}
3334	Mon Jun 20 04:07:33 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 18 06:02:09 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 18 04:15:28 +0000 2011	4bda3d963904a593cad6459e	{Burger City}	{33.897992,-117.56316,Norco,CA,United States}	{Food,}
3334	Fri Jun 17 22:54:41 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Fri Jun 17 21:09:55 +0000 2011	4dfbc2a2d164809d6cb32ddd	{El Prado Storage Place}	{33.97074087890189,-117.6836256584759,Chino,CA,United States}	{Shop & Service,}
3334	Fri Jun 17 04:27:52 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Thu Jun 16 22:21:24 +0000 2011	4b64d399f964a52013d32ae3	{Party House Liquor}	{33.98348,-117.715901,Chino Hills,CA,United States}	{Shop & Service,Food & Drink Shop,}
3334	Thu Jun 16 22:21:00 +0000 2011	4bf833af8d30d13ae1540018	{99 Cents Only Stores}	{33.98341089934472,-117.7162010207094,Chino Hills,CA,United States}	{Shop & Service,}
3334	Thu Jun 16 22:21:00 +0000 2011	4bf833af8d30d13ae1540018	{99 Cents Only Stores}	{33.98341089934472,-117.7162010207094,Chino Hills,CA,United States}	{Shop & Service,}
3334	Thu Jun 16 20:34:25 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Thu Jun 16 09:07:43 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Wed Jun 15 06:04:10 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Tue Jun 14 23:53:05 +0000 2011	4bacec06f964a520e2193be3	{Los Primos Mexican Food}	{33.97277388864449,-117.68942285030232,Chino Hills,CA,United States}	{Food,}
3334	Tue Jun 14 16:32:48 +0000 2011	4b6087eff964a520f2eb29e3	{Kaiser Permanente Palm Court II}	{34.06473944629445,-117.42795497565255,Fontana,CA,United States}	{Office,Professional & Other Places,}
3334	Tue Jun 14 16:03:37 +0000 2011	4b986107f964a5200b3f35e3	{AMPM}	{34.029291338728925,-117.61149523661535,Ontario,CA,United States}	{Shop & Service,}
3334	Mon Jun 13 21:08:29 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Mon Jun 13 13:00:33 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Mon Jun 13 09:15:46 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Mon Jun 13 01:09:57 +0000 2011	4a98e00bf964a5204e2d20e3	{Coconut Bay Bar & Grill}	{33.995706952859685,-117.88969248204084,Rowland Heights,CA,United States}	{Nightlife Spot,Food,}
3334	Sun Jun 12 20:06:45 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sun Jun 12 11:30:43 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 11 15:17:13 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Sat Jun 11 15:17:13 +0000 2011	4cd1f1287f56a1430da2d7a6	{The set up}	{33.96481,-117.637329,Chino,CA,United States}	{Outdoors & Recreation,}
3334	Fri Jun 10 19:34:00 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Fri Jun 10 04:19:06 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Thu Jun 09 19:02:39 +0000 2011	4b158938f964a52056ae23e3	{CSUSB Chemical Science Building}	{34.18368980421167,-117.32407093048096,San Bernardino,CA,United States}	{College Academic Building,College & University,}
3334	Thu Jun 09 15:59:53 +0000 2011	4b15743ef964a52013ad23e3	{California State University, San Bernardino}	{34.181772711535416,-117.32192516326904,San Bernardino,CA,United States}	{College & University,}
3334	Thu Jun 09 08:12:32 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Wed Jun 08 18:51:10 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Tue Jun 07 16:45:43 +0000 2011	4b15743ef964a52013ad23e3	{California State University, San Bernardino}	{34.181772711535416,-117.32192516326904,San Bernardino,CA,United States}	{College & University,}
3334	Sat Jun 04 17:33:02 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 04 16:21:20 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 04 16:11:17 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Sat Jun 04 04:52:42 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Fri Jun 03 21:34:43 +0000 2011	4ba04ebbf964a520916737e3	{Rite Aid}	{33.938747533333334,-117.55042254924774,Norco,CA,United States}	{Shop & Service,}
3334	Fri Jun 03 20:28:52 +0000 2011	4b7cad43f964a520b6a02fe3	{Rodeo Burger}	{33.938139087623476,-117.54151582672624,Norco,CA,United States}	{Food,}
3334	Fri Jun 03 18:47:05 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Thu Jun 02 14:59:53 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
3334	Wed Jun 01 20:39:55 +0000 2011	4de6a375d1647231398b95cb	{Clinica medica familiar}	{34.04154,-117.68984,Chino,CA,United States}	{Professional & Other Places,}
3334	Wed Jun 01 18:34:52 +0000 2011	4bb01eb9f964a5203f383ce3	{Yoshinoya}	{33.879470008031014,-117.58248977353925,Corona,CA,United States}	{Food,}
3334	Wed Jun 01 16:17:31 +0000 2011	4c8b4882a92fa093556199bf	{Jasmine Park}	{33.965404296799406,-117.63761698452875,Chino,CA,United States}	{Residence,}
