2948	Wed Aug 10 00:42:00 +0000 2011	45487bc1f964a520833c1fe3	{Buena Vista Cafe}	{37.8067038513606,-122.42074743071228,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2948	Tue Aug 09 21:16:03 +0000 2011	4a5ea15ef964a520edbe1fe3	{Sam's Anchor Cafe}	{37.8728719948043,-122.45649496277812,Tiburon,CA,United States}	{Food,}
2948	Tue Aug 09 20:14:08 +0000 2011	49d01698f964a520fd5a1fe3	{Golden Gate Bridge}	{37.81700118722001,-122.47821718454361,San Francisco,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
2948	Sun Aug 07 22:16:07 +0000 2011	50e63342b0ed7e4688ddb834	{Chambers eat + drink}	{37.78314655118724,-122.41819739341734,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Fri Aug 05 20:53:11 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
2948	Fri Aug 05 17:30:13 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2948	Thu Aug 04 14:27:43 +0000 2011	4c794acb794e224ba2e66428	{Woods Pond Bridgton Maine}	{44.02877207387519,-70.73822991052684,,ME,United States}	{Outdoors & Recreation,}
2948	Mon Aug 01 23:45:17 +0000 2011	4e163e15aeb7e76b4f1c6bda	{The Naples Lobster Pound, Inc.}	{43.96257475609091,-70.57217236505848,Naples,ME,United States}	{Food,}
2948	Mon Aug 01 01:29:03 +0000 2011	46c75d2cf964a520194a1fe3	{Roy's Hawaiian Fusion}	{37.788320662644715,-122.39941406129485,San Francisco,CA,United States}	{Food,}
2948	Sun Jul 31 00:13:09 +0000 2011	4a062c09f964a520c7721fe3	{Buster's Southern BBQ}	{38.575233967894455,-122.58092107927277,Calistoga,CA,United States}	{Food,}
2948	Sat Jul 30 08:03:50 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Fri Jul 29 07:57:19 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Wed Jul 27 04:39:59 +0000 2011	4a384bcff964a520df9e1fe3	{Mercury Lounge}	{37.770963,-122.414943,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Sun Jul 24 08:43:17 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Sat Jul 23 05:42:49 +0000 2011	4b075df2f964a520bbfc22e3	{Showdown}	{37.782089,-122.4099736,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Sat Jul 23 02:54:58 +0000 2011	4d0bfe38746aa1cda2c15022	{Klout}	{37.78195942880719,-122.39573121070862,San Francisco,CA,United States}	{Office,Professional & Other Places,}
2948	Sat Jul 23 02:52:36 +0000 2011	4497e143f964a5208f341fe3	{Roe Nightclub and Lounge}	{37.78570727882303,-122.39940047264099,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Thu Jul 21 04:38:44 +0000 2011	4c09054ca1b32d7fb1e296f0	{Prospect}	{37.78999904153704,-122.39122691617881,San Francisco,CA,United States}	{Food,}
2948	Sun Jul 17 22:26:33 +0000 2011	4c2d4c84e116e21e40768e60	{Thunder Valley Casino Resort}	{38.840158875437616,-121.31354570388794,Lincoln,CA,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
2948	Sat Jul 16 08:57:02 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Fri Jul 15 08:54:28 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Fri Jul 15 08:54:28 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Sun Jul 10 09:46:27 +0000 2011	4bc7e6aa15a7ef3bf05d7ada	{Eve Lounge}	{37.787294,-122.397454,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Tue Jul 05 05:24:07 +0000 2011	436bf600f964a520b1291fe3	{Bus Stop}	{37.79766629085584,-122.43065764912087,San Francisco,CA,United States}	{Nightlife Spot,}
2948	Mon Jun 27 03:00:38 +0000 2011	4cf8b915e8e2548187f5d862	{Asiento}	{37.75770404149008,-122.40943193435669,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2948	Fri Jun 24 06:16:11 +0000 2011	49bc416af964a52021541fe3	{Buckshot Bar & Gameroom}	{37.781298,-122.460825,San Francisco,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
