1134	Mon Aug 08 20:23:03 +0000 2011	4b902820f964a5200f7933e3	{New Mexico / Arizona Border}	{32.22728742867627,-109.04801845550536,Lordsburg,AZ,United States}	{Travel & Transport,}
1134	Sat Aug 06 15:49:11 +0000 2011	4e3c7759b61cb577be6a5054	{Beba's House}	{32.301765020008865,-106.7411559396605,Las Cruces,NM,United States}	{Residence,}
1134	Thu Jul 28 01:13:42 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
1134	Wed Jul 20 19:21:14 +0000 2011	4cd2d9bafa66236a876bed2e	{The Quad}	{34.01766474288581,-118.47124099731445,Santa Monica,CA,United States}	{College & University,}
1134	Wed Jul 20 18:16:31 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Tue Jul 19 21:14:07 +0000 2011	4e23b3d3b0fbdf9ba7c0fc60	{Casa Cubana}	{33.99770830576052,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
1134	Tue Jul 19 16:49:34 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Tue Jul 19 14:28:28 +0000 2011	4e0ea8f2a8099e15260baa52	{DePalma's Shangri-La}	{33.984535227182796,-118.43383454135076,Marina del Rey,CA,United States}	{Residence,}
1134	Tue Jul 19 04:42:27 +0000 2011	4e23b3d3b0fbdf9ba7c0fc60	{Casa Cubana}	{33.99770830576052,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
1134	Tue Jul 19 02:25:29 +0000 2011	4734b701f964a520304c1fe3	{El Tarasco}	{33.959121,-118.3958226442337,Westchester,CA,United States}	{Food,}
1134	Tue Jul 19 00:52:05 +0000 2011	4e23b3d3b0fbdf9ba7c0fc60	{Casa Cubana}	{33.99770830576052,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
1134	Tue Jul 19 00:40:22 +0000 2011	4e0ea8f2a8099e15260baa52	{DePalma's Shangri-La}	{33.984535227182796,-118.43383454135076,Marina del Rey,CA,United States}	{Residence,}
1134	Mon Jul 18 19:45:12 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Mon Jul 18 19:08:47 +0000 2011	4cd2d9bafa66236a876bed2e	{The Quad}	{34.01766474288581,-118.47124099731445,Santa Monica,CA,United States}	{College & University,}
1134	Mon Jul 18 16:47:47 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Mon Jul 18 16:32:09 +0000 2011	4baa51b9f964a520865e3ae3	{Cafeteria}	{34.01695165185135,-118.46969470381737,Santa Monica,CA,United States}	{College & University,}
1134	Mon Jul 18 14:54:13 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Mon Jul 18 14:52:13 +0000 2011	49fe0daff964a520646f1fe3	{Santa Monica College}	{34.01654424797145,-118.47091913223267,Santa Monica,CA,United States}	{College & University,}
1134	Mon Jul 18 04:17:44 +0000 2011	4e23b3d3b0fbdf9ba7c0fc60	{Casa Cubana}	{33.99770830576052,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
1134	Sun Jul 17 19:03:04 +0000 2011	4e0ea8f2a8099e15260baa52	{DePalma's Shangri-La}	{33.984535227182796,-118.43383454135076,Marina del Rey,CA,United States}	{Residence,}
1134	Sat Jul 16 06:22:31 +0000 2011	4e18bbc062e12640d878e982	{Carmageddon}	{34.126353468282474,-118.47553253173828,Los Angeles,CA,United States}	{Travel & Transport,}
1134	Fri Jul 15 21:06:49 +0000 2011	4b886c7cf964a520b1f631e3	{Anastasia Salon}	{34.068605645419794,-118.4056504767107,Beverly Hills,CA,United States}	{Shop & Service,}
1134	Thu Jul 14 20:19:21 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Thu Jul 14 20:17:38 +0000 2011	49fe0daff964a520646f1fe3	{Santa Monica College}	{34.01654424797145,-118.47091913223267,Santa Monica,CA,United States}	{College & University,}
1134	Thu Jul 14 02:10:34 +0000 2011	4a5cf4a3f964a520ebbc1fe3	{El Rincon Criollo}	{34.00341955,-118.407981,Culver City,CA,United States}	{Food,}
1134	Wed Jul 13 20:34:52 +0000 2011	4c9b85eb9c663704811a62fd	{SMC-Science Building}	{34.017022160182165,-118.46922829593133,Santa Monica,CA,United States}	{College Academic Building,College & University,}
1134	Tue Jul 12 21:47:53 +0000 2011	49e0e4aaf964a5207b611fe3	{Whole Foods Market}	{34.001095918015736,-118.46969604492188,Venice,CA,United States}	{Shop & Service,Food & Drink Shop,}
