3654	Wed Jul 13 21:24:33 +0000 2011	4ca11165d3c2b60c758de2bc	{Dr. Kelly Couch, DDS}	{38.422699,-121.41009403807307,Elk Grove,CA,United States}	{Medical Center,Professional & Other Places,}
3654	Sun Jun 26 20:19:33 +0000 2011	4add0561f964a520886321e3	{Whole Foods Market}	{38.59634215889754,-121.36374592781067,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3654	Sun Jun 26 19:17:36 +0000 2011	4b62225ef964a520b2372ae3	{Sunflower Natural Foods Drive-In}	{38.643173067530086,-121.26828610897064,Fair Oaks,CA,United States}	{Food,}
3654	Sun Jun 26 19:17:02 +0000 2011	4b0dc7aff964a520025023e3	{City of Fair Oaks}	{38.65296764673837,-121.24459829937587,Fair Oaks,CA,United States}	{Travel & Transport,}
3654	Mon Jun 13 14:53:25 +0000 2011	4b995f01f964a520787635e3	{Apple, Inc. - Building D}	{38.42879049552439,-121.4789628982544,Elk Grove,CA,United States}	{Professional & Other Places,}
3654	Sun Jun 12 02:06:00 +0000 2011	4b2c5068f964a520b5c524e3	{Brenden Theatres Modesto 18}	{37.64104406784628,-121.0010943188675,Modesto,CA,United States}	{Arts & Entertainment,Movie Theater,}
3654	Sat Jun 11 06:18:50 +0000 2011	49f40719f964a520f76a1fe3	{Sacramento International Airport (SMF)}	{38.692276283389305,-121.59045696258545,Sacramento,CA,United States}	{Travel & Transport,}
3654	Sat Jun 11 02:56:55 +0000 2011	482d61baf964a520d64f1fe3	{Denver International Airport (DEN)}	{39.85029261500981,-104.67378616333006,Denver,CO,United States}	{Travel & Transport,}
3654	Fri Jun 10 22:45:56 +0000 2011	440da2cbf964a52091301fe3	{Austin Bergstrom International Airport (AUS)}	{30.202558756341976,-97.66759872436523,Austin,TX,United States}	{Travel & Transport,}
3654	Fri Jun 10 18:55:51 +0000 2011	460d9079f964a5200c451fe3	{Tomodachi Sushi}	{30.42549254817234,-97.71695137023926,Austin,TX,United States}	{Food,}
3654	Fri Jun 10 13:23:06 +0000 2011	4a836030f964a520f1fa1fe3	{Kerbey Lane Cafe}	{30.447242355706898,-97.78712271490166,Austin,TX,United States}	{Food,}
3654	Fri Jun 10 13:22:35 +0000 2011	4b4ea0ccf964a520f1f226e3	{Hilton Garden Inn}	{30.41526366114748,-97.74427228589603,Austin,TX,United States}	{Travel & Transport,Professional & Other Places,}
3654	Fri Jun 10 02:29:30 +0000 2011	48287126f964a520c04f1fe3	{Flying Saucer Draught Emporium}	{30.315432231607847,-97.73397096295244,Austin,TX,United States}	{Nightlife Spot,Food,}
3654	Thu Jun 09 23:06:54 +0000 2011	4a92def5f964a520f91d20e3	{Kreuz Market}	{29.890012421555802,-97.6715896952304,Lockhart,TX,United States}	{Food,}
3654	Thu Jun 09 23:05:48 +0000 2011	4c79258e81bca093543efc14	{Lockhart, TX}	{29.88349386587555,-97.67049271616843,Lockhart,TX,United States}	{Outdoors & Recreation,}
3654	Thu Jun 09 18:24:04 +0000 2011	4b465345f964a520aa1d26e3	{Thai Cuisine}	{30.425602,-97.7170057,Austin,TX,United States}	{Food,}
3654	Wed Jun 08 23:05:37 +0000 2011	4a836030f964a520f1fa1fe3	{Kerbey Lane Cafe}	{30.447242355706898,-97.78712271490166,Austin,TX,United States}	{Food,}
3654	Wed Jun 08 02:46:44 +0000 2011	49bd2c3af964a52052541fe3	{Texas State Capitol}	{30.274189936110623,-97.74046897888184,Austin,TX,United States}	{Government Building,Arts & Entertainment,Professional & Other Places,}
3654	Wed Jun 08 02:19:10 +0000 2011	43582f80f964a520dd281fe3	{Whole Foods Market}	{30.270864484028394,-97.75367857850739,Austin,TX,United States}	{Shop & Service,Food & Drink Shop,}
3654	Wed Jun 08 02:12:48 +0000 2011	4b6762e8f964a520c64b2be3	{Church of Scientology}	{30.28512,-97.74184180000002,Austin,TX,United States}	{Spiritual Center,Professional & Other Places,}
3654	Wed Jun 08 00:25:30 +0000 2011	48287126f964a520c04f1fe3	{Flying Saucer Draught Emporium}	{30.315432231607847,-97.73397096295244,Austin,TX,United States}	{Nightlife Spot,Food,}
3654	Tue Jun 07 18:14:20 +0000 2011	4a077fb8f964a52073731fe3	{Hoover's Cooking}	{30.4448264837265,-97.788636,Austin,TX,United States}	{Food,}
3654	Tue Jun 07 12:57:51 +0000 2011	4a354c3cf964a520c49c1fe3	{Original Pancake House}	{30.414130667640993,-97.68919670467758,Austin,TX,United States}	{Food,}
3654	Tue Jun 07 02:47:33 +0000 2011	4b4ea0ccf964a520f1f226e3	{Hilton Garden Inn}	{30.41526366114748,-97.74427228589603,Austin,TX,United States}	{Travel & Transport,Professional & Other Places,}
3654	Mon Jun 06 01:17:18 +0000 2011	49d979e5f964a5203b5e1fe3	{Trudy's North Star}	{30.37061892994604,-97.72754073143005,Austin,TX,United States}	{Food,}
3654	Sun Jun 05 22:09:29 +0000 2011	4ba023ccf964a520145d37e3	{Apple Store, The Domain}	{30.401617,-97.726614,Austin,TX,United States}	{Shop & Service,}
3654	Sun Jun 05 20:08:55 +0000 2011	4b4ea0ccf964a520f1f226e3	{Hilton Garden Inn}	{30.41526366114748,-97.74427228589603,Austin,TX,United States}	{Travel & Transport,Professional & Other Places,}
3654	Sun Jun 05 18:47:06 +0000 2011	440da2cbf964a52091301fe3	{Austin Bergstrom International Airport (AUS)}	{30.202558756341976,-97.66759872436523,Austin,TX,United States}	{Travel & Transport,}
3654	Sun Jun 05 16:51:23 +0000 2011	44d1efc9f964a52032361fe3	{George Bush International Airport (IAH)}	{29.986460430837823,-95.34201622009277,Houston,TX,United States}	{Travel & Transport,}
3654	Sat Jun 04 23:55:35 +0000 2011	4b90744bf964a5201e8b33e3	{VCA Elk Grove Animal Hospital}	{38.408713,-121.383856,Elk Grove,CA,United States}	{Medical Center,Professional & Other Places,}
3654	Wed May 18 22:16:03 +0000 2011	4bd46ede5631c9b6854ca230	{Trader Joe's}	{38.40667626502482,-121.42013803124428,Elk Grove,CA,United States}	{Shop & Service,Food & Drink Shop,}
3654	Tue May 17 01:56:59 +0000 2011	4b90744bf964a5201e8b33e3	{VCA Elk Grove Animal Hospital}	{38.408713,-121.383856,Elk Grove,CA,United States}	{Medical Center,Professional & Other Places,}
3654	Sat May 14 03:11:20 +0000 2011	4bbfb28babf495218f1dbe93	{Kaiser}	{37.704811,-121.071424,Modesto,CA,United States}	{Professional & Other Places,}
3654	Thu May 12 16:01:37 +0000 2011	4b995f01f964a520787635e3	{Apple, Inc. - Building D}	{38.42879049552439,-121.4789628982544,Elk Grove,CA,United States}	{Professional & Other Places,}
3654	Tue May 10 23:31:28 +0000 2011	4bd46ede5631c9b6854ca230	{Trader Joe's}	{38.40667626502482,-121.42013803124428,Elk Grove,CA,United States}	{Shop & Service,Food & Drink Shop,}
3654	Tue May 10 22:49:12 +0000 2011	4b995f01f964a520787635e3	{Apple, Inc. - Building D}	{38.42879049552439,-121.4789628982544,Elk Grove,CA,United States}	{Professional & Other Places,}
3654	Mon May 09 00:14:41 +0000 2011	4bd46ede5631c9b6854ca230	{Trader Joe's}	{38.40667626502482,-121.42013803124428,Elk Grove,CA,United States}	{Shop & Service,Food & Drink Shop,}
3654	Sun May 08 17:17:19 +0000 2011	4add0561f964a520886321e3	{Whole Foods Market}	{38.59634215889754,-121.36374592781067,Sacramento,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3654	Fri May 06 00:13:12 +0000 2011	4b74f064f964a520c4f82de3	{Nugget Market}	{38.40979321986739,-121.42014741897583,Elk Grove,CA,United States}	{Shop & Service,Food & Drink Shop,}
