77	Fri Aug 12 01:15:46 +0000 2011	40b52f80f964a52059001fe3	{Wheel World}	{34.00741696357727,-118.413309,Los Angeles,CA,United States}	{Shop & Service,}
77	Fri Aug 12 01:08:13 +0000 2011	4c61c174e1621b8d76d72153	{Culver City, CA}	{34.020794936018724,-118.3961820602417,Culver City,CA,United States}	{Travel & Transport,Outdoors & Recreation,Government Building,Professional & Other Places,}
77	Thu Aug 11 16:10:03 +0000 2011	4ae7846bf964a52005ac21e3	{Starbucks}	{33.977246434204645,-118.39193344116211,Los Angeles,CA,United States}	{Food,}
77	Thu Aug 11 16:09:34 +0000 2011	4b64c592f964a520efce2ae3	{The Promenade at Howard Hughes Center}	{33.977730448332515,-118.39172925910522,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
77	Thu Aug 11 15:02:17 +0000 2011	49ed5268f964a520e0671fe3	{Spectrum Club - Howard Hughes Center}	{33.97674207576151,-118.39296167584939,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
77	Thu Aug 11 03:14:57 +0000 2011	4acba6d0f964a520c8c420e3	{BJ's Restaurant & Brewhouse}	{33.98541122323728,-118.39521537748247,Culver City,CA,United States}	{Nightlife Spot,Food,}
77	Thu Aug 11 03:13:52 +0000 2011	4ad12a42f964a5202bdd20e3	{Westfield Culver City}	{33.98604389243085,-118.39315784907377,Culver City,CA,United States}	{Outdoors & Recreation,Shop & Service,}
77	Wed Aug 10 20:37:09 +0000 2011	4a58dab8f964a5200bb81fe3	{IKEA}	{33.84140567323538,-118.26022624969482,Carson,CA,United States}	{Shop & Service,}
77	Wed Aug 10 15:23:15 +0000 2011	4c5224acb6dabe9ac827de12	{City of Carson}	{33.83160281233922,-118.28170537948607,Carson,CA,United States}	{Outdoors & Recreation,}
77	Wed Aug 10 14:59:58 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Wed Aug 10 03:44:45 +0000 2011	4b932f44f964a520e83934e3	{Torrance, CA}	{33.81340215731428,-118.30917119979857,Torrance,CA,United States}	{Outdoors & Recreation,}
77	Wed Aug 10 01:32:26 +0000 2011	4b5def4bf964a520ab7429e3	{California State University, Dominguez Hills (CSUDH)}	{33.86407270941936,-118.25411081314087,Carson,CA,United States}	{College & University,}
77	Tue Aug 09 21:18:21 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Tue Aug 09 21:17:48 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Tue Aug 09 21:13:27 +0000 2011	4b5d0e4df964a520ab5029e3	{Starbucks}	{33.841702,-118.262392,Carson,CA,United States}	{Food,}
77	Tue Aug 09 20:39:14 +0000 2011	4b4b8e21f964a52021a026e3	{In-N-Out Burger}	{33.831246409970035,-118.2886079614792,Torrance,CA,United States}	{Food,}
77	Tue Aug 09 20:38:09 +0000 2011	4c5224acb6dabe9ac827de12	{City of Carson}	{33.83160281233922,-118.28170537948607,Carson,CA,United States}	{Outdoors & Recreation,}
77	Tue Aug 09 01:22:50 +0000 2011	4b5d0e4df964a520ab5029e3	{Starbucks}	{33.841702,-118.262392,Carson,CA,United States}	{Food,}
77	Mon Aug 08 20:09:48 +0000 2011	4ca253631ee76dcb86abefdd	{SanSai Japanese Grill}	{33.8444220546468,-118.26243102550507,Carson,CA,United States}	{Food,}
77	Mon Aug 08 15:33:37 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Mon Aug 08 15:32:01 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Mon Aug 08 15:30:37 +0000 2011	4c5224acb6dabe9ac827de12	{City of Carson}	{33.83160281233922,-118.28170537948607,Carson,CA,United States}	{Outdoors & Recreation,}
77	Mon Aug 08 14:32:28 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Mon Aug 08 13:05:35 +0000 2011	49ed5268f964a520e0671fe3	{Spectrum Club - Howard Hughes Center}	{33.97674207576151,-118.39296167584939,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
77	Mon Aug 08 03:40:07 +0000 2011	4b534685f964a5205c9527e3	{The Coffee Bean & Tea Leaf}	{33.9595425256753,-118.4193158820588,Los Angeles,CA,United States}	{Food,}
77	Mon Aug 08 02:50:58 +0000 2011	4dc9e360c65bebb82f2d1bcc	{Westchester Driving Range}	{33.95944143712485,-118.41258783164076,Los Angeles,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
77	Mon Aug 08 00:43:57 +0000 2011	49ebefebf964a52047671fe3	{Yogurtland}	{34.0483195342718,-118.23938598895226,Los Angeles,CA,United States}	{Food,}
77	Mon Aug 08 00:23:47 +0000 2011	45b88de0f964a520ce411fe3	{Union Station}	{34.05573499087499,-118.2361775636673,Los Angeles,CA,United States}	{Travel & Transport,}
77	Mon Aug 08 00:12:07 +0000 2011	4a9ae5acf964a520773320e3	{Japanese American National Museum}	{34.049452,-118.239014,Los Angeles,CA,United States}	{Arts & Entertainment,}
77	Sun Aug 07 23:51:24 +0000 2011	4bc630d7d35d9c743151e23a	{Don Chente Bar & Grill}	{33.974408,-118.233157,Walnut Park,CA,United States}	{Food,}
77	Sun Aug 07 01:46:46 +0000 2011	4c31476b213c2d7f93cc335d	{City of Los Angeles}	{34.04945928842325,-118.25263023376465,Los Angeles,CA,United States}	{Outdoors & Recreation,}
77	Sun Aug 07 01:45:57 +0000 2011	4ae0a807f964a5205a8121e3	{Regal LA LIVE Stadium 14}	{34.04569008803841,-118.26687812805174,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
77	Sat Aug 06 22:18:45 +0000 2011	4b926f53f964a52048f933e3	{Kenneth Hahn State Recreation Area}	{34.00671482842617,-118.36540130735264,Los Angeles,CA,United States}	{Outdoors & Recreation,}
77	Sat Aug 06 18:37:11 +0000 2011	4a9d84ccf964a520673820e3	{Pavilions}	{33.99664410739291,-118.39407920837402,Culver City,CA,United States}	{Shop & Service,Food & Drink Shop,}
77	Sat Aug 06 18:31:50 +0000 2011	4b623dc5f964a520263e2ae3	{Big Lots}	{33.99065758868691,-118.39588835835457,Culver City,CA,United States}	{Shop & Service,}
77	Sat Aug 06 16:55:43 +0000 2011	49ed5268f964a520e0671fe3	{Spectrum Club - Howard Hughes Center}	{33.97674207576151,-118.39296167584939,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
77	Sat Aug 06 16:44:34 +0000 2011	4ae7846bf964a52005ac21e3	{Starbucks}	{33.977246434204645,-118.39193344116211,Los Angeles,CA,United States}	{Food,}
77	Sat Aug 06 16:18:47 +0000 2011	4b1966c3f964a520badc23e3	{Panera Bread}	{33.95853066834953,-118.39684322476387,Los Angeles,CA,United States}	{Food,}
77	Sat Aug 06 00:42:37 +0000 2011	4e3c8dd47d8b0e96105e4580	{Aurora Relatores, DDS}	{33.831934727759744,-118.26493623529201,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 23:33:24 +0000 2011	4b5d0e4df964a520ab5029e3	{Starbucks}	{33.841702,-118.262392,Carson,CA,United States}	{Food,}
77	Fri Aug 05 23:15:10 +0000 2011	4e3c796018a83d5b283729fc	{Teresa Galvez & Teresa Yepiz, DDS}	{33.873433,-118.302139,Gardena,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 22:42:57 +0000 2011	4e3c71cde4cdab9b9335e5e1	{Carlito Bautista}	{33.8437917,-118.2689028,Carson,CA,United States}	{Medical Center,Residence,Professional & Other Places,}
77	Fri Aug 05 22:22:07 +0000 2011	4e0cfedb8877936cb3f7a9cc	{Dr. Gabuten's Dentistry}	{33.827338,-118.277612,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 22:14:37 +0000 2011	4c9be5e39c48236ade4949ee	{Dr. Jenifer B. Labrador D.D.S.}	{33.825023560980924,-118.26399409432221,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 21:46:05 +0000 2011	4c6eb13fa437224b9c9430b1	{Carlos M.V. Fausto, DDS}	{33.83088128333333,-118.28938722610474,Torrance,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 20:17:08 +0000 2011	4be77f4cc5220f4720c4a8ca	{El Taco Charro}	{33.83949923954353,-118.2582897481,Carson,CA,United States}	{Food,}
77	Fri Aug 05 19:27:29 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Fri Aug 05 19:25:44 +0000 2011	4d62e48ff7bb370474c779e9	{House of Seafood}	{33.840191253460375,-118.25830687855373,Carson,CA,United States}	{Food,}
77	Fri Aug 05 19:25:44 +0000 2011	4d62e48ff7bb370474c779e9	{House of Seafood}	{33.840191253460375,-118.25830687855373,Carson,CA,United States}	{Food,}
77	Fri Aug 05 19:24:39 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Fri Aug 05 18:02:52 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Fri Aug 05 18:02:52 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Fri Aug 05 04:30:47 +0000 2011	4dbc44115da3ff58ec469677	{Viktor Benes at Gelsons}	{34.14773655855852,-118.6130522226082,Calabasas,CA,United States}	{Food,}
77	Fri Aug 05 03:03:44 +0000 2011	4ad12a42f964a5202bdd20e3	{Westfield Culver City}	{33.98604389243085,-118.39315784907377,Culver City,CA,United States}	{Outdoors & Recreation,Shop & Service,}
77	Fri Aug 05 00:05:47 +0000 2011	49fdfcfbf964a520546f1fe3	{Landmark Theatres}	{34.039511437280616,-118.42915177345276,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
77	Thu Aug 04 23:43:23 +0000 2011	49d0782df964a520285b1fe3	{Westside Pavilion Shopping Center}	{34.04034713723197,-118.42693090438843,Los Angeles,CA,United States}	{Shop & Service,}
77	Thu Aug 04 22:12:14 +0000 2011	4b5e4444f964a520cc8629e3	{Whole Foods Market}	{34.02229,-118.437968,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
77	Thu Aug 04 21:27:16 +0000 2011	4a732d23f964a520c5db1fe3	{The Coffee Bean & Tea Leaf}	{34.0204200744629,-118.452514648438,Santa Monica,CA,United States}	{Food,}
77	Thu Aug 04 20:25:49 +0000 2011	4c819a1247cc224b022f7e9f	{Salon Vox}	{34.020736,-118.452567,Santa Monica,CA,United States}	{Shop & Service,}
77	Thu Aug 04 20:06:30 +0000 2011	4b0aeea7f964a520432a23e3	{Zabie's Neighborhood Cafe}	{34.02021,-118.4537677,Santa Monica,CA,United States}	{Food,}
77	Thu Aug 04 16:22:15 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Thu Aug 04 14:55:46 +0000 2011	49ed5268f964a520e0671fe3	{Spectrum Club - Howard Hughes Center}	{33.97674207576151,-118.39296167584939,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
77	Wed Aug 03 18:15:39 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Wed Aug 03 18:15:05 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Wed Aug 03 03:15:31 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Wed Aug 03 03:07:42 +0000 2011	49e51a56f964a5209a631fe3	{Kabuki Japanese Restaurant}	{33.978100540958756,-118.39322090148926,Los Angeles,CA,United States}	{Food,}
77	Wed Aug 03 03:07:24 +0000 2011	4b64c592f964a520efce2ae3	{The Promenade at Howard Hughes Center}	{33.977730448332515,-118.39172925910522,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
77	Wed Aug 03 01:26:51 +0000 2011	4b5def4bf964a520ab7429e3	{California State University, Dominguez Hills (CSUDH)}	{33.86407270941936,-118.25411081314087,Carson,CA,United States}	{College & University,}
77	Tue Aug 02 03:53:05 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Mon Aug 01 15:36:02 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Mon Aug 01 15:35:46 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Mon Aug 01 15:35:18 +0000 2011	4b5d0e4df964a520ab5029e3	{Starbucks}	{33.841702,-118.262392,Carson,CA,United States}	{Food,}
77	Mon Aug 01 01:25:51 +0000 2011	4b76eea3f964a520d96b2ee3	{Burton Chace Park}	{33.976819377609814,-118.4456205368042,Marina del Rey,CA,United States}	{Outdoors & Recreation,}
77	Mon Aug 01 01:02:02 +0000 2011	428d2880f964a520b9231fe3	{Rave 18}	{33.97806495334865,-118.3924913406372,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,Professional & Other Places,}
77	Mon Aug 01 00:47:28 +0000 2011	4a577e72f964a5203fb61fe3	{Star Chicken}	{33.97770907642827,-118.39171886444092,Los Angeles,CA,United States}	{Food,}
77	Mon Aug 01 00:46:38 +0000 2011	4b64c592f964a520efce2ae3	{The Promenade at Howard Hughes Center}	{33.977730448332515,-118.39172925910522,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
77	Sun Jul 31 17:26:20 +0000 2011	460a700ef964a520ef441fe3	{Manhattan Beach Pier}	{33.884061752362456,-118.41261863708496,Manhattan Beach,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
77	Sun Jul 31 03:00:47 +0000 2011	4b926f53f964a52048f933e3	{Kenneth Hahn State Recreation Area}	{34.00671482842617,-118.36540130735264,Los Angeles,CA,United States}	{Outdoors & Recreation,}
77	Sun Jul 31 00:34:52 +0000 2011	49e56bb3f964a520cd631fe3	{Bellacures}	{34.06997685649584,-118.38392374278611,Beverly Hills,CA,United States}	{Shop & Service,}
77	Sat Jul 30 01:13:44 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Sat Jul 30 01:13:23 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Fri Jul 29 20:23:08 +0000 2011	4b5d0e4df964a520ab5029e3	{Starbucks}	{33.841702,-118.262392,Carson,CA,United States}	{Food,}
77	Fri Jul 29 20:21:54 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Thu Jul 28 21:06:35 +0000 2011	45a26cb8f964a520eb401fe3	{Uncle Darrow's}	{33.99100993174572,-118.44788628754361,Venice,CA,United States}	{Food,}
77	Thu Jul 28 20:36:42 +0000 2011	4d9dfaf1c97a236a4556ca99	{Optical Shop Of Aspen}	{33.999316692352295,-118.481057,Santa Monica,CA,United States}	{Shop & Service,}
77	Thu Jul 28 03:27:08 +0000 2011	49c7fff6f964a520df571fe3	{Tender Greens}	{34.02328109,-118.39516,Culver City,CA,United States}	{Food,}
77	Thu Jul 28 01:28:02 +0000 2011	4e04fa2b1850f16bf9d715c0	{CB Orthodontics}	{33.83955212755804,-118.2588529586792,Carson,CA,United States}	{Medical Center,Professional & Other Places,}
77	Thu Jul 28 01:27:46 +0000 2011	49f66c4ef964a520436c1fe3	{SouthBay Pavilion}	{33.84361561746012,-118.26095581054686,Carson,CA,United States}	{Shop & Service,}
77	Wed Jul 27 02:55:12 +0000 2011	4a36a4b3f964a520c99d1fe3	{Starbucks}	{33.97742437381936,-118.37197780609131,Los Angeles,CA,United States}	{Food,}
77	Wed Jul 27 00:38:14 +0000 2011	4dc1d1d4d22dd7df9a9b54aa	{Swimming Pool (CSUDH)}	{33.862504743367644,-118.25623512268066,Carson,CA,United States}	{Outdoors & Recreation,}
77	Tue Jul 26 20:15:21 +0000 2011	4ca253631ee76dcb86abefdd	{SanSai Japanese Grill}	{33.8444220546468,-118.26243102550507,Carson,CA,United States}	{Food,}
77	Tue Jul 26 20:07:15 +0000 2011	4d0577efc2e53704cf8dbe67	{Chili's Grill & Bar}	{33.84224514678219,-118.26221257720206,Carson,CA,United States}	{Food,}
