300	Thu Nov 25 23:35:04 +0000 2010	3fd66200f964a520a9ed1ee3	{The Stinking Rose}	{37.7981847974544,-122.40738485194984,San Francisco,CA,United States}	{Food,}
300	Wed Nov 24 02:18:31 +0000 2010	4a8a13fff964a520d40920e3	{R Image Market}	{37.751045124746625,-122.41407741551808,San Francisco,CA,United States}	{Food,}
300	Thu Nov 18 20:14:57 +0000 2010	4a2c1064f964a52017971fe3	{InterContinental San Francisco}	{37.78184495528403,-122.40475416183472,San Francisco,CA,United States}	{Travel & Transport,}
300	Wed Nov 03 17:47:34 +0000 2010	4cd080487561236a919d2cf3	{San Francisco Giants 2010 World Series Championship Parade}	{37.78896317523384,-122.40211486816406,San Francisco,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
300	Sat Oct 23 18:06:54 +0000 2010	4a4b8a43f964a5206fac1fe3	{Sightglass Coffee}	{37.77699197247508,-122.40852980833175,San Francisco,CA,United States}	{Food,}
300	Tue Oct 19 03:42:20 +0000 2010	4abc421df964a520ef8620e3	{Fox Theater}	{37.80809019289311,-122.27061431370356,Oakland,CA,United States}	{Music Venue,Arts & Entertainment,}
300	Tue Oct 19 02:15:07 +0000 2010	43e4ffc6f964a520f02e1fe3	{Cafe Gratitude}	{37.75899052619934,-122.412598,San Francisco,CA,United States}	{Food,}
300	Sun Oct 17 05:30:27 +0000 2010	43e567c0f964a520f22e1fe3	{It's Tops Coffee Shop}	{37.7716787662269,-122.42366750302257,San Francisco,CA,United States}	{Food,}
300	Fri Oct 15 20:49:48 +0000 2010	4a90a81af964a520fb1820e3	{Sushi Boat Kazoo}	{37.29363763333333,-121.94948628333333,Campbell,CA,United States}	{Food,}
300	Fri Oct 15 13:28:11 +0000 2010	4a6ce8edf964a52008d21fe3	{Bay Club SF Tennis}	{37.776667686568715,-122.39799795202178,San Francisco,CA,United States}	{Shop & Service,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,}
300	Thu Oct 14 13:49:46 +0000 2010	4a6ce8edf964a52008d21fe3	{Bay Club SF Tennis}	{37.776667686568715,-122.39799795202178,San Francisco,CA,United States}	{Shop & Service,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,}
