2825	Tue Mar 08 16:35:35 +0000 2011	4c7af18793ef236ae951b40f	{The Dana Hotel Pool}	{32.765883,-117.23623506666667,San Diego,CA,United States}	{Outdoors & Recreation,}
2825	Wed Feb 16 00:52:03 +0000 2011	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
===
2825	Mon Nov 08 02:50:31 +0000 2010	4c9c16f77c096dcb1ad7bed1	{Mr. Cook}	{34.1716787,-118.5687455,Woodland Hills,CA,United States}	{}
2825	Tue Oct 26 22:20:18 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Tue Oct 26 20:10:11 +0000 2010	4b6c9d95f964a520c9462ce3	{CBS Studio Center}	{34.145197777881236,-118.39083917471245,Studio City,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2825	Mon Oct 25 05:14:08 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Sat Oct 16 05:13:03 +0000 2010	4b6e3b59f964a5202fb32ce3	{Laugh Factory Long Beach}	{33.76385724505056,-118.19244478093589,Long Beach,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Fri Oct 15 22:31:53 +0000 2010	49e4b211f964a5201b631fe3	{Fox Studios}	{34.052019404448785,-118.41251134872437,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,Professional & Other Places,}
2825	Thu Oct 14 07:22:49 +0000 2010	4c3022f6213c2d7f2327325d	{LayaleenA Hooka Bar}	{34.08823756,-117.67220071666667,Upland,CA,United States}	{}
2825	Thu Oct 14 03:13:55 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Fri Oct 08 17:03:57 +0000 2010	4b48e729f964a520965c26e3	{Bank of America}	{34.053592770733715,-118.37641954421997,Los Angeles,CA,United States}	{Shop & Service,}
2825	Fri Oct 08 03:34:23 +0000 2010	4ac6bf51f964a52024b620e3	{Chic Wine Bar}	{34.04938068333333,-118.358829,Los Angeles,CA,United States}	{Food,}
2825	Thu Oct 07 03:58:06 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Mon Oct 04 02:32:23 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Sun Oct 03 17:00:29 +0000 2010	4ad91224f964a520c81721e3	{The Westin San Francisco Airport}	{37.60359025741119,-122.37618327140808,Millbrae,CA,United States}	{Travel & Transport,}
2825	Sun Oct 03 00:38:11 +0000 2010	4ab5b7aaf964a520ec7520e3	{Maykadeh Persian Cuisine}	{37.799742,-122.407124,San Francisco,CA,United States}	{Food,}
2825	Sat Oct 02 18:53:08 +0000 2010	4ad91224f964a520c81721e3	{The Westin San Francisco Airport}	{37.60359025741119,-122.37618327140808,Millbrae,CA,United States}	{Travel & Transport,}
2825	Sat Oct 02 00:23:02 +0000 2010	409d7480f964a520f2f21ee3	{Pier 39}	{37.809521186605714,-122.41015076637268,San Francisco,CA,United States}	{Travel & Transport,}
2825	Thu Sep 30 23:36:22 +0000 2010	4b48e729f964a520965c26e3	{Bank of America}	{34.053592770733715,-118.37641954421997,Los Angeles,CA,United States}	{Shop & Service,}
2825	Thu Sep 30 05:43:13 +0000 2010	4ab6a678f964a5206d7820e3	{Veggie Grill}	{34.097699,-118.365325,Los Angeles,CA,United States}	{Food,}
2825	Thu Sep 30 03:07:51 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Wed Sep 29 23:01:38 +0000 2010	4331f400f964a52006281fe3	{Warner Bros. Studios}	{34.147660747214005,-118.33873820561311,Burbank,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2825	Wed Sep 29 05:55:17 +0000 2010	4ab6a678f964a5206d7820e3	{Veggie Grill}	{34.097699,-118.365325,Los Angeles,CA,United States}	{Food,}
2825	Wed Sep 29 03:30:45 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Wed Sep 29 03:29:03 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Tue Sep 28 17:28:51 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2825	Mon Sep 27 03:57:25 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Sat Sep 25 05:37:19 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Fri Sep 24 03:13:53 +0000 2010	4c9c16f77c096dcb1ad7bed1	{Mr. Cook}	{34.1716787,-118.5687455,Woodland Hills,CA,United States}	{}
2825	Mon Sep 20 04:16:09 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Mon Sep 20 04:16:09 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Thu Sep 16 03:14:19 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Sun Sep 05 07:44:39 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Sat Sep 04 20:53:09 +0000 2010	43e8dae4f964a520112f1fe3	{Vanguard}	{34.10219970934373,-118.32099281184831,Los Angeles,CA,United States}	{Nightlife Spot,}
2825	Thu Sep 02 03:20:09 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Sat Aug 28 03:39:19 +0000 2010	4a56b4a6f964a520b1b51fe3	{Bossa Nova Brazilian Cuisine}	{34.0382223095064,-118.4320592880249,Los Angeles,CA,United States}	{Food,}
2825	Thu Aug 26 04:03:38 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Tue Aug 24 23:08:57 +0000 2010	4b48e729f964a520965c26e3	{Bank of America}	{34.053592770733715,-118.37641954421997,Los Angeles,CA,United States}	{Shop & Service,}
2825	Tue Aug 24 18:12:46 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Tue Aug 24 08:04:48 +0000 2010	49e6cbc0f964a5206e641fe3	{Greenblatt's Delicatessen & Fine Wine Shop}	{34.09812978825009,-118.36465374788129,Los Angeles,CA,United States}	{Food,}
2825	Sat Aug 21 05:24:37 +0000 2010	4b6e3b59f964a5202fb32ce3	{Laugh Factory Long Beach}	{33.76385724505056,-118.19244478093589,Long Beach,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Sat Aug 21 03:13:55 +0000 2010	4a7f0f74f964a5209ef21fe3	{Gibson Amphitheatre}	{34.13800500430396,-118.35354566574097,Universal City,CA,United States}	{Performing Arts Venue,Music Venue,Arts & Entertainment,}
2825	Thu Aug 19 21:04:00 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Thu Aug 19 04:16:42 +0000 2010	49e6cbc0f964a5206e641fe3	{Greenblatt's Delicatessen & Fine Wine Shop}	{34.09812978825009,-118.36465374788129,Los Angeles,CA,United States}	{Food,}
2825	Wed Aug 18 18:38:29 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Wed Aug 18 07:29:54 +0000 2010	49e6cbc0f964a5206e641fe3	{Greenblatt's Delicatessen & Fine Wine Shop}	{34.09812978825009,-118.36465374788129,Los Angeles,CA,United States}	{Food,}
2825	Wed Aug 18 06:53:34 +0000 2010	49d8e078f964a520d25d1fe3	{The Comedy Store}	{34.095099,-118.373752,Los Angeles,CA,United States}	{Arts & Entertainment,}
2825	Tue Aug 17 19:15:53 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Tue Aug 17 19:15:53 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Tue Aug 17 03:37:16 +0000 2010	4a302c61f964a5202f991fe3	{Bloom Cafe}	{34.049488,-118.359384,Los Angeles,CA,United States}	{Food,}
2825	Mon Aug 16 07:00:38 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Sun Aug 15 02:52:32 +0000 2010	3fd66200f964a52053ef1ee3	{Laugh Factory}	{34.098141576580055,-118.36442470550537,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Sat Aug 14 22:23:26 +0000 2010	44ded2f5f964a520d2361fe3	{Third Street Promenade}	{34.01608181718752,-118.49674344062805,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,}
2825	Sat Aug 14 03:04:01 +0000 2010	4bd2118641b9ef3b9f41fde5	{The Parlor}	{34.08319683337859,-118.34773063659668,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2825	Thu Aug 12 17:26:31 +0000 2010	4c642ec6e1621b8dfac62753	{Abstraction Media Inc}	{34.04782,-118.371409,Los Angeles,CA,United States}	{}
2825	Sun Aug 08 05:52:19 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Thu Aug 05 06:25:46 +0000 2010	4ba5aad6f964a520a81a39e3	{IHOP}	{34.13560943,-117.23097681999207,Highland,CA,United States}	{Food,}
2825	Thu Aug 05 06:08:07 +0000 2010	4aea5db7f964a5203dbb21e3	{San Manuel Indian Bingo & Casino}	{34.150276455260055,-117.22909927368164,Highland,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Mon Aug 02 16:44:31 +0000 2010	4a302c61f964a5202f991fe3	{Bloom Cafe}	{34.049488,-118.359384,Los Angeles,CA,United States}	{Food,}
2825	Mon Aug 02 04:11:19 +0000 2010	49fa49e2f964a520e76d1fe3	{The HaHa Comedy Club & Cafe}	{34.161335683971885,-118.37219766899545,North Hollywood,CA,United States}	{Arts & Entertainment,}
2825	Sat Jul 31 06:01:58 +0000 2010	4b6e3b59f964a5202fb32ce3	{Laugh Factory Long Beach}	{33.76385724505056,-118.19244478093589,Long Beach,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2825	Thu Jul 22 03:15:59 +0000 2010	4b6e3b59f964a5202fb32ce3	{Laugh Factory Long Beach}	{33.76385724505056,-118.19244478093589,Long Beach,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
