3125	Sun Jul 22 19:46:08 +0000 2012	4bef0f56c80dc928747027e3	{Westwood Winery}	{38.29155339372579,-122.45758295059204,Sonoma,CA,United States}	{Food,}
===
3125	Thu Nov 17 01:08:17 +0000 2011	43582f80f964a520dd281fe3	{Whole Foods Market}	{30.270864484028394,-97.75367857850739,Austin,TX,United States}	{Shop & Service,Food & Drink Shop,}
===
3125	Wed Aug 10 22:36:21 +0000 2011	4d6c600ba3916dcb9b758a1e	{Truluck's Seafood Steak & Crab}	{30.266726,-97.74492681026459,Austin,TX,United States}	{Food,}
3125	Wed Aug 10 18:48:19 +0000 2011	49eb9b0bf964a52000671fe3	{Thai Spice & Sushi Bar}	{30.283901,-97.741954,Austin,TX,United States}	{Food,}
3125	Tue Aug 09 17:02:42 +0000 2011	4ac23f5ef964a520609820e3	{The Pita Pit - Austin}	{30.287452,-97.74176,Austin,TX,United States}	{Food,}
3125	Mon Aug 08 17:44:09 +0000 2011	49e4e3a5f964a52064631fe3	{Hai Ky Cafe}	{30.28279137,-97.742174,Austin,TX,United States}	{Food,}
3125	Sat Aug 06 19:34:22 +0000 2011	4be1e330edbb0f47fd03a715	{The Statehouse Pool}	{30.251462,-97.748264,Austin,TX,United States}	{Outdoors & Recreation,}
3125	Sat Aug 06 18:02:38 +0000 2011	49ee1e97f964a52025681fe3	{Torchy's Tacos}	{30.236776533277702,-97.76279958302958,Austin,TX,United States}	{Food,}
3125	Thu Aug 04 18:43:11 +0000 2011	4aa95d80f964a520495320e3	{McCombs School Of Business (CBA)}	{30.284075904608457,-97.73799061775208,Austin,TX,United States}	{College & University,}
3125	Thu Aug 04 04:59:38 +0000 2011	49c30524f964a5204f561fe3	{Doc's Motorworks Bar & Grill}	{30.252279102879786,-97.74841556864394,Austin,TX,United States}	{Nightlife Spot,Food,}
3125	Thu Aug 04 01:57:14 +0000 2011	45f2a42df964a520e3431fe3	{Guero's Taco Bar}	{30.249113839904933,-97.75016784667969,Austin,TX,United States}	{Food,}
3125	Tue Aug 02 03:03:35 +0000 2011	4c3643e7298e9c7452b407e3	{Dogwood Austin}	{30.269946168991943,-97.75023221969604,Austin,TX,United States}	{Nightlife Spot,}
3125	Sun Jul 31 19:27:56 +0000 2011	4dc601d0ae608779d14afad5	{Criolla Kitchen}	{37.76446754932103,-122.43259865928565,San Francisco,CA,United States}	{Food,}
3125	Sun Jul 31 00:19:43 +0000 2011	4bb939777421a593c8a2c240	{Meadow Club}	{37.973193534247585,-122.61923681154182,Ross Valley,CA,United States}	{Professional & Other Places,}
3125	Sat Jul 30 19:02:45 +0000 2011	42814b00f964a52006221fe3	{La M?diterran?e}	{37.764436,-122.433213,San Francisco,CA,United States}	{Food,}
3125	Sat Jul 30 02:50:11 +0000 2011	45487ec6f964a520863c1fe3	{Sir Francis Drake Hotel}	{37.78896568061761,-122.40844684089706,San Francisco,CA,United States}	{Travel & Transport,}
3125	Fri Jul 29 18:35:25 +0000 2011	4123ed80f964a520430c1fe3	{Samovar Tea Lounge}	{37.761186,-122.4307403,San Francisco,CA,United States}	{Food,}
3125	Fri Jul 29 12:37:24 +0000 2011	440da2cbf964a52091301fe3	{Austin Bergstrom International Airport (AUS)}	{30.202558756341976,-97.66759872436523,Austin,TX,United States}	{Travel & Transport,}
3125	Fri Jul 29 03:15:10 +0000 2011	4414983ef964a520f2301fe3	{Polvos Mexican Restaurant}	{30.24535094640861,-97.75742053985596,Austin,TX,United States}	{Food,}
3125	Thu Jul 28 21:20:50 +0000 2011	4b817b94f964a52035a930e3	{Woodrose Winery}	{30.22364198447134,-98.6753797531128,Stonewall,TX,United States}	{Nightlife Spot,Food,}
3125	Thu Jul 28 19:56:48 +0000 2011	4b770f58f964a5201c792ee3	{Becker Vineyards}	{30.203411815436034,-98.70971202850342,Stonewall,TX,United States}	{Outdoors & Recreation,Food,}
3125	Thu Jul 28 17:27:22 +0000 2011	4b74608cf964a52096d82de3	{Fredericksburg Brewing Company}	{30.27276793716794,-98.86935818225051,Fredericksburg,TX,United States}	{Nightlife Spot,}
3125	Thu Jul 28 15:38:33 +0000 2011	4d8e25bffa9437044407fbc5	{Grape Creek Vineyards}	{30.22146759415829,-98.72036460715759,Fredericksburg,TX,United States}	{Outdoors & Recreation,Food,}
3125	Mon Jul 25 22:40:55 +0000 2011	49ce6931f964a5203a5a1fe3	{South Congress Cafe}	{30.247851062278645,-97.75052458047867,Austin,TX,United States}	{Food,}
3125	Sat Jul 23 21:33:32 +0000 2011	43582f80f964a520dd281fe3	{Whole Foods Market}	{30.270864484028394,-97.75367857850739,Austin,TX,United States}	{Shop & Service,Food & Drink Shop,}
3125	Fri Jul 22 01:37:48 +0000 2011	4abaa233f964a520318220e3	{The Highball}	{30.25539736540382,-97.76269912719727,Austin,TX,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
3125	Tue Jul 19 00:35:24 +0000 2011	45fbfa6df964a5206c441fe3	{Lambert's Downtown BBQ}	{30.265319943364748,-97.74763039520637,Austin,TX,United States}	{Food,}
3125	Mon Jul 18 01:01:05 +0000 2011	49c30524f964a5204f561fe3	{Doc's Motorworks Bar & Grill}	{30.252279102879786,-97.74841556864394,Austin,TX,United States}	{Nightlife Spot,Food,}
3125	Sun Jul 17 19:12:00 +0000 2011	4a2c0342f964a52005971fe3	{Abel's On The Lake}	{30.295223,-97.784394,Austin,TX,United States}	{Nightlife Spot,Food,}
3125	Sun Jul 17 17:40:06 +0000 2011	4b95ccb7f964a520abb334e3	{Snack Bar}	{30.251448223513748,-97.74918483488514,Austin,TX,United States}	{Nightlife Spot,Food,}
3125	Thu Jul 14 20:37:51 +0000 2011	49ce6931f964a5203a5a1fe3	{South Congress Cafe}	{30.247851062278645,-97.75052458047867,Austin,TX,United States}	{Food,}
3125	Thu Jul 14 01:37:00 +0000 2011	45fbfa6df964a5206c441fe3	{Lambert's Downtown BBQ}	{30.265319943364748,-97.74763039520637,Austin,TX,United States}	{Food,}
