3474	Fri Aug 05 01:33:07 +0000 2011	43d26bfef964a520152e1fe3	{Mama Buzz}	{37.812837,-122.268547,Oakland,CA,United States}	{Food,}
3474	Tue Aug 02 02:07:31 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Sat Jul 30 02:59:25 +0000 2011	4a591ed6f964a520b6b81fe3	{Smart Alec's}	{37.86783812,-122.259,Berkeley,CA,United States}	{Food,}
3474	Thu Jul 28 00:38:33 +0000 2011	4a4ac040f964a52026ac1fe3	{Rickhouse}	{37.79054655738382,-122.40394681692123,San Francisco,CA,United States}	{Nightlife Spot,}
3474	Wed Jul 27 03:19:34 +0000 2011	49d14d76f964a520755b1fe3	{Planet Granite}	{37.80398592212445,-122.46794700622559,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3474	Tue Jul 26 02:01:07 +0000 2011	4d7944e7ece5a1cd62b9a2a4	{Source}	{37.769861,-122.402432,San Francisco,CA,United States}	{Food,}
3474	Thu Jul 21 20:57:00 +0000 2011	4a591ed6f964a520b6b81fe3	{Smart Alec's}	{37.86783812,-122.259,Berkeley,CA,United States}	{Food,}
3474	Mon Jul 18 01:35:17 +0000 2011	42717900f964a52077211fe3	{Chin Restaurant & Sushi Bar}	{37.78504,-122.464726,San Francisco,CA,United States}	{Food,}
3474	Mon Jul 18 00:58:56 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Sat Jul 16 22:08:51 +0000 2011	49f7a66df964a520cc6c1fe3	{Sprinkles Cupcakes}	{37.442309,-122.17308059,Palo Alto,CA,United States}	{Food,}
3474	Sat Jul 16 17:10:03 +0000 2011	49d14d76f964a520755b1fe3	{Planet Granite}	{37.80398592212445,-122.46794700622559,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3474	Thu Jul 14 01:14:59 +0000 2011	4c65f87287759521d9c9dc4c	{House of Shields}	{37.78827928300254,-122.40136118042115,San Francisco,CA,United States}	{Nightlife Spot,}
3474	Tue Jul 12 02:41:13 +0000 2011	4ad12499f964a5200add20e3	{Patxi's Chicago Pizza}	{37.8002835,-122.43594656666667,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3474	Tue Jul 12 01:55:18 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Sun Jul 10 18:58:48 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Sat Jul 09 20:51:08 +0000 2011	49daea87f964a520be5e1fe3	{Little Chihuahua}	{37.7720479,-122.43715,San Francisco,CA,United States}	{Food,}
3474	Fri Jul 08 00:27:23 +0000 2011	4c65f87287759521d9c9dc4c	{House of Shields}	{37.78827928300254,-122.40136118042115,San Francisco,CA,United States}	{Nightlife Spot,}
3474	Sun Jul 03 18:20:36 +0000 2011	49d14d76f964a520755b1fe3	{Planet Granite}	{37.80398592212445,-122.46794700622559,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3474	Sat Jul 02 21:31:04 +0000 2011	4ad0bcf7f964a52078d920e3	{Salon 1322}	{37.518203258514404,-122.273501,Belmont,CA,United States}	{Shop & Service,}
3474	Wed Jun 29 20:12:22 +0000 2011	4a649d47f964a5205fc61fe3	{Venables Bell & Partners}	{37.788499,-122.405281,San Francisco,CA,United States}	{Professional & Other Places,}
3474	Wed Jun 29 19:57:06 +0000 2011	40bbc700f964a520b1001fe3	{Union Square}	{37.787750172585,-122.40762822536455,San Francisco,CA,United States}	{Outdoors & Recreation,}
3474	Mon Jun 27 22:29:47 +0000 2011	4a649d47f964a5205fc61fe3	{Venables Bell & Partners}	{37.788499,-122.405281,San Francisco,CA,United States}	{Professional & Other Places,}
3474	Mon Jun 27 15:13:41 +0000 2011	43d3901ef964a5201f2e1fe3	{Blue Bottle Coffee}	{37.776407,-122.42325067520142,San Francisco,CA,United States}	{Food,}
3474	Sun Jun 26 00:13:24 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Fri Jun 24 01:42:11 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Wed Jun 22 02:51:09 +0000 2011	408da280f964a520d7f21ee3	{Fly Bar}	{37.77686106445549,-122.43816711299372,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3474	Sat Jun 18 23:05:10 +0000 2011	44c3724df964a520c6351fe3	{Baker Beach}	{37.792880235482244,-122.48378276824951,San Francisco,CA,United States}	{Outdoors & Recreation,}
3474	Fri Jun 17 20:25:48 +0000 2011	44c3724df964a520c6351fe3	{Baker Beach}	{37.792880235482244,-122.48378276824951,San Francisco,CA,United States}	{Outdoors & Recreation,}
3474	Fri Jun 17 02:15:18 +0000 2011	4a0b8ce1f964a52000751fe3	{Blue Barn Gourmet}	{37.800587,-122.438143,San Francisco,CA,United States}	{Food,}
3474	Fri Jun 17 01:51:18 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Thu Jun 16 00:08:13 +0000 2011	43728d80f964a520102a1fe3	{Tres}	{37.78021262835114,-122.39134311676025,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3474	Wed Jun 15 02:17:40 +0000 2011	4aa8ad88f964a520b35120e3	{The Plant Cafe Organic}	{37.800417024747446,-122.4376916885376,San Francisco,CA,United States}	{Food,}
3474	Wed Jun 15 01:40:00 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Sun Jun 12 19:47:18 +0000 2011	4a36e4c0f964a520f99d1fe3	{Bonjour Patisserie}	{37.7708607,-122.402995,San Francisco,CA,United States}	{Food,}
3474	Sat Jun 11 00:13:13 +0000 2011	4a2b2909f964a520af961fe3	{Herbivore}	{37.864724,-122.267372,Berkeley,CA,United States}	{Food,}
3474	Fri Jun 10 22:10:24 +0000 2011	4b8323aaf964a520e5f930e3	{Wrench Science}	{37.851255005819326,-122.28808091521857,Emeryville,CA,United States}	{Shop & Service,}
3474	Fri Jun 10 22:10:23 +0000 2011	4b8323aaf964a520e5f930e3	{Wrench Science}	{37.851255005819326,-122.28808091521857,Emeryville,CA,United States}	{Shop & Service,}
3474	Fri Jun 10 00:03:03 +0000 2011	4dbdfe0dcda109aa6cc0f05a	{Rapha SF Cycle Club}	{37.798119,-122.435711,San Francisco,CA,United States}	{Shop & Service,}
3474	Thu Jun 09 22:35:47 +0000 2011	49d14d76f964a520755b1fe3	{Planet Granite}	{37.80398592212445,-122.46794700622559,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
